quote_date,shop_code,item_id_raw,region,price,indicator_box,item_id,description,region_name
2010-07-01,440.0,640406,4.0,27.0,,640406,HOTEL 1 NIGHT PRICE,South West
2005-05-01,243.0,640406,9.0,49.950001,,640406,HOTEL 1 NIGHT PRICE,North West
2024-03-01,18020.0,640406,6.0,82.5,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2005-12-01,220.0,640406,10.0,48.0,,640406,HOTEL 1 NIGHT PRICE,North
2013-04-01,731.0,640406,3.0,85.0,,640406,HOTEL 1 NIGHT PRICE,South East
2007-10-01,505.0,640406,7.0,70.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2024-05-01,18027.0,640406,2.0,106.74,,640406,HOTEL 1 NIGHT PRICE,London
2008-07-01,378.0,640406,7.0,65.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2009-04-01,374.0,640406,4.0,50.0,,640406,HOTEL 1 NIGHT PRICE,South West
2015-10-01,14598.0,640406,4.0,60.0,,640406,HOTEL 1 NIGHT PRICE,South West
2006-05-01,374.0,640406,4.0,50.0,,640406,HOTEL 1 NIGHT PRICE,South West
2014-05-01,542.0,640406,2.0,60.0,,640406,HOTEL 1 NIGHT PRICE,London
2011-08-01,5105.0,640406,13.0,130.0,,640406,HOTEL 1 NIGHT PRICE,Northern Ireland
2014-06-01,357.0,640406,5.0,59.990002,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2012-01-01,5112.0,640406,13.0,87.0,,640406,HOTEL 1 NIGHT PRICE,Northern Ireland
2016-12-01,5257.0,640406,3.0,60.0,,640406,HOTEL 1 NIGHT PRICE,South East
2024-02-01,18985.0,640406,5.0,223.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2022-11-01,5035.0,640406,3.0,140.0,,640406,HOTEL 1 NIGHT PRICE,South East
2008-03-01,393.0,640406,12.0,45.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2012-01-01,729.0,640406,3.0,105.0,,640406,HOTEL 1 NIGHT PRICE,South East
2009-01-01,294.0,640406,5.0,45.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2005-12-01,515.0,640406,2.0,21.0,,640406,HOTEL 1 NIGHT PRICE,London
2005-04-01,518.0,640406,2.0,235.0,,640406,HOTEL 1 NIGHT PRICE,London
2015-06-01,5295.0,640406,2.0,90.0,,640406,HOTEL 1 NIGHT PRICE,London
2014-01-01,287.0,640406,7.0,77.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2014-03-01,5029.0,640406,5.0,66.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2005-06-01,731.0,640406,3.0,35.0,,640406,HOTEL 1 NIGHT PRICE,South East
2015-09-01,14629.0,640406,5.0,69.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2007-10-01,515.0,640406,2.0,25.0,,640406,HOTEL 1 NIGHT PRICE,London
2009-06-01,516.0,640406,2.0,50.0,,640406,HOTEL 1 NIGHT PRICE,London
2005-11-01,216.0,640406,7.0,43.450001,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2011-11-01,542.0,640406,2.0,125.0,,640406,HOTEL 1 NIGHT PRICE,London
2006-06-01,502.0,640406,5.0,45.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2008-10-01,503.0,640406,8.0,127.5,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2022-11-01,5180.0,640406,12.0,130.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2015-07-01,14804.0,640406,5.0,88.989998,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2010-10-01,5061.0,640406,6.0,110.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2017-03-01,378.0,640406,7.0,123.84,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2008-06-01,511.0,640406,13.0,160.0,,640406,HOTEL 1 NIGHT PRICE,Northern Ireland
2011-07-01,5001.0,640406,3.0,187.0,Q,640406,HOTEL 1 NIGHT PRICE,South East
2011-03-01,161.0,640406,4.0,66.0,,640406,HOTEL 1 NIGHT PRICE,South West
2012-11-01,5001.0,640406,8.0,87.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2006-05-01,501.0,640406,10.0,30.0,,640406,HOTEL 1 NIGHT PRICE,North
2010-03-01,673.0,640406,3.0,72.0,,640406,HOTEL 1 NIGHT PRICE,South East
2016-08-01,5099.0,640406,11.0,75.0,,640406,HOTEL 1 NIGHT PRICE,Wales
2011-03-01,394.0,640406,12.0,42.5,,640406,HOTEL 1 NIGHT PRICE,Scotland
2022-12-01,5291.0,640406,2.0,85.0,,640406,HOTEL 1 NIGHT PRICE,London
2007-01-01,210.0,640406,8.0,56.25,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2008-01-01,296.0,640406,5.0,35.25,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2011-10-01,398.0,640406,4.0,45.0,,640406,HOTEL 1 NIGHT PRICE,South West
2009-11-01,267.0,640406,11.0,22.0,,640406,HOTEL 1 NIGHT PRICE,Wales
2012-08-01,395.0,640406,12.0,140.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2022-08-01,733.0,640406,3.0,154.0,,640406,HOTEL 1 NIGHT PRICE,South East
2014-05-01,544.0,640406,2.0,173.75,,640406,HOTEL 1 NIGHT PRICE,London
2012-11-01,335.0,640406,12.0,69.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2006-05-01,321.0,640406,6.0,85.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2007-02-01,506.0,640406,7.0,40.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2022-09-01,664.0,640406,2.0,100.0,,640406,HOTEL 1 NIGHT PRICE,London
2010-08-01,5291.0,640406,2.0,45.0,,640406,HOTEL 1 NIGHT PRICE,London
2022-07-01,14596.0,640406,9.0,53.099998,,640406,HOTEL 1 NIGHT PRICE,North West
2010-12-01,5271.0,640406,4.0,30.0,,640406,HOTEL 1 NIGHT PRICE,South West
2008-11-01,287.0,640406,7.0,105.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2020-10-01,5035.0,640406,3.0,75.0,,640406,HOTEL 1 NIGHT PRICE,South East
2019-04-01,221.0,640406,7.0,59.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2006-12-01,501.0,640406,3.0,65.0,,640406,HOTEL 1 NIGHT PRICE,South East
2023-01-01,16065.0,640406,5.0,83.989998,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2006-03-01,182.0,640406,6.0,49.5,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2014-12-01,5246.0,640406,2.0,135.0,,640406,HOTEL 1 NIGHT PRICE,London
2008-02-01,510.0,640406,7.0,95.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2006-03-01,534.0,640406,5.0,85.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2010-12-01,216.0,640406,7.0,47.5,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2023-03-01,5297.0,640406,2.0,64.800003,,640406,HOTEL 1 NIGHT PRICE,London
2011-05-01,5012.0,640406,10.0,25.0,,640406,HOTEL 1 NIGHT PRICE,North
2006-10-01,335.0,640406,12.0,50.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2019-11-01,412.0,640406,5.0,61.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2015-01-01,465.0,640406,5.0,88.75,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2008-01-01,372.0,640406,9.0,53.0,,640406,HOTEL 1 NIGHT PRICE,North West
2016-02-01,5074.0,640406,6.0,65.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2016-06-01,393.0,640406,12.0,55.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2024-04-01,167.0,640406,10.0,62.099998,,640406,HOTEL 1 NIGHT PRICE,North
2022-02-01,5246.0,640406,2.0,110.0,,640406,HOTEL 1 NIGHT PRICE,London
2019-07-01,16122.0,640406,5.0,83.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2015-12-01,5039.0,640406,8.0,89.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2014-04-01,673.0,640406,3.0,83.0,,640406,HOTEL 1 NIGHT PRICE,South East
2008-11-01,664.0,640406,2.0,35.0,,640406,HOTEL 1 NIGHT PRICE,London
2022-02-01,5106.0,640406,9.0,106.5,,640406,HOTEL 1 NIGHT PRICE,North West
2022-01-01,14828.0,640406,3.0,70.0,,640406,HOTEL 1 NIGHT PRICE,South East
2010-05-01,510.0,640406,7.0,85.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2005-08-01,507.0,640406,3.0,100.0,,640406,HOTEL 1 NIGHT PRICE,South East
2006-05-01,503.0,640406,8.0,111.5,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2017-01-01,5043.0,640406,5.0,75.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2011-01-01,323.0,640406,5.0,65.0,Q,640406,HOTEL 1 NIGHT PRICE,East Anglia
2014-01-01,5257.0,640406,3.0,60.0,,640406,HOTEL 1 NIGHT PRICE,South East
2013-11-01,5061.0,640406,6.0,120.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2018-09-01,255.0,640406,6.0,71.5,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2018-10-01,296.0,640406,5.0,30.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2016-02-01,5323.0,640406,12.0,60.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2014-11-01,5118.0,640406,3.0,85.0,,640406,HOTEL 1 NIGHT PRICE,South East
2009-07-01,510.0,640406,9.0,64.5,,640406,HOTEL 1 NIGHT PRICE,North West
2010-12-01,393.0,640406,12.0,45.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2009-10-01,502.0,640406,7.0,89.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2006-04-01,517.0,640406,2.0,89.0,,640406,HOTEL 1 NIGHT PRICE,London
2008-06-01,544.0,640406,2.0,45.0,,640406,HOTEL 1 NIGHT PRICE,London
2018-04-01,224.0,640406,6.0,50.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2005-02-01,171.0,640406,11.0,65.0,,640406,HOTEL 1 NIGHT PRICE,Wales
2017-05-01,675.0,640406,9.0,84.0,,640406,HOTEL 1 NIGHT PRICE,North West
2009-10-01,522.0,640406,2.0,65.0,S,640406,HOTEL 1 NIGHT PRICE,London
2007-12-01,393.0,640406,12.0,45.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2023-06-01,191.0,640406,7.0,95.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2009-08-01,503.0,640406,3.0,71.5,Q,640406,HOTEL 1 NIGHT PRICE,South East
2010-06-01,373.0,640406,9.0,95.0,,640406,HOTEL 1 NIGHT PRICE,North West
2007-01-01,441.0,640406,4.0,35.0,S,640406,HOTEL 1 NIGHT PRICE,South West
2011-04-01,5247.0,640406,2.0,130.8,,640406,HOTEL 1 NIGHT PRICE,London
2010-08-01,243.0,640406,9.0,50.0,,640406,HOTEL 1 NIGHT PRICE,North West
2018-05-01,356.0,640406,9.0,65.0,,640406,HOTEL 1 NIGHT PRICE,North West
2010-01-01,243.0,640406,9.0,50.0,,640406,HOTEL 1 NIGHT PRICE,North West
2017-12-01,268.0,640406,11.0,62.0,,640406,HOTEL 1 NIGHT PRICE,Wales
2007-07-01,211.0,640406,8.0,40.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2022-08-01,308.0,640406,12.0,90.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2009-02-01,282.0,640406,5.0,27.5,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2006-09-01,335.0,640406,12.0,50.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2021-09-01,400.0,640406,7.0,220.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2022-03-01,14601.0,640406,8.0,82.949997,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2017-10-01,5120.0,640406,3.0,102.0,,640406,HOTEL 1 NIGHT PRICE,South East
2008-02-01,465.0,640406,5.0,62.5,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2019-12-01,15609.0,640406,2.0,80.0,,640406,HOTEL 1 NIGHT PRICE,London
2007-05-01,357.0,640406,5.0,45.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2012-03-01,340.0,640406,12.0,50.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2010-07-01,374.0,640406,9.0,25.0,,640406,HOTEL 1 NIGHT PRICE,North West
2012-04-01,400.0,640406,7.0,105.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2010-11-01,5247.0,640406,2.0,126.32,,640406,HOTEL 1 NIGHT PRICE,London
2022-10-01,15452.0,640406,5.0,139.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2010-11-01,221.0,640406,7.0,79.5,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2009-12-01,510.0,640406,9.0,90.0,,640406,HOTEL 1 NIGHT PRICE,North West
2005-11-01,510.0,640406,7.0,75.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2023-07-01,161.0,640406,4.0,109.0,,640406,HOTEL 1 NIGHT PRICE,South West
2008-12-01,519.0,640406,2.0,70.0,,640406,HOTEL 1 NIGHT PRICE,London
2023-09-01,373.0,640406,9.0,119.58,,640406,HOTEL 1 NIGHT PRICE,North West
2014-08-01,224.0,640406,6.0,40.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2005-11-01,191.0,640406,7.0,75.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2010-07-01,5117.0,640406,10.0,69.0,,640406,HOTEL 1 NIGHT PRICE,North
2005-12-01,181.0,640406,10.0,109.95,,640406,HOTEL 1 NIGHT PRICE,North
2012-11-01,308.0,640406,12.0,45.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2019-07-01,5224.0,640406,2.0,204.0,,640406,HOTEL 1 NIGHT PRICE,London
2010-01-01,322.0,640406,6.0,45.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2019-06-01,5046.0,640406,3.0,123.0,,640406,HOTEL 1 NIGHT PRICE,South East
2014-06-01,378.0,640406,7.0,128.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2019-10-01,517.0,640406,2.0,70.0,,640406,HOTEL 1 NIGHT PRICE,London
2019-02-01,5003.0,640406,8.0,39.25,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2013-10-01,307.0,640406,12.0,99.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2013-08-01,519.0,640406,2.0,85.0,P,640406,HOTEL 1 NIGHT PRICE,London
2007-12-01,502.0,640406,9.0,40.0,,640406,HOTEL 1 NIGHT PRICE,North West
2019-08-01,729.0,640406,3.0,115.0,,640406,HOTEL 1 NIGHT PRICE,South East
2021-08-01,16109.0,640406,9.0,91.0,,640406,HOTEL 1 NIGHT PRICE,North West
2007-10-01,728.0,640406,3.0,92.830002,,640406,HOTEL 1 NIGHT PRICE,South East
2006-03-01,526.0,640406,4.0,100.0,,640406,HOTEL 1 NIGHT PRICE,South West
2006-12-01,503.0,640406,7.0,45.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2005-06-01,255.0,640406,6.0,50.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2019-05-01,221.0,640406,7.0,114.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2017-01-01,191.0,640406,7.0,84.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2006-06-01,346.0,640406,6.0,59.950001,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2006-08-01,728.0,640406,3.0,88.129997,Q,640406,HOTEL 1 NIGHT PRICE,South East
2008-12-01,395.0,640406,12.0,155.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2010-08-01,5120.0,640406,7.0,65.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2017-08-01,268.0,640406,11.0,66.0,,640406,HOTEL 1 NIGHT PRICE,Wales
2015-06-01,5120.0,640406,3.0,110.0,,640406,HOTEL 1 NIGHT PRICE,South East
2006-12-01,394.0,640406,12.0,30.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2012-01-01,356.0,640406,9.0,65.0,,640406,HOTEL 1 NIGHT PRICE,North West
2023-10-01,18026.0,640406,5.0,106.38,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2006-06-01,522.0,640406,2.0,67.5,,640406,HOTEL 1 NIGHT PRICE,London
2008-12-01,500.0,640406,3.0,125.0,,640406,HOTEL 1 NIGHT PRICE,South East
2008-09-01,525.0,640406,3.0,50.0,,640406,HOTEL 1 NIGHT PRICE,South East
2008-01-01,508.0,640406,3.0,63.5,,640406,HOTEL 1 NIGHT PRICE,South East
2006-03-01,500.0,640406,9.0,120.0,Q,640406,HOTEL 1 NIGHT PRICE,North West
2007-06-01,673.0,640406,3.0,64.0,,640406,HOTEL 1 NIGHT PRICE,South East
2018-07-01,5043.0,640406,5.0,75.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2009-01-01,397.0,640406,8.0,25.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2008-10-01,167.0,640406,10.0,69.5,,640406,HOTEL 1 NIGHT PRICE,North
2017-02-01,161.0,640406,4.0,89.0,,640406,HOTEL 1 NIGHT PRICE,South West
2010-11-01,673.0,640406,9.0,60.0,,640406,HOTEL 1 NIGHT PRICE,North West
2020-01-01,5295.0,640406,2.0,88.0,,640406,HOTEL 1 NIGHT PRICE,London
2006-05-01,161.0,640406,4.0,100.0,,640406,HOTEL 1 NIGHT PRICE,South West
2016-02-01,5061.0,640406,6.0,145.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2017-03-01,161.0,640406,4.0,59.0,,640406,HOTEL 1 NIGHT PRICE,South West
2013-08-01,5101.0,640406,10.0,42.5,,640406,HOTEL 1 NIGHT PRICE,North
2007-08-01,322.0,640406,6.0,45.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2017-03-01,5084.0,640406,3.0,89.989998,,640406,HOTEL 1 NIGHT PRICE,South East
2023-07-01,16599.0,640406,3.0,50.0,,640406,HOTEL 1 NIGHT PRICE,South East
2010-07-01,673.0,640406,9.0,60.0,,640406,HOTEL 1 NIGHT PRICE,North West
2017-09-01,15449.0,640406,3.0,86.25,,640406,HOTEL 1 NIGHT PRICE,South East
2009-12-01,529.0,640406,2.0,45.0,,640406,HOTEL 1 NIGHT PRICE,London
2011-12-01,673.0,640406,9.0,65.0,,640406,HOTEL 1 NIGHT PRICE,North West
2017-07-01,5112.0,640406,13.0,189.0,,640406,HOTEL 1 NIGHT PRICE,Northern Ireland
2023-04-01,5117.0,640406,10.0,150.0,,640406,HOTEL 1 NIGHT PRICE,North
2024-05-01,18023.0,640406,3.0,181.0,,640406,HOTEL 1 NIGHT PRICE,South East
2017-02-01,5099.0,640406,11.0,115.0,,640406,HOTEL 1 NIGHT PRICE,Wales
2012-10-01,5105.0,640406,13.0,65.0,,640406,HOTEL 1 NIGHT PRICE,Northern Ireland
2009-01-01,326.0,640406,4.0,40.0,,640406,HOTEL 1 NIGHT PRICE,South West
2019-02-01,218.0,640406,5.0,107.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2012-09-01,5026.0,640406,7.0,89.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2014-09-01,5050.0,640406,3.0,94.5,,640406,HOTEL 1 NIGHT PRICE,South East
2012-03-01,5120.0,640406,3.0,69.0,,640406,HOTEL 1 NIGHT PRICE,South East
2007-03-01,394.0,640406,12.0,42.5,,640406,HOTEL 1 NIGHT PRICE,Scotland
2017-10-01,14804.0,640406,5.0,90.489998,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2014-07-01,510.0,640406,7.0,87.5,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2011-05-01,5297.0,640406,2.0,60.950001,,640406,HOTEL 1 NIGHT PRICE,London
2018-12-01,5028.0,640406,8.0,60.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2010-06-01,394.0,640406,12.0,45.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2007-02-01,516.0,640406,2.0,50.0,,640406,HOTEL 1 NIGHT PRICE,London
2009-02-01,513.0,640406,9.0,49.5,,640406,HOTEL 1 NIGHT PRICE,North West
2008-09-01,294.0,640406,5.0,45.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2013-05-01,5180.0,640406,12.0,60.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2017-12-01,673.0,640406,9.0,88.0,,640406,HOTEL 1 NIGHT PRICE,North West
2014-08-01,167.0,640406,10.0,71.5,,640406,HOTEL 1 NIGHT PRICE,North
2019-09-01,5118.0,640406,3.0,105.0,,640406,HOTEL 1 NIGHT PRICE,South East
2013-12-01,5042.0,640406,8.0,65.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2014-08-01,326.0,640406,4.0,80.0,,640406,HOTEL 1 NIGHT PRICE,South West
2019-01-01,5050.0,640406,2.0,580.0,,640406,HOTEL 1 NIGHT PRICE,London
2018-05-01,542.0,640406,2.0,155.0,,640406,HOTEL 1 NIGHT PRICE,London
2023-03-01,18020.0,640406,6.0,82.5,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2012-04-01,731.0,640406,3.0,85.0,,640406,HOTEL 1 NIGHT PRICE,South East
2022-04-01,16123.0,640406,12.0,60.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2011-06-01,5050.0,640406,5.0,27.5,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2023-10-01,16387.0,640406,4.0,78.0,,640406,HOTEL 1 NIGHT PRICE,South West
2006-12-01,526.0,640406,4.0,35.0,,640406,HOTEL 1 NIGHT PRICE,South West
2020-02-01,15689.0,640406,13.0,100.0,,640406,HOTEL 1 NIGHT PRICE,Northern Ireland
2013-11-01,519.0,640406,2.0,65.0,,640406,HOTEL 1 NIGHT PRICE,London
2014-02-01,394.0,640406,12.0,42.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2009-05-01,500.0,640406,9.0,52.0,,640406,HOTEL 1 NIGHT PRICE,North West
2015-02-01,400.0,640406,7.0,117.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2017-12-01,517.0,640406,2.0,78.0,,640406,HOTEL 1 NIGHT PRICE,London
2024-07-01,15450.0,640406,2.0,379.0,,640406,HOTEL 1 NIGHT PRICE,London
2011-01-01,378.0,640406,7.0,116.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2011-06-01,5084.0,640406,3.0,83.900002,,640406,HOTEL 1 NIGHT PRICE,South East
2012-11-01,211.0,640406,8.0,38.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2011-02-01,5042.0,640406,8.0,65.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2011-10-01,308.0,640406,12.0,45.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2006-08-01,457.0,640406,9.0,20.0,,640406,HOTEL 1 NIGHT PRICE,North West
2014-05-01,325.0,640406,4.0,35.0,,640406,HOTEL 1 NIGHT PRICE,South West
2006-10-01,506.0,640406,6.0,105.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2009-01-01,529.0,640406,2.0,60.450001,,640406,HOTEL 1 NIGHT PRICE,London
2005-08-01,466.0,640406,5.0,48.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2012-09-01,5028.0,640406,8.0,35.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2008-08-01,503.0,640406,8.0,60.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2013-09-01,287.0,640406,7.0,116.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2012-08-01,321.0,640406,6.0,45.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2011-05-01,5073.0,640406,3.0,79.0,,640406,HOTEL 1 NIGHT PRICE,South East
2014-07-01,5042.0,640406,8.0,65.0,,640406,HOTEL 1 NIGHT PRICE,Yorkshire & Humber
2009-03-01,510.0,640406,9.0,64.349998,,640406,HOTEL 1 NIGHT PRICE,North West
2006-03-01,506.0,640406,6.0,100.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2017-03-01,5120.0,640406,7.0,120.99,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2022-07-01,5084.0,640406,3.0,135.5,,640406,HOTEL 1 NIGHT PRICE,South East
2010-12-01,5289.0,640406,2.0,288.13,,640406,HOTEL 1 NIGHT PRICE,London
2009-11-01,512.0,640406,11.0,60.0,,640406,HOTEL 1 NIGHT PRICE,Wales
2005-10-01,287.0,640406,7.0,85.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2024-09-01,14596.0,640406,9.0,60.0,,640406,HOTEL 1 NIGHT PRICE,North West
2017-09-01,398.0,640406,4.0,55.0,,640406,HOTEL 1 NIGHT PRICE,South West
2009-01-01,379.0,640406,7.0,45.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2019-09-01,16122.0,640406,5.0,83.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2010-10-01,5031.0,640406,6.0,65.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2007-02-01,355.0,640406,9.0,45.0,,640406,HOTEL 1 NIGHT PRICE,North West
2005-09-01,326.0,640406,4.0,57.5,,640406,HOTEL 1 NIGHT PRICE,South West
2012-06-01,5262.0,640406,4.0,191.0,,640406,HOTEL 1 NIGHT PRICE,South West
2009-05-01,378.0,640406,7.0,90.0,Q,640406,HOTEL 1 NIGHT PRICE,West Midlands
2010-03-01,333.0,640406,12.0,39.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2007-09-01,220.0,640406,10.0,40.0,,640406,HOTEL 1 NIGHT PRICE,North
2005-12-01,167.0,640406,10.0,69.5,,640406,HOTEL 1 NIGHT PRICE,North
2013-11-01,5043.0,640406,5.0,70.0,,640406,HOTEL 1 NIGHT PRICE,East Anglia
2012-06-01,378.0,640406,7.0,119.0,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2017-04-01,167.0,640406,10.0,49.5,S,640406,HOTEL 1 NIGHT PRICE,North
2008-08-01,333.0,640406,12.0,45.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2006-02-01,216.0,640406,7.0,43.450001,,640406,HOTEL 1 NIGHT PRICE,West Midlands
2006-08-01,729.0,640406,3.0,155.0,Q,640406,HOTEL 1 NIGHT PRICE,South East
2019-12-01,5101.0,640406,10.0,45.0,,640406,HOTEL 1 NIGHT PRICE,North
2012-04-01,542.0,640406,2.0,50.0,,640406,HOTEL 1 NIGHT PRICE,London
2008-12-01,529.0,640406,2.0,90.0,,640406,HOTEL 1 NIGHT PRICE,London
2016-05-01,5012.0,640406,10.0,40.0,,640406,HOTEL 1 NIGHT PRICE,North
2009-07-01,654.0,640406,2.0,241.5,,640406,HOTEL 1 NIGHT PRICE,London
2022-04-01,18029.0,640406,4.0,74.809998,,640406,HOTEL 1 NIGHT PRICE,South West
2019-11-01,5031.0,640406,6.0,120.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2014-12-01,5289.0,640406,2.0,272.0,,640406,HOTEL 1 NIGHT PRICE,London
2011-07-01,733.0,640406,3.0,109.0,,640406,HOTEL 1 NIGHT PRICE,South East
2011-02-01,5061.0,640406,6.0,120.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
2012-09-01,395.0,640406,12.0,160.0,,640406,HOTEL 1 NIGHT PRICE,Scotland
2016-09-01,14595.0,640406,6.0,155.0,,640406,HOTEL 1 NIGHT PRICE,East Midlands
