series,date,share,label
Chinese Renminbi,2016-10-01,0.010783920467235248,Chinese Renminbi
Japanese Yen,2016-10-01,0.03953005709355554,Other
Pounds Sterling,2016-10-01,0.04346218267615475,Other
Australian Dollars,2016-10-01,0.016904966150339422,Other
Canadian Dollars,2016-10-01,0.019380702284024536,Other
Swiss Francs,2016-10-01,0.0016268281286842831,Other
U.S. Dollars,2017-01-01,0.6468964749658087,US Dollar
Euro,2017-01-01,0.19285195454881118,Other
Chinese Renminbi,2017-01-01,0.010803838571924376,Chinese Renminbi
Japanese Yen,2017-01-01,0.045251405306887434,Other
Pounds Sterling,2017-01-01,0.04278661067433285,Other
Australian Dollars,2017-01-01,0.017694856054022358,Other
Canadian Dollars,2017-01-01,0.018964129410813848,Other
Swiss Francs,2017-01-01,0.001636330332063524,Other
U.S. Dollars,2017-04-01,0.6384416393083163,US Dollar
Euro,2017-04-01,0.19958779213287428,Other
Chinese Renminbi,2017-04-01,0.01080369333765135,Chinese Renminbi
Japanese Yen,2017-04-01,0.0461978829231892,Other
Pounds Sterling,2017-04-01,0.04424093932749991,Other
Australian Dollars,2017-04-01,0.017535668489584936,Other
Canadian Dollars,2017-04-01,0.019314481848882674,Other
Swiss Francs,2017-04-01,0.0016854448727901992,Other
U.S. Dollars,2017-07-01,0.6353429540619477,US Dollar
Euro,2017-07-01,0.20067362688307722,Other
Chinese Renminbi,2017-07-01,0.011217525717422589,Chinese Renminbi
Japanese Yen,2017-07-01,0.04515129043866934,Other
Pounds Sterling,2017-07-01,0.04500788300887927,Other
Australian Dollars,2017-07-01,0.017761239007193997,Other
Canadian Dollars,2017-07-01,0.020005464310477433,Other
Swiss Francs,2017-07-01,0.0016641565876612334,Other
U.S. Dollars,2017-10-01,0.62726993165501,US Dollar
Euro,2017-10-01,0.20168187265987172,Other
Chinese Renminbi,2017-10-01,0.012331697112492317,Chinese Renminbi
Japanese Yen,2017-10-01,0.04896863992386828,Other
Pounds Sterling,2017-10-01,0.04542132141785477,Other
Australian Dollars,2017-10-01,0.01802655853803503,Other
Canadian Dollars,2017-10-01,0.020254085140323574,Other
Swiss Francs,2017-10-01,0.0017581456877497647,Other
U.S. Dollars,2018-01-01,0.6279432484078007,US Dollar
Euro,2018-01-01,0.20364787056954492,Other
Chinese Renminbi,2018-01-01,0.01400770806334302,Chinese Renminbi
Japanese Yen,2018-01-01,0.046353998903758374,Other
Pounds Sterling,2018-01-01,0.046196513965127736,Other
Australian Dollars,2018-01-01,0.017062997402588806,Other
Canadian Dollars,2018-01-01,0.018587657084327296,Other
Swiss Francs,2018-01-01,0.0016785909089826407,Other
U.S. Dollars,2018-04-01,0.6240832693644688,US Dollar
Euro,2018-04-01,0.20262167704647088,Other
Chinese Renminbi,2018-04-01,0.018339965386164146,Chinese Renminbi
Japanese Yen,2018-04-01,0.04860587197595654,Other
Pounds Sterling,2018-04-01,0.0447693621052236,Other
Australian Dollars,2018-04-01,0.017038469913628975,Other
Canadian Dollars,2018-04-01,0.019050246900695338,Other
Swiss Francs,2018-04-01,0.0015909137793163907,Other
U.S. Dollars,2018-07-01,0.6195265421320236,US Dollar
Euro,2018-07-01,0.20479441301905052,Other
Chinese Renminbi,2018-07-01,0.01799471697845956,Chinese Renminbi
Japanese Yen,2018-07-01,0.04968064441475175,Other
Pounds Sterling,2018-07-01,0.04497257714123463,Other
Australian Dollars,2018-07-01,0.016916360476019982,Other
Canadian Dollars,2018-07-01,0.019497734860727187,Other
Swiss Francs,2018-07-01,0.001558451736990504,Other
U.S. Dollars,2018-10-01,0.6176146453605904,US Dollar
Euro,2018-10-01,0.20674361523949694,Other
Chinese Renminbi,2018-10-01,0.018933509686155904,Chinese Renminbi
Japanese Yen,2018-10-01,0.05192001082900585,Other
Pounds Sterling,2018-10-01,0.04427241279173686,Other
Australian Dollars,2018-10-01,0.016265096538067656,Other
Canadian Dollars,2018-10-01,0.018386373005957746,Other
Swiss Francs,2018-10-01,0.0013781538722865555,Other
U.S. Dollars,2019-01-01,0.6178643129337961,US Dollar
Euro,2019-01-01,0.20280861088068788,Other
Chinese Renminbi,2019-01-01,0.01948784248806102,Chinese Renminbi
Japanese Yen,2019-01-01,0.05306506329401835,Other
Pounds Sterling,2019-01-01,0.045533177351596926,Other
Australian Dollars,2019-01-01,0.01675171095802598,Other
Canadian Dollars,2019-01-01,0.019155532469549277,Other
Swiss Francs,2019-01-01,0.0013546738648184335,Other
U.S. Dollars,2019-04-01,0.6130997379306254,US Dollar
Euro,2019-04-01,0.20560253363715314,Other
Chinese Renminbi,2019-04-01,0.019315656986269546,Chinese Renminbi
Japanese Yen,2019-04-01,0.05505411128940061,Other
Pounds Sterling,2019-04-01,0.045172368138537165,Other
Australian Dollars,2019-04-01,0.016994116163907485,Other
Canadian Dollars,2019-04-01,0.019048109946154728,Other
Swiss Francs,2019-04-01,0.001363241712135538,Other
U.S. Dollars,2019-07-01,0.6161399046440964,US Dollar
Euro,2019-07-01,0.20260238710964765,Other
Chinese Renminbi,2019-07-01,0.019576681850333715,Chinese Renminbi
Japanese Yen,2019-07-01,0.055730233106843746,Other
Pounds Sterling,2019-07-01,0.04508692471737911,Other
Australian Dollars,2019-07-01,0.01675360507888111,Other
Canadian Dollars,2019-07-01,0.01880902772398694,Other
Swiss Francs,2019-07-01,0.0014361579337785135,Other
U.S. Dollars,2019-10-01,0.6074771626223292,US Dollar
Euro,2019-10-01,0.20588446835182522,Other
Chinese Renminbi,2019-10-01,0.019370453587069226,Chinese Renminbi
Japanese Yen,2019-10-01,0.058687635583353,Other
Pounds Sterling,2019-10-01,0.04638180826288825,Other
Australian Dollars,2019-10-01,0.016969776930971542,Other
Canadian Dollars,2019-10-01,0.018605251287367702,Other
Swiss Francs,2019-10-01,0.001496123196328156,Other
U.S. Dollars,2020-01-01,0.6185315987486047,US Dollar
Euro,2020-01-01,0.20075737548031367,Other
Chinese Renminbi,2020-01-01,0.020129811945551693,Chinese Renminbi
Japanese Yen,2020-01-01,0.05887021720601424,Other
Pounds Sterling,2020-01-01,0.04440571640726505,Other
Australian Dollars,2020-01-01,0.015532114085183442,Other
Canadian Dollars,2020-01-01,0.0178399401321059,Other
Swiss Francs,2020-01-01,0.0014242897713390584,Other
U.S. Dollars,2020-04-01,0.6130831474745175,US Dollar
Euro,2020-04-01,0.20185316331001546,Other
Chinese Renminbi,2020-04-01,0.0207568123558117,Chinese Renminbi
Japanese Yen,2020-04-01,0.057177747723913964,Other
Pounds Sterling,2020-04-01,0.044800316682386834,Other
Australian Dollars,2020-04-01,0.016906952547475314,Other
Canadian Dollars,2020-04-01,0.019139209966104968,Other
Swiss Francs,2020-04-01,0.001529567368615897,Other
U.S. Dollars,2020-07-01,0.6045108851620293,US Dollar
Euro,2020-07-01,0.20591559064302312,Other
Chinese Renminbi,2020-07-01,0.02159368251738025,Chinese Renminbi
Japanese Yen,2020-07-01,0.05831056678515771,Other
Pounds Sterling,2020-07-01,0.04569660040317705,Other
Australian Dollars,2020-07-01,0.0174103302746834,Other
Canadian Dollars,2020-07-01,0.020167622020961597,Other
Swiss Francs,2020-07-01,0.001684307624966587,Other
U.S. Dollars,2020-10-01,0.5892287737426223,US Dollar
Euro,2020-10-01,0.21294045066124612,Other
Chinese Renminbi,2020-10-01,0.022892133135219782,Chinese Renminbi
Japanese Yen,2020-10-01,0.06029354268336571,Other
Pounds Sterling,2020-10-01,0.04731696135016203,Other
Australian Dollars,2020-10-01,0.018279086023145978,Other
Canadian Dollars,2020-10-01,0.020782082437889534,Other
Swiss Francs,2020-10-01,0.0017479454731959287,Other
U.S. Dollars,2021-01-01,0.5943227103953135,US Dollar
Euro,2021-01-01,0.2050011162112542,Other
Chinese Renminbi,2021-01-01,0.02500441383742362,Chinese Renminbi
Japanese Yen,2021-01-01,0.05850448112743438,Other
Pounds Sterling,2021-01-01,0.047250699243231165,Other
Australian Dollars,2021-01-01,0.018318725221885785,Other
Canadian Dollars,2021-01-01,0.021312317894402216,Other
Swiss Francs,2021-01-01,0.0016575062985470543,Other
U.S. Dollars,2021-04-01,0.5918423939511444,US Dollar
Euro,2021-04-01,0.2058288945092496,Other
Chinese Renminbi,2021-04-01,0.026352447574943212,Chinese Renminbi
Japanese Yen,2021-04-01,0.05626839531268903,Other
Pounds Sterling,2021-04-01,0.046952145806221195,Other
Australian Dollars,2021-04-01,0.018285534458159537,Other
Canadian Dollars,2021-04-01,0.022601819274335598,Other
Swiss Francs,2021-04-01,0.0019362145019085444,Other
U.S. Dollars,2021-07-01,0.5924984609760318,US Dollar
Euro,2021-07-01,0.20523545516803132,Other
Chinese Renminbi,2021-07-01,0.02683854698757975,Chinese Renminbi
Japanese Yen,2021-07-01,0.05678065800526321,Other
Pounds Sterling,2021-07-01,0.04666551980615656,Other
Australian Dollars,2021-07-01,0.01789759629944027,Other
Canadian Dollars,2021-07-01,0.022076848575442988,Other
Swiss Francs,2021-07-01,0.001985587142781422,Other
U.S. Dollars,2021-10-01,0.5879866187948027,US Dollar
Euro,2021-10-01,0.20592717207298272,Other
Chinese Renminbi,2021-10-01,0.02798929266864334,Chinese Renminbi
Japanese Yen,2021-10-01,0.05519709732738865,Other
Pounds Sterling,2021-10-01,0.04808306568453562,Other
Australian Dollars,2021-10-01,0.018367505263582794,Other
Canadian Dollars,2021-10-01,0.023812580295294608,Other
Swiss Francs,2021-10-01,0.0017252650069274989,Other
U.S. Dollars,2022-01-01,0.5896898594933659,US Dollar
Euro,2022-01-01,0.19960692005404776,Other
Chinese Renminbi,2022-01-01,0.02838856211855968,Chinese Renminbi
Japanese Yen,2022-01-01,0.05407474048387096,Other
Pounds Sterling,2022-01-01,0.04872017856375571,Other
Australian Dollars,2022-01-01,0.019050604254692256,Other
Canadian Dollars,2022-01-01,0.024645966538261403,Other
Swiss Francs,2022-01-01,0.0025309664146695846,Other
U.S. Dollars,2022-04-01,0.5973919568478195,US Dollar
Euro,2022-04-01,0.1963996051494606,Other
Chinese Renminbi,2022-04-01,0.027764910614724782,Chinese Renminbi
Japanese Yen,2022-04-01,0.05177684401735133,Other
Pounds Sterling,2022-04-01,0.04825742638625732,Other
Australian Dollars,2022-04-01,0.018802055495479413,Other
Canadian Dollars,2022-04-01,0.02488283136479084,Other
Swiss Francs,2022-04-01,0.002475700776393872,Other
U.S. Dollars,2022-07-01,0.6010061735406654,US Dollar
Euro,2022-07-01,0.19485521981214307,Other
Chinese Renminbi,2022-07-01,0.02634376594468965,Chinese Renminbi
Japanese Yen,2022-07-01,0.052671975762604496,Other
Pounds Sterling,2022-07-01,0.045632395464576134,Other
Australian Dollars,2022-07-01,0.019149683634672815,Other
Canadian Dollars,2022-07-01,0.02448978449570541,Other
Swiss Francs,2022-07-01,0.0023094708952540073,Other
U.S. Dollars,2022-10-01,0.5851632561395793,US Dollar
Euro,2022-10-01,0.20371274848718396,Other
Chinese Renminbi,2022-10-01,0.026124988445811622,Chinese Renminbi
Japanese Yen,2022-10-01,0.05541937962368624,Other
Pounds Sterling,2022-10-01,0.04899592328460285,Other
Australian Dollars,2022-10-01,0.01966329732302542,Other
Canadian Dollars,2022-10-01,0.023877646220168313,Other
Swiss Francs,2022-10-01,0.002283492996262334,Other
U.S. Dollars,2023-01-01,0.5946175333228537,US Dollar
Euro,2023-01-01,0.19576670180317168,Other
Chinese Renminbi,2023-01-01,0.025801420141526674,Chinese Renminbi
Japanese Yen,2023-01-01,0.05456456170300956,Other
Pounds Sterling,2023-01-01,0.04758527175282642,Other
Australian Dollars,2023-01-01,0.019873128414090925,Other
Canadian Dollars,2023-01-01,0.024359048299663306,Other
Swiss Francs,2023-01-01,0.002525518739249334,Other
U.S. Dollars,2023-04-01,0.5941538598568691,US Dollar
Euro,2023-04-01,0.19724427312859766,Other
Chinese Renminbi,2023-04-01,0.024461174534008253,Chinese Renminbi
Japanese Yen,2023-04-01,0.05370156365716681,Other
Pounds Sterling,2023-04-01,0.047657059967618036,Other
Australian Dollars,2023-04-01,0.019657738508590254,Other
Canadian Dollars,2023-04-01,0.02501761982109939,Other
Swiss Francs,2023-04-01,0.0018937165955493968,Other
U.S. Dollars,2023-07-01,0.5918187703716343,US Dollar
Euro,2023-07-01,0.19557132886981632,Other
Chinese Renminbi,2023-07-01,0.023741216216248077,Chinese Renminbi
Japanese Yen,2023-07-01,0.05477729909794802,Other
Pounds Sterling,2023-07-01,0.04809269869078204,Other
Australian Dollars,2023-07-01,0.02027257372057475,Other
Canadian Dollars,2023-07-01,0.0250881915401721,Other
Swiss Francs,2023-07-01,0.0018031949162502841,Other
U.S. Dollars,2023-10-01,0.5841691684065585,US Dollar
Euro,2023-10-01,0.19945322308306632,Other
Chinese Renminbi,2023-10-01,0.022891045527277956,Chinese Renminbi
Japanese Yen,2023-10-01,0.05690022925276141,Other
Pounds Sterling,2023-10-01,0.04864509718565224,Other
Australian Dollars,2023-10-01,0.02143846781031727,Other
Canadian Dollars,2023-10-01,0.025885849670369554,Other
Swiss Francs,2023-10-01,0.0019441318450003802,Other
U.S. Dollars,2024-01-01,0.5893701669114981,US Dollar
Euro,2024-01-01,0.19596430154849767,Other
Chinese Renminbi,2024-01-01,0.021490234768496194,Chinese Renminbi
Japanese Yen,2024-01-01,0.05696414408632115,Other
Pounds Sterling,2024-01-01,0.04892208707027538,Other
Australian Dollars,2024-01-01,0.02161118221538882,Other
Canadian Dollars,2024-01-01,0.025719016563194964,Other
Swiss Francs,2024-01-01,0.001906767207627949,Other
U.S. Dollars,2024-04-01,0.5824213082873371,US Dollar
Euro,2024-04-01,0.19751012791821423,Other
Chinese Renminbi,2024-04-01,0.021378538407423108,Chinese Renminbi
Japanese Yen,2024-04-01,0.055952038681814135,Other
Pounds Sterling,2024-04-01,0.04935376088630489,Other
Australian Dollars,2024-04-01,0.022372770679131702,Other
Canadian Dollars,2024-04-01,0.026769392570890595,Other
Swiss Francs,2024-04-01,0.0019562682120800377,Other
U.S. Dollars,2024-07-01,0.5739114285388704,US Dollar
Euro,2024-07-01,0.20016466152251716,Other
Chinese Renminbi,2024-07-01,0.021714864496335872,Chinese Renminbi
Japanese Yen,2024-07-01,0.05819352110896024,Other
Pounds Sterling,2024-07-01,0.04969309898596517,Other
Australian Dollars,2024-07-01,0.022689871964205202,Other
Canadian Dollars,2024-07-01,0.027394573039961387,Other
Swiss Francs,2024-07-01,0.001673711652452413,Other
