region,date,percentile,price,band,region_name
2.0,2005-02-01,0.1,35.4,0-10,London
2.0,2005-02-01,0.2,39.2,10-20,London
2.0,2005-02-01,0.3,41.8,20-30,London
2.0,2005-02-01,0.4,55.20000000000001,30-40,London
2.0,2005-02-01,0.5,77.950001,40-50,London
2.0,2005-02-01,0.6,88.1600008,50-60,London
2.0,2005-02-01,0.7,101.6,60-70,London
2.0,2005-02-01,0.8,145.40000000000003,70-80,London
2.0,2005-02-01,0.9,218.00000000000003,80-90,London
2.0,2005-03-01,0.1,37.0,0-10,London
2.0,2005-03-01,0.2,40.0,10-20,London
2.0,2005-03-01,0.3,40.0,20-30,London
2.0,2005-03-01,0.4,46.0,30-40,London
2.0,2005-03-01,0.5,58.5,40-50,London
2.0,2005-03-01,0.6,86.900002,50-60,London
2.0,2005-03-01,0.7,98.0,60-70,London
2.0,2005-03-01,0.8,109.0,70-80,London
2.0,2005-03-01,0.9,190.0,80-90,London
2.0,2005-04-01,0.1,37.0,0-10,London
2.0,2005-04-01,0.2,40.0,10-20,London
2.0,2005-04-01,0.3,40.0,20-30,London
2.0,2005-04-01,0.4,45.0,30-40,London
2.0,2005-04-01,0.5,57.5,40-50,London
2.0,2005-04-01,0.6,86.900002,50-60,London
2.0,2005-04-01,0.7,98.0,60-70,London
2.0,2005-04-01,0.8,109.0,70-80,London
2.0,2005-04-01,0.9,190.0,80-90,London
2.0,2005-05-01,0.1,19.1700006,0-10,London
2.0,2005-05-01,0.2,32.2,10-20,London
2.0,2005-05-01,0.3,36.0,20-30,London
2.0,2005-05-01,0.4,40.0,30-40,London
2.0,2005-05-01,0.5,41.0,40-50,London
2.0,2005-05-01,0.6,45.4,50-60,London
2.0,2005-05-01,0.7,53.19999999999999,60-70,London
2.0,2005-05-01,0.8,87.3200016,70-80,London
2.0,2005-05-01,0.9,95.3,80-90,London
2.0,2005-06-01,0.1,37.5,0-10,London
2.0,2005-06-01,0.2,40.0,10-20,London
2.0,2005-06-01,0.3,40.0,20-30,London
2.0,2005-06-01,0.4,45.0,30-40,London
2.0,2005-06-01,0.5,55.5,40-50,London
2.0,2005-06-01,0.6,86.900002,50-60,London
2.0,2005-06-01,0.7,98.0,60-70,London
2.0,2005-06-01,0.8,109.0,70-80,London
2.0,2005-06-01,0.9,148.0,80-90,London
2.0,2005-07-01,0.1,40.0,0-10,London
2.0,2005-07-01,0.2,40.0,10-20,London
2.0,2005-07-01,0.3,40.0,20-30,London
2.0,2005-07-01,0.4,43.0,30-40,London
2.0,2005-07-01,0.5,46.0,40-50,London
2.0,2005-07-01,0.6,73.7600008,50-60,London
2.0,2005-07-01,0.7,88.5800004,60-70,London
2.0,2005-07-01,0.8,114.60000000000004,70-80,London
2.0,2005-07-01,0.9,145.0,80-90,London
2.0,2005-08-01,0.1,37.0,0-10,London
2.0,2005-08-01,0.2,40.0,10-20,London
2.0,2005-08-01,0.3,40.0,20-30,London
2.0,2005-08-01,0.4,43.0,30-40,London
2.0,2005-08-01,0.5,46.0,40-50,London
2.0,2005-08-01,0.6,70.60000000000001,50-60,London
2.0,2005-08-01,0.7,85.3200016,60-70,London
2.0,2005-08-01,0.8,91.00000000000001,70-80,London
2.0,2005-08-01,0.9,103.8,80-90,London
2.0,2005-09-01,0.1,40.0,0-10,London
2.0,2005-09-01,0.2,40.0,10-20,London
2.0,2005-09-01,0.3,40.0,20-30,London
2.0,2005-09-01,0.4,43.0,30-40,London
2.0,2005-09-01,0.5,46.0,40-50,London
2.0,2005-09-01,0.6,74.60000000000001,50-60,London
2.0,2005-09-01,0.7,89.75999759999999,60-70,London
2.0,2005-09-01,0.8,109.4,70-80,London
2.0,2005-09-01,0.9,134.6,80-90,London
2.0,2005-10-01,0.1,32.400000000000006,0-10,London
2.0,2005-10-01,0.2,42.0,10-20,London
2.0,2005-10-01,0.3,48.0,20-30,London
2.0,2005-10-01,0.4,56.00000000000001,30-40,London
2.0,2005-10-01,0.5,65.0,40-50,London
2.0,2005-10-01,0.6,79.39999999999999,50-60,London
2.0,2005-10-01,0.7,96.19999999999997,60-70,London
2.0,2005-10-01,0.8,117.80000000000003,70-80,London
2.0,2005-10-01,0.9,127.0,80-90,London
2.0,2005-11-01,0.1,35.0,0-10,London
2.0,2005-11-01,0.2,38.0,10-20,London
2.0,2005-11-01,0.3,40.0,20-30,London
2.0,2005-11-01,0.4,41.0,30-40,London
2.0,2005-11-01,0.5,47.5,40-50,London
2.0,2005-11-01,0.6,62.0,50-60,London
2.0,2005-11-01,0.7,89.0900002,60-70,London
2.0,2005-11-01,0.8,96.74000120000001,70-80,London
2.0,2005-11-01,0.9,119.60000000000002,80-90,London
2.0,2005-12-01,0.1,28.0,0-10,London
2.0,2005-12-01,0.2,35.0,10-20,London
2.0,2005-12-01,0.3,37.5,20-30,London
2.0,2005-12-01,0.4,40.0,30-40,London
2.0,2005-12-01,0.5,42.5,40-50,London
2.0,2005-12-01,0.6,45.0,50-60,London
2.0,2005-12-01,0.7,55.0,60-70,London
2.0,2005-12-01,0.8,65.0,70-80,London
2.0,2005-12-01,0.9,95.975,80-90,London
2.0,2006-01-01,0.1,35.0,0-10,London
2.0,2006-01-01,0.2,38.0,10-20,London
2.0,2006-01-01,0.3,40.0,20-30,London
2.0,2006-01-01,0.4,45.0,30-40,London
2.0,2006-01-01,0.5,47.5,40-50,London
2.0,2006-01-01,0.6,81.92000159999999,50-60,London
2.0,2006-01-01,0.7,100.0,60-70,London
2.0,2006-01-01,0.8,110.4,70-80,London
2.0,2006-01-01,0.9,143.65000000000003,80-90,London
2.0,2006-02-01,0.1,32.25,0-10,London
2.0,2006-02-01,0.2,32.25,10-20,London
2.0,2006-02-01,0.3,35.625,20-30,London
2.0,2006-02-01,0.4,44.9800004,30-40,London
2.0,2006-02-01,0.5,64.900002,40-50,London
2.0,2006-02-01,0.6,64.900002,50-60,London
2.0,2006-02-01,0.7,80.0,60-70,London
2.0,2006-02-01,0.8,80.0,70-80,London
2.0,2006-02-01,0.9,86.30000000000001,80-90,London
2.0,2006-03-01,0.1,32.25,0-10,London
2.0,2006-03-01,0.2,40.0,10-20,London
2.0,2006-03-01,0.3,45.0,20-30,London
2.0,2006-03-01,0.4,45.0,30-40,London
2.0,2006-03-01,0.5,50.0,40-50,London
2.0,2006-03-01,0.6,64.900002,50-60,London
2.0,2006-03-01,0.7,64.900002,60-70,London
2.0,2006-03-01,0.8,79.900002,70-80,London
2.0,2006-03-01,0.9,109.0,80-90,London
2.0,2006-04-01,0.1,39.5,0-10,London
2.0,2006-04-01,0.2,44.400000000000006,10-20,London
2.0,2006-04-01,0.3,45.0,20-30,London
2.0,2006-04-01,0.4,59.7800004,30-40,London
2.0,2006-04-01,0.5,75.0,40-50,London
2.0,2006-04-01,0.6,79.900002,50-60,London
2.0,2006-04-01,0.7,93.25,60-70,London
2.0,2006-04-01,0.8,142.6660000000001,70-80,London
2.0,2006-04-01,0.9,195.0,80-90,London
2.0,2006-05-01,0.1,40.0,0-10,London
2.0,2006-05-01,0.2,45.0,10-20,London
2.0,2006-05-01,0.3,46.49999999999999,20-30,London
2.0,2006-05-01,0.4,60.0,30-40,London
2.0,2006-05-01,0.5,67.5,40-50,London
2.0,2006-05-01,0.6,79.900002,50-60,London
2.0,2006-05-01,0.7,85.0,60-70,London
2.0,2006-05-01,0.8,106.50000000000001,70-80,London
2.0,2006-05-01,0.9,194.008,80-90,London
2.0,2006-06-01,0.1,33.35,0-10,London
2.0,2006-06-01,0.2,40.0,10-20,London
2.0,2006-06-01,0.3,45.0,20-30,London
2.0,2006-06-01,0.4,60.0,30-40,London
2.0,2006-06-01,0.5,67.5,40-50,London
2.0,2006-06-01,0.6,79.900002,50-60,London
2.0,2006-06-01,0.7,85.0,60-70,London
2.0,2006-06-01,0.8,113.00000000000004,70-80,London
2.0,2006-06-01,0.9,195.0,80-90,London
2.0,2006-08-01,0.1,43.2,0-10,London
2.0,2006-08-01,0.2,45.0,10-20,London
2.0,2006-08-01,0.3,50.0,20-30,London
2.0,2006-08-01,0.4,55.670000600000016,30-40,London
2.0,2006-08-01,0.5,67.5,40-50,London
2.0,2006-08-01,0.6,84.9400012,50-60,London
2.0,2006-08-01,0.7,89.8,60-70,London
2.0,2006-08-01,0.8,112.20000000000005,70-80,London
2.0,2006-08-01,0.9,163.32800000000003,80-90,London
2.0,2006-09-01,0.1,42.3,0-10,London
2.0,2006-09-01,0.2,45.0,10-20,London
2.0,2006-09-01,0.3,46.5,20-30,London
2.0,2006-09-01,0.4,53.780000400000006,30-40,London
2.0,2006-09-01,0.5,60.0,40-50,London
2.0,2006-09-01,0.6,84.9600008,50-60,London
2.0,2006-09-01,0.7,89.7,60-70,London
2.0,2006-09-01,0.8,113.70000000000002,70-80,London
2.0,2006-09-01,0.9,201.18800000000002,80-90,London
2.0,2006-10-01,0.1,42.9,0-10,London
2.0,2006-10-01,0.2,45.0,10-20,London
2.0,2006-10-01,0.3,49.5,20-30,London
2.0,2006-10-01,0.4,59.5600008,30-40,London
2.0,2006-10-01,0.5,76.200001,40-50,London
2.0,2006-10-01,0.6,88.19999999999999,50-60,London
2.0,2006-10-01,0.7,90.25,60-70,London
2.0,2006-10-01,0.8,121.4,70-80,London
2.0,2006-10-01,0.9,201.325,80-90,London
2.0,2006-11-01,0.1,41.8,0-10,London
2.0,2006-11-01,0.2,48.4,10-20,London
2.0,2006-11-01,0.3,56.615000699999996,20-30,London
2.0,2006-11-01,0.4,74.7200016,30-40,London
2.0,2006-11-01,0.5,84.950001,40-50,London
2.0,2006-11-01,0.6,94.99999999999999,50-60,London
2.0,2006-11-01,0.7,112.7,60-70,London
2.0,2006-11-01,0.8,124.2,70-80,London
2.0,2006-11-01,0.9,150.7,80-90,London
2.0,2006-12-01,0.1,41.6,0-10,London
2.0,2006-12-01,0.2,45.0,10-20,London
2.0,2006-12-01,0.3,45.0,20-30,London
2.0,2006-12-01,0.4,51.8900002,30-40,London
2.0,2006-12-01,0.5,60.0,40-50,London
2.0,2006-12-01,0.6,81.42000159999998,50-60,London
2.0,2006-12-01,0.7,89.5,60-70,London
2.0,2006-12-01,0.8,110.60000000000001,70-80,London
2.0,2006-12-01,0.9,140.99999999999997,80-90,London
2.0,2007-01-01,0.1,42.0,0-10,London
2.0,2007-01-01,0.2,45.0,10-20,London
2.0,2007-01-01,0.3,45.0,20-30,London
2.0,2007-01-01,0.4,50.0,30-40,London
2.0,2007-01-01,0.5,60.450001,40-50,London
2.0,2007-01-01,0.6,67.5,50-60,London
2.0,2007-01-01,0.7,86.0,60-70,London
2.0,2007-01-01,0.8,120.0,70-80,London
2.0,2007-01-01,0.9,202.25,80-90,London
2.0,2007-02-01,0.1,41.0,0-10,London
2.0,2007-02-01,0.2,48.0,10-20,London
2.0,2007-02-01,0.3,54.1800004,20-30,London
2.0,2007-02-01,0.4,61.8600008,30-40,London
2.0,2007-02-01,0.5,67.5,40-50,London
2.0,2007-02-01,0.6,73.5,50-60,London
2.0,2007-02-01,0.7,80.9400012,60-70,London
2.0,2007-02-01,0.8,85.3400012,70-80,London
2.0,2007-02-01,0.9,88.60000000000001,80-90,London
2.0,2007-03-01,0.1,35.0,0-10,London
2.0,2007-03-01,0.2,42.0,10-20,London
2.0,2007-03-01,0.3,50.0,20-30,London
2.0,2007-03-01,0.4,60.450001,30-40,London
2.0,2007-03-01,0.5,75.0,40-50,London
2.0,2007-03-01,0.6,79.0,50-60,London
2.0,2007-03-01,0.7,84.900002,60-70,London
2.0,2007-03-01,0.8,120.0,70-80,London
2.0,2007-03-01,0.9,199.75,80-90,London
2.0,2007-04-01,0.1,40.8,0-10,London
2.0,2007-04-01,0.2,44.4,10-20,London
2.0,2007-04-01,0.3,45.0,20-30,London
2.0,2007-04-01,0.4,45.0,30-40,London
2.0,2007-04-01,0.5,50.0,40-50,London
2.0,2007-04-01,0.6,61.10000000000001,50-60,London
2.0,2007-04-01,0.7,73.89999999999999,60-70,London
2.0,2007-04-01,0.8,85.9200016,70-80,London
2.0,2007-04-01,0.9,155.84999999999997,80-90,London
2.0,2007-05-01,0.1,41.6,0-10,London
2.0,2007-05-01,0.2,45.0,10-20,London
2.0,2007-05-01,0.3,45.0,20-30,London
2.0,2007-05-01,0.4,46.0,30-40,London
2.0,2007-05-01,0.5,60.450001,40-50,London
2.0,2007-05-01,0.6,73.89999999999999,50-60,London
2.0,2007-05-01,0.7,84.9600008,60-70,London
2.0,2007-05-01,0.8,107.4,70-80,London
2.0,2007-05-01,0.9,208.59999999999997,80-90,London
2.0,2007-06-01,0.1,46.0,0-10,London
2.0,2007-06-01,0.2,54.180000400000004,10-20,London
2.0,2007-06-01,0.3,65.8800004,20-30,London
2.0,2007-06-01,0.4,73.9,30-40,London
2.0,2007-06-01,0.5,84.900002,40-50,London
2.0,2007-06-01,0.6,99.2,50-60,London
2.0,2007-06-01,0.7,140.79999999999984,60-70,London
2.0,2007-06-01,0.8,206.79400600000002,70-80,London
2.0,2007-06-01,0.9,229.998002,80-90,London
2.0,2007-07-01,0.1,40.0,0-10,London
2.0,2007-07-01,0.2,42.5,10-20,London
2.0,2007-07-01,0.3,50.0,20-30,London
2.0,2007-07-01,0.4,60.450001,30-40,London
2.0,2007-07-01,0.5,75.0,40-50,London
2.0,2007-07-01,0.6,84.900002,50-60,London
2.0,2007-07-01,0.7,100.0,60-70,London
2.0,2007-07-01,0.8,120.0,70-80,London
2.0,2007-07-01,0.9,202.0,80-90,London
2.0,2007-08-01,0.1,45.0,0-10,London
2.0,2007-08-01,0.2,45.0,10-20,London
2.0,2007-08-01,0.3,45.5,20-30,London
2.0,2007-08-01,0.4,58.00000000000001,30-40,London
2.0,2007-08-01,0.5,67.7250005,40-50,London
2.0,2007-08-01,0.6,85.7200016,50-60,London
2.0,2007-08-01,0.7,89.9,60-70,London
2.0,2007-08-01,0.8,142.70000000000007,70-80,London
2.0,2007-08-01,0.9,211.90000000000003,80-90,London
2.0,2007-09-01,0.1,41.25,0-10,London
2.0,2007-09-01,0.2,45.0,10-20,London
2.0,2007-09-01,0.3,45.0,20-30,London
2.0,2007-09-01,0.4,45.0,30-40,London
2.0,2007-09-01,0.5,55.0,40-50,London
2.0,2007-09-01,0.6,60.450001,50-60,London
2.0,2007-09-01,0.7,73.25,60-70,London
2.0,2007-09-01,0.8,84.900002,70-80,London
2.0,2007-09-01,0.9,146.0,80-90,London
2.0,2007-10-01,0.1,41.75,0-10,London
2.0,2007-10-01,0.2,45.0,10-20,London
2.0,2007-10-01,0.3,45.0,20-30,London
2.0,2007-10-01,0.4,49.0,30-40,London
2.0,2007-10-01,0.5,65.9750005,40-50,London
2.0,2007-10-01,0.6,77.79999999999998,50-60,London
2.0,2007-10-01,0.7,89.9,60-70,London
2.0,2007-10-01,0.8,159.16000080000015,70-80,London
2.0,2007-10-01,0.9,248.73999700000002,80-90,London
2.0,2007-11-01,0.1,42.0,0-10,London
2.0,2007-11-01,0.2,45.0,10-20,London
2.0,2007-11-01,0.3,45.0,20-30,London
2.0,2007-11-01,0.4,52.0,30-40,London
2.0,2007-11-01,0.5,60.450001,40-50,London
2.0,2007-11-01,0.6,74.3,50-60,London
2.0,2007-11-01,0.7,92.54000119999999,60-70,London
2.0,2007-11-01,0.8,146.80000000000004,70-80,London
2.0,2007-11-01,0.9,244.15999799999997,80-90,London
2.0,2007-12-01,0.1,45.0,0-10,London
2.0,2007-12-01,0.2,45.0,10-20,London
2.0,2007-12-01,0.3,45.5,20-30,London
2.0,2007-12-01,0.4,58.00000000000001,30-40,London
2.0,2007-12-01,0.5,67.7250005,40-50,London
2.0,2007-12-01,0.6,90.9719988,50-60,London
2.0,2007-12-01,0.7,98.59000019999999,60-70,London
2.0,2007-12-01,0.8,169.2000000000001,70-80,London
2.0,2007-12-01,0.9,236.5,80-90,London
2.0,2008-01-01,0.1,40.0,0-10,London
2.0,2008-01-01,0.2,44.5,10-20,London
2.0,2008-01-01,0.3,45.0,20-30,London
2.0,2008-01-01,0.4,56.00000000000001,30-40,London
2.0,2008-01-01,0.5,66.9750005,40-50,London
2.0,2008-01-01,0.6,83.60000000000001,50-60,London
2.0,2008-01-01,0.7,89.9270008,60-70,London
2.0,2008-01-01,0.8,129.2000000000001,70-80,London
2.0,2008-01-01,0.9,235.588,80-90,London
2.0,2008-02-01,0.1,45.0,0-10,London
2.0,2008-02-01,0.2,48.0,10-20,London
2.0,2008-02-01,0.3,59.4050009,20-30,London
2.0,2008-02-01,0.4,74.8,30-40,London
2.0,2008-02-01,0.5,84.5,40-50,London
2.0,2008-02-01,0.6,89.7200016,50-60,London
2.0,2008-02-01,0.7,141.11999999999998,60-70,London
2.0,2008-02-01,0.8,193.12,70-80,London
2.0,2008-02-01,0.9,225.10000000000002,80-90,London
2.0,2008-03-01,0.1,42.75,0-10,London
2.0,2008-03-01,0.2,45.0,10-20,London
2.0,2008-03-01,0.3,51.5,20-30,London
2.0,2008-03-01,0.4,60.1800004,30-40,London
2.0,2008-03-01,0.5,78.0,40-50,London
2.0,2008-03-01,0.6,89.9600008,50-60,London
2.0,2008-03-01,0.7,106.69999999999999,60-70,London
2.0,2008-03-01,0.8,176.40000000000003,70-80,London
2.0,2008-03-01,0.9,247.56700000000012,80-90,London
2.0,2008-04-01,0.1,41.75,0-10,London
2.0,2008-04-01,0.2,45.0,10-20,London
2.0,2008-04-01,0.3,45.0,20-30,London
2.0,2008-04-01,0.4,53.00000000000001,30-40,London
2.0,2008-04-01,0.5,60.2250005,40-50,London
2.0,2008-04-01,0.6,76.8,50-60,London
2.0,2008-04-01,0.7,88.91000179999999,60-70,London
2.0,2008-04-01,0.8,111.60000000000005,70-80,London
2.0,2008-04-01,0.9,152.51000000000005,80-90,London
2.0,2008-05-01,0.1,41.5,0-10,London
2.0,2008-05-01,0.2,45.0,10-20,London
2.0,2008-05-01,0.3,45.0,20-30,London
2.0,2008-05-01,0.4,45.0,30-40,London
2.0,2008-05-01,0.5,60.0,40-50,London
2.0,2008-05-01,0.6,69.4800004,50-60,London
2.0,2008-05-01,0.7,83.98000039999998,60-70,London
2.0,2008-05-01,0.8,136.78000040000003,70-80,London
2.0,2008-05-01,0.9,222.252,80-90,London
2.0,2008-06-01,0.1,41.8,0-10,London
2.0,2008-06-01,0.2,44.5,10-20,London
2.0,2008-06-01,0.3,45.0,20-30,London
2.0,2008-06-01,0.4,54.00000000000001,30-40,London
2.0,2008-06-01,0.5,64.2250005,40-50,London
2.0,2008-06-01,0.6,83.60000000000001,50-60,London
2.0,2008-06-01,0.7,92.97000059999999,60-70,London
2.0,2008-06-01,0.8,148.75000000000006,70-80,London
2.0,2008-06-01,0.9,207.06300000000007,80-90,London
2.0,2008-07-01,0.1,42.0,0-10,London
2.0,2008-07-01,0.2,45.0,10-20,London
2.0,2008-07-01,0.3,45.0,20-30,London
2.0,2008-07-01,0.4,60.0,30-40,London
2.0,2008-07-01,0.5,70.0,40-50,London
2.0,2008-07-01,0.6,83.0,50-60,London
2.0,2008-07-01,0.7,89.900002,60-70,London
2.0,2008-07-01,0.8,146.0,70-80,London
2.0,2008-07-01,0.9,273.78,80-90,London
2.0,2008-08-01,0.1,40.5,0-10,London
2.0,2008-08-01,0.2,45.0,10-20,London
2.0,2008-08-01,0.3,45.0,20-30,London
2.0,2008-08-01,0.4,60.3600008,30-40,London
2.0,2008-08-01,0.5,75.0,40-50,London
2.0,2008-08-01,0.6,89.2,50-60,London
2.0,2008-08-01,0.7,103.39999999999998,60-70,London
2.0,2008-08-01,0.8,144.20000000000007,70-80,London
2.0,2008-08-01,0.9,203.01600000000002,80-90,London
2.0,2008-09-01,0.1,42.15,0-10,London
2.0,2008-09-01,0.2,45.0,10-20,London
2.0,2008-09-01,0.3,45.0,20-30,London
2.0,2008-09-01,0.4,62.36000080000001,30-40,London
2.0,2008-09-01,0.5,80.0,40-50,London
2.0,2008-09-01,0.6,89.8,50-60,London
2.0,2008-09-01,0.7,110.74999999999999,60-70,London
2.0,2008-09-01,0.8,157.60000000000005,70-80,London
2.0,2008-09-01,0.9,242.415,80-90,London
2.0,2008-10-01,0.1,42.1,0-10,London
2.0,2008-10-01,0.2,45.0,10-20,London
2.0,2008-10-01,0.3,45.0,20-30,London
2.0,2008-10-01,0.4,60.3600008,30-40,London
2.0,2008-10-01,0.5,76.5,40-50,London
2.0,2008-10-01,0.6,89.2,50-60,London
2.0,2008-10-01,0.7,103.39999999999998,60-70,London
2.0,2008-10-01,0.8,143.17000000000002,70-80,London
2.0,2008-10-01,0.9,255.00000000000006,80-90,London
2.0,2008-11-01,0.1,40.2,0-10,London
2.0,2008-11-01,0.2,45.0,10-20,London
2.0,2008-11-01,0.3,45.0,20-30,London
2.0,2008-11-01,0.4,60.1800004,30-40,London
2.0,2008-11-01,0.5,73.25,40-50,London
2.0,2008-11-01,0.6,87.8,50-60,London
2.0,2008-11-01,0.7,103.97000059999999,60-70,London
2.0,2008-11-01,0.8,139.56,70-80,London
2.0,2008-11-01,0.9,197.27500000000006,80-90,London
2.0,2008-12-01,0.1,39.5,0-10,London
2.0,2008-12-01,0.2,44.4,10-20,London
2.0,2008-12-01,0.3,45.0,20-30,London
2.0,2008-12-01,0.4,54.00000000000001,30-40,London
2.0,2008-12-01,0.5,65.2250005,40-50,London
2.0,2008-12-01,0.6,77.60000000000001,50-60,London
2.0,2008-12-01,0.7,89.9300014,60-70,London
2.0,2008-12-01,0.8,107.20000000000003,70-80,London
2.0,2008-12-01,0.9,183.42500000000007,80-90,London
2.0,2009-01-01,0.1,40.0,0-10,London
2.0,2009-01-01,0.2,43.0,10-20,London
2.0,2009-01-01,0.3,46.5,20-30,London
2.0,2009-01-01,0.4,57.0,30-40,London
2.0,2009-01-01,0.5,64.2250005,40-50,London
2.0,2009-01-01,0.6,85.39999999999999,50-60,London
2.0,2009-01-01,0.7,89.9700006,60-70,London
2.0,2009-01-01,0.8,149.64000000000001,70-80,London
2.0,2009-01-01,0.9,183.10000000000002,80-90,London
2.0,2009-02-01,0.1,36.0,0-10,London
2.0,2009-02-01,0.2,41.0,10-20,London
2.0,2009-02-01,0.3,45.0,20-30,London
2.0,2009-02-01,0.4,47.0,30-40,London
2.0,2009-02-01,0.5,60.450001,40-50,London
2.0,2009-02-01,0.6,68.0,50-60,London
2.0,2009-02-01,0.7,89.1800004,60-70,London
2.0,2009-02-01,0.8,121.18000040000003,70-80,London
2.0,2009-02-01,0.9,180.50000000000006,80-90,London
2.0,2009-03-01,0.1,40.0,0-10,London
2.0,2009-03-01,0.2,45.0,10-20,London
2.0,2009-03-01,0.3,47.0,20-30,London
2.0,2009-03-01,0.4,61.3600008,30-40,London
2.0,2009-03-01,0.5,70.0,40-50,London
2.0,2009-03-01,0.6,89.7200016,50-60,London
2.0,2009-03-01,0.7,102.3,60-70,London
2.0,2009-03-01,0.8,125.80000000000001,70-80,London
2.0,2009-03-01,0.9,228.04999999999998,80-90,London
2.0,2009-04-01,0.1,40.0,0-10,London
2.0,2009-04-01,0.2,45.0,10-20,London
2.0,2009-04-01,0.3,50.0,20-30,London
2.0,2009-04-01,0.4,60.450001,30-40,London
2.0,2009-04-01,0.5,76.5,40-50,London
2.0,2009-04-01,0.6,89.900002,50-60,London
2.0,2009-04-01,0.7,99.0,60-70,London
2.0,2009-04-01,0.8,126.0,70-80,London
2.0,2009-04-01,0.9,215.0,80-90,London
2.0,2009-05-01,0.1,45.0,0-10,London
2.0,2009-05-01,0.2,46.0,10-20,London
2.0,2009-05-01,0.3,51.3350003,20-30,London
2.0,2009-05-01,0.4,57.0,30-40,London
2.0,2009-05-01,0.5,70.75,40-50,London
2.0,2009-05-01,0.6,79.0,50-60,London
2.0,2009-05-01,0.7,89.9700006,60-70,London
2.0,2009-05-01,0.8,134.6,70-80,London
2.0,2009-05-01,0.9,235.53000000000023,80-90,London
2.0,2009-06-01,0.1,45.0,0-10,London
2.0,2009-06-01,0.2,46.0,10-20,London
2.0,2009-06-01,0.3,51.3350003,20-30,London
2.0,2009-06-01,0.4,57.0,30-40,London
2.0,2009-06-01,0.5,70.75,40-50,London
2.0,2009-06-01,0.6,89.5400012,50-60,London
2.0,2009-06-01,0.7,96.3,60-70,London
2.0,2009-06-01,0.8,144.71999200000002,70-80,London
2.0,2009-06-01,0.9,229.07500000000016,80-90,London
2.0,2009-07-01,0.1,44.5,0-10,London
2.0,2009-07-01,0.2,49.0,10-20,London
2.0,2009-07-01,0.3,50.7,20-30,London
2.0,2009-07-01,0.4,57.780000400000006,30-40,London
2.0,2009-07-01,0.5,70.75,40-50,London
2.0,2009-07-01,0.6,89.3600008,50-60,London
2.0,2009-07-01,0.7,95.99999999999997,60-70,London
2.0,2009-07-01,0.8,130.4,70-80,London
2.0,2009-07-01,0.9,162.70500000000013,80-90,London
2.0,2009-08-01,0.1,45.0,0-10,London
2.0,2009-08-01,0.2,50.0,10-20,London
2.0,2009-08-01,0.3,50.0,20-30,London
2.0,2009-08-01,0.4,60.0,30-40,London
2.0,2009-08-01,0.5,65.0,40-50,London
2.0,2009-08-01,0.6,89.0,50-60,London
2.0,2009-08-01,0.7,90.0,60-70,London
2.0,2009-08-01,0.8,99.0,70-80,London
2.0,2009-08-01,0.9,110.0,80-90,London
2.0,2009-09-01,0.1,45.0,0-10,London
2.0,2009-09-01,0.2,47.0,10-20,London
2.0,2009-09-01,0.3,52.6700006,20-30,London
2.0,2009-09-01,0.4,59.0,30-40,London
2.0,2009-09-01,0.5,76.5,40-50,London
2.0,2009-09-01,0.6,89.2,50-60,London
2.0,2009-09-01,0.7,111.12000119999996,60-70,London
2.0,2009-09-01,0.8,140.8,70-80,London
2.0,2009-09-01,0.9,242.91999200000006,80-90,London
2.0,2009-10-01,0.1,45.0,0-10,London
2.0,2009-10-01,0.2,50.0,10-20,London
2.0,2009-10-01,0.3,54.0050009,20-30,London
2.0,2009-10-01,0.4,65.0,30-40,London
2.0,2009-10-01,0.5,82.75,40-50,London
2.0,2009-10-01,0.6,99.9800004,50-60,London
2.0,2009-10-01,0.7,127.97499999999998,60-70,London
2.0,2009-10-01,0.8,155.20000000000007,70-80,London
2.0,2009-10-01,0.9,218.285,80-90,London
2.0,2009-11-01,0.1,46.0,0-10,London
2.0,2009-11-01,0.2,50.0,10-20,London
2.0,2009-11-01,0.3,54.7800004,20-30,London
2.0,2009-11-01,0.4,64.0,30-40,London
2.0,2009-11-01,0.5,89.0,40-50,London
2.0,2009-11-01,0.6,104.32000159999998,50-60,London
2.0,2009-11-01,0.7,128.2,60-70,London
2.0,2009-11-01,0.8,145.0,70-80,London
2.0,2009-11-01,0.9,228.20000000000005,80-90,London
2.0,2009-12-01,0.1,45.0,0-10,London
2.0,2009-12-01,0.2,50.0,10-20,London
2.0,2009-12-01,0.3,54.0050009,20-30,London
2.0,2009-12-01,0.4,63.6,30-40,London
2.0,2009-12-01,0.5,70.75,40-50,London
2.0,2009-12-01,0.6,97.92000159999999,50-60,London
2.0,2009-12-01,0.7,119.0,60-70,London
2.0,2009-12-01,0.8,135.57000000000002,70-80,London
2.0,2009-12-01,0.9,236.32499999999993,80-90,London
2.0,2010-01-01,0.1,45.0,0-10,London
2.0,2010-01-01,0.2,50.0,10-20,London
2.0,2010-01-01,0.3,50.890000199999996,20-30,London
2.0,2010-01-01,0.4,63.00000000000001,30-40,London
2.0,2010-01-01,0.5,76.5,40-50,London
2.0,2010-01-01,0.6,96.3600008,50-60,London
2.0,2010-01-01,0.7,109.0,60-70,London
2.0,2010-01-01,0.8,130.4,70-80,London
2.0,2010-01-01,0.9,206.3280040000001,80-90,London
2.0,2010-02-01,0.1,46.0,0-10,London
2.0,2010-02-01,0.2,50.0,10-20,London
2.0,2010-02-01,0.3,60.2700006,20-30,London
2.0,2010-02-01,0.4,69.0,30-40,London
