RegionID,SizeRank,name,RegionType,StateName,date,zori,lat,lng,rank
395059,36,"San Jose, CA",msa,CA,2015-09-30,2715.0075604118674,37.3012,-121.848,1.0
753924,55,"Urban Honolulu, HI",msa,HI,2015-09-30,1962.445385107288,,,7.0
394415,60,"Bridgeport, CT",msa,CT,2015-09-30,1770.6817570907729,41.1918,-73.1954,10.0
394952,71,"Oxnard, CA",msa,CA,2015-09-30,1914.5865746495008,34.1964,-119.1815,9.0
395068,112,"Santa Rosa, CA",msa,CA,2015-09-30,1761.0360869472388,38.4458,-122.7067,12.0
395183,123,"Vallejo, CA",msa,CA,2015-09-30,1503.6226926621978,38.1125,-122.2342,19.0
753917,124,"Santa Maria, CA",msa,CA,2015-09-30,1974.0567125980567,34.9333,-120.4431,6.0
395050,125,"Salinas, CA",msa,CA,2015-09-30,1492.5924168328872,36.6883,-121.6317,20.0
395164,142,"Trenton, NJ",msa,NJ,2015-09-30,1552.0529356795837,40.2237,-74.7641,18.0
394901,147,"Naples, FL",msa,FL,2015-09-30,1689.818280603576,26.1504,-81.7936,14.0
394405,156,"Boulder, CO",msa,CO,2015-09-30,1677.941195488756,40.0248,-105.2524,15.0
395061,175,"San Luis Obispo, CA",msa,CA,2015-09-30,1662.8495106375135,35.2669,-120.669,16.0
395065,183,"Santa Cruz, CA",msa,CA,2015-09-30,2135.4470661428686,36.9789,-122.0346,4.0
394913,1,"New York, NY",msa,NY,2015-10-31,2417.81159772764,40.6943,-73.9249,3.0
753899,2,"Los Angeles, CA",msa,CA,2015-10-31,1932.4798721875045,34.1141,-118.4068,8.0
395209,6,"Washington, DC",msa,VA,2015-10-31,1760.425275340535,38.9047,-77.0163,12.0
394856,8,"Miami, FL",msa,FL,2015-10-31,1574.933590590556,25.784,-80.2101,17.0
394404,10,"Boston, MA",msa,MA,2015-10-31,2014.8210954089225,42.3188,-71.0852,5.0
395057,12,"San Francisco, CA",msa,CA,2015-10-31,2509.883953072465,37.7558,-122.4449,2.0
395056,17,"San Diego, CA",msa,CA,2015-10-31,1761.6068314090355,32.8313,-117.1222,11.0
395059,36,"San Jose, CA",msa,CA,2015-10-31,2709.396672378257,37.3012,-121.848,1.0
753924,55,"Urban Honolulu, HI",msa,HI,2015-10-31,1962.5211826573627,,,7.0
394415,60,"Bridgeport, CT",msa,CT,2015-10-31,1758.182929066424,41.1918,-73.1954,13.0
394952,71,"Oxnard, CA",msa,CA,2015-10-31,1921.6566734766857,34.1964,-119.1815,9.0
395068,112,"Santa Rosa, CA",msa,CA,2015-10-31,1770.6908285693294,38.4458,-122.7067,10.0
395183,123,"Vallejo, CA",msa,CA,2015-10-31,1520.4667036217304,38.1125,-122.2342,19.0
753917,124,"Santa Maria, CA",msa,CA,2015-10-31,1969.721332603559,34.9333,-120.4431,6.0
395050,125,"Salinas, CA",msa,CA,2015-10-31,1516.8837445335544,36.6883,-121.6317,20.0
395164,142,"Trenton, NJ",msa,NJ,2015-10-31,1550.0956624130788,40.2237,-74.7641,18.0
394901,147,"Naples, FL",msa,FL,2015-10-31,1740.4876356620266,26.1504,-81.7936,14.0
394405,156,"Boulder, CO",msa,CO,2015-10-31,1673.8649760164565,40.0248,-105.2524,15.0
395061,175,"San Luis Obispo, CA",msa,CA,2015-10-31,1651.7403647941771,35.2669,-120.669,16.0
