date,name,total,total_ytd,multi_total,multi_total_ytd,pop_2023,lat,lng,zori,total_per_capita,total_ytd_per_capita,multi_total_per_capita,multi_total_ytd_per_capita,zori_yoy
2020-09-01,"Orlando, FL",1871.0,18943.0,1879.0,19103.0,2817933,28.4773,-81.337,1501.864826,0.6639618472121231,6.722303191736638,0.6668008075422659,6.779082398339492,
2020-10-01,"Denver, CO",2198.0,15399.0,2215.0,15519.0,3005131,39.762,-104.8758,1618.054408,0.7314157020109938,5.124235848620243,0.7370726933368296,5.16416755209673,
2020-10-01,"Detroit, MI",850.0,5520.0,869.0,5597.0,4342304,42.3834,-83.1024,1146.002899,0.19574861640272076,1.2712145441682572,0.20012417371054628,1.2889470658894449,
2020-10-01,"Grand Rapids, MI",253.0,1689.0,257.0,1709.0,1162950,42.9619,-85.6562,1197.963956,0.21755019562319963,1.4523410292789887,0.22098972440775613,1.4695386732017712,
2020-10-01,"Jacksonville, FL",2143.0,13448.0,2166.0,13511.0,1713240,30.3322,-81.6749,1306.896322,1.2508463496065934,7.849454834115477,1.2642712054353156,7.8862272652984995,
2020-10-01,"Kansas City, MO",752.0,9213.0,760.0,9336.0,2221343,39.1238,-94.5541,1124.09767,0.33853394095373834,4.147490954796265,0.3421353658575015,4.202862862691624,
2020-10-01,"Indianapolis, IN",849.0,9126.0,851.0,9223.0,2138468,39.7771,-86.1458,1173.367548,0.397013188881012,4.267541062106144,0.397948437853641,4.312900637278649,
2020-10-01,"Hartford, CT",129.0,1176.0,133.0,1218.0,1151543,41.7661,-72.6834,1390.735279,0.11202360658698807,1.0212384600488214,0.11549720679123575,1.0577112621934222,
2020-10-01,"Houston, TX",5861.0,57191.0,5896.0,57729.0,7510253,29.786,-95.3885,1399.39502,0.7803998081023369,7.61505637692898,0.7850601038340519,7.68669177989077,
2020-10-01,"Baltimore, MD",874.0,6731.0,883.0,6782.0,2834316,39.3051,-76.6144,1511.83833,0.3083636404691643,2.374823414185292,0.3115390097646134,2.39281717352617,
2020-10-01,"Birmingham, AL",400.0,3288.0,401.0,3307.0,1184290,33.5279,-86.7971,1132.22683,0.33775511065701813,2.776347009600689,0.3385994984336607,2.7923903773568974,
2020-10-01,"Austin, TX",2775.0,33441.0,2788.0,33761.0,2473275,30.3005,-97.7522,1436.721279,1.1219941171119265,13.520938836158534,1.1272503057686671,13.650321941555227,
2020-10-01,"Atlanta, GA",3252.0,26190.0,3267.0,26320.0,6307261,33.7628,-84.422,1464.056729,0.5155962310739955,4.1523571008081,0.5179744424719382,4.172968266256937,
2020-10-01,"Boston, MA",923.0,11108.0,972.0,11521.0,4919179,42.3188,-71.0852,2217.861627,0.18763293630908737,2.258100386263643,0.1975939480958103,2.342057485608879,
2020-10-01,"Cleveland, OH",304.0,2660.0,305.0,2676.0,2063132,41.4764,-81.6805,1071.257156,0.14734878815315744,1.2893018963401277,0.14783348811418753,1.2970570957166094,
2020-10-01,"Columbus, OH",1726.0,9839.0,1770.0,10033.0,2180271,39.9862,-82.9855,1225.23563,0.7916447083871684,4.512741764670539,0.8118256858895064,4.601721529112665,
2020-10-01,"Dallas, TX",5350.0,48842.0,5366.0,49145.0,8100037,32.7935,-96.7667,1405.820152,0.6604908101037069,6.029848999455188,0.6624661097227087,6.067256235990033,
2020-10-01,"Cincinnati, OH",791.0,6169.0,815.0,6252.0,2271479,39.1413,-84.506,1133.955559,0.34823126253863673,2.715851654362642,0.3587970657003653,2.7523917236302866,
2020-10-01,"Chicago, IL",1464.0,12311.0,1495.0,12493.0,9262825,41.8375,-87.6866,1574.006501,0.15805113450810093,1.3290761727658678,0.16139784568962492,1.34872460615417,
2020-10-01,"Buffalo, NY",172.0,1210.0,181.0,1240.0,1155604,42.9018,-78.8487,1021.649027,0.14883991401898922,1.0470714881568428,0.15662804905486655,1.073031938276434,
2020-10-01,"Charlotte, NC",2323.0,19509.0,2347.0,19658.0,2805115,35.2083,-80.8303,1367.61497,0.8281300410143613,6.954795079702615,0.8366858399744752,7.007912331579989,
2020-10-01,"Seattle, WA",1608.0,18712.0,1636.0,19046.0,4044837,47.6211,-122.3244,1800.884747,0.3975438318033582,4.626144390985348,0.40446623683475996,4.7087187938599255,
2020-10-01,"Richmond, VA",554.0,6627.0,557.0,6682.0,1349732,37.5295,-77.4756,1235.776797,0.4104518526640844,4.909863587734454,0.4126745161261643,4.950612417872585,
2020-10-01,"Riverside, CA",1356.0,11505.0,1366.0,11603.0,4688053,33.9381,-117.3949,1900.644697,0.2892458766997728,2.4541104804062583,0.2913789583863493,2.4750146809347076,
2020-10-01,"Rochester, NY",148.0,1667.0,150.0,1701.0,1052087,43.168,-77.6162,1101.067141,0.14067277706121262,1.5844697254124422,0.1425737605350128,1.616786444467045,
2020-10-01,"Sacramento, CA",828.0,8924.0,831.0,9036.0,2420608,38.5677,-121.4685,1851.441662,0.34206282058061444,3.6866770662577335,0.3433021786261964,3.732946433292793,
2020-10-01,"Salt Lake City, UT",987.0,9003.0,1001.0,9080.0,1267864,40.7776,-111.9311,1286.609958,0.7784746628975978,7.1009193415066605,0.7895168566975638,7.161651407406473,
2020-10-01,"San Antonio, TX",1552.0,13865.0,1576.0,14068.0,2703999,29.4632,-98.5238,1238.681762,0.5739647093064754,5.127590653694768,0.582840452233895,5.20266464595586,
2020-10-01,"San Diego, CA",898.0,7291.0,920.0,7417.0,3269973,32.8313,-117.1222,2220.993066,0.2746200045076825,2.2296820187811948,0.2813478888051981,2.2682144470306023,
2020-10-01,"San Francisco, CA",669.0,8310.0,688.0,8453.0,4566961,37.7558,-122.4449,2689.198216,0.14648690890944766,1.8195907519245291,0.15064722470807174,1.8509026024089106,
2020-10-01,"San Jose, CA",415.0,5240.0,421.0,5293.0,1945767,37.3012,-121.848,2869.355051,0.21328350208426805,2.6930254239073843,0.21636711898187194,2.720264039836219,
2020-10-01,"St. Louis, MO",596.0,6258.0,599.0,6313.0,2796999,38.6359,-90.2451,1075.32468,0.21308552487862886,2.237398011225603,0.21415810302399108,2.257061943890577,
2020-10-01,"Washington, DC",2391.0,19721.0,2407.0,19841.0,6304975,38.9047,-77.0163,1932.079223,0.37922434268177113,3.1278474537964067,0.38176202126098835,3.146880043140536,
2020-10-01,"Virginia Beach, VA",367.0,5544.0,368.0,5572.0,1787169,36.7335,-76.0435,1310.754397,0.2053527114671304,3.10211289475142,0.20591225564006538,3.1177801315935985,
2020-10-01,"Tampa, FL",2093.0,16963.0,2105.0,17026.0,3342963,27.9945,-82.4447,1449.467436,0.6260912848870896,5.074241025102581,0.6296809148052191,5.093086582172761,
2020-10-01,"Tucson, AZ",447.0,4069.0,451.0,4103.0,1063162,32.1541,-110.8787,1199.357438,0.4204439210581266,3.827262449184602,0.424206282767819,3.8592425237169876,
2020-10-01,"Urban Honolulu, HI",183.0,1460.0,186.0,1479.0,989408,,,2148.611726,0.1849590866457518,1.4756298715999872,0.18799120282027235,1.494833274038617,
2020-10-01,"Memphis, TN",389.0,4067.0,390.0,4096.0,1335674,35.1087,-89.9663,1159.869353,0.2912387304087674,3.0449046698520745,0.29198741609105217,3.0666165546383324,
2020-10-01,"Miami, FL",1872.0,19336.0,1902.0,19615.0,6183199,25.784,-80.2101,1816.267237,0.3027559035379582,3.127183841244637,0.3076077609664512,3.1723061153296213,
2020-10-01,"Milwaukee, WI",263.0,2048.0,272.0,2092.0,1560424,43.0642,-87.9675,1074.38353,0.16854393421275243,1.31246379189246,0.17431159736071733,1.3406612561713995,
2020-10-01,"Minneapolis, MN",2051.0,16882.0,2078.0,17020.0,3712020,44.9635,-93.2678,1448.842902,0.5525293505961714,4.54792808228404,0.5598030183027031,4.585104606117424,
2020-10-01,"Louisville, KY",804.0,3650.0,821.0,3680.0,1365557,38.1663,-85.6485,1048.11708,0.5887707360439732,2.6729019733339583,0.6012198685225151,2.6948710306490318,
2020-10-01,"Los Angeles, CA",1892.0,20717.0,1925.0,21043.0,12799100,34.1141,-118.4068,2346.065473,0.1478228937972201,1.6186294348821402,0.15040120008438093,1.644099975779547,
2020-10-01,"Raleigh, NC",1379.0,13641.0,1384.0,13699.0,1509231,35.8324,-78.6429,1379.615727,0.9137103597792519,9.03837782287801,0.9170233052461816,9.076807990294395,
2020-10-01,"Las Vegas, NV",979.0,11078.0,988.0,11215.0,2336573,36.2333,-115.2654,1373.565744,0.4189896913128757,4.74113156319105,0.4228414862279073,4.799764441342085,
2020-10-01,"Philadelphia, PA",1416.0,11041.0,1446.0,11274.0,6246160,40.0077,-75.1339,1484.680887,0.22669928404011425,1.7676460417280377,0.23150223497316752,1.804948960641418,
2020-10-01,"Phoenix, AZ",4336.0,37605.0,4359.0,37943.0,5070110,33.5722,-112.0892,1413.481961,0.855208269643065,7.416998842234192,0.8597446603722602,7.483664062515409,
2020-10-01,"Portland, OR",906.0,11050.0,916.0,11200.0,2508050,45.5371,-122.65,1522.739391,0.361236817447818,4.405813281234425,0.3652239787883017,4.46562070134168,
2020-10-01,"Providence, RI",190.0,1671.0,193.0,1688.0,1677803,41.823,-71.4187,1536.531933,0.11324333071284293,0.9959452927429502,0.1150313833030457,1.0060775907540993,
2020-10-01,"Pittsburgh, PA",157.0,1607.0,158.0,1620.0,2422725,40.4397,-79.9763,1124.423025,0.06480306266703816,0.6633026860250338,0.0652158210279747,0.6686685447172089,
2020-10-01,"Nashville, TN",2326.0,21340.0,2346.0,21526.0,2102573,36.1715,-86.7842,1474.127075,1.1062636112991082,10.14946924553868,1.1157757661684042,10.237932285823133,
2020-10-01,"New Orleans, LA",408.0,3563.0,409.0,3572.0,962165,30.0687,-89.9288,1311.818244,0.42404369312955675,3.7031070554426737,0.4250830159068351,3.7124609604381784,
2020-10-01,"New York, NY",4276.0,43521.0,4385.0,44574.0,19498249,40.6943,-73.9249,2473.141195,0.21930174345398915,2.2320465801826614,0.22489198901911653,2.286051429541186,
2020-10-01,"Oklahoma City, OK",688.0,6275.0,688.0,6300.0,1477926,35.4676,-97.5136,1075.062779,0.46551721804745294,4.245814743092685,0.46551721804745294,4.262730339678711,
2020-10-01,"Orlando, FL",2103.0,21060.0,2117.0,21234.0,2817933,28.4773,-81.337,1501.684235,0.7462916967862614,7.473563069100649,0.7512598773640111,7.535310456281253,
2020-11-01,"Grand Rapids, MI",478.0,2165.0,492.0,2199.0,1162950,42.9619,-85.6562,1205.71858,0.4110236897545036,1.8616449546412142,0.42306204050045143,1.8908809493099445,0.05558434498740428
2020-11-01,"Detroit, MI",802.0,6307.0,815.0,6389.0,4342304,42.3834,-83.1024,1148.452197,0.18469457688821417,1.4524547337081881,0.18768837925672638,1.4713387178788035,0.0666385409727801
2020-11-01,"Jacksonville, FL",1119.0,14567.0,1119.0,14630.0,1713240,30.3322,-81.6749,1311.241838,0.6531484205365272,8.502603254652003,0.6531484205365272,8.539375685835026,0.055493711534586154
2020-11-01,"Kansas City, MO",643.0,9851.0,645.0,9976.0,2221343,39.1238,-94.5541,1123.623047,0.28946452663996514,4.4347045908713785,0.2903648828659059,4.490976854992678,0.06156043624923346
2020-11-01,"Hartford, CT",122.0,1272.0,128.0,1313.0,1151543,41.7661,-72.6834,1396.305063,0.10594480622955461,1.104604864950766,0.11115520653592614,1.140209267044305,0.0593613591241795
2020-11-01,"Houston, TX",4525.0,61746.0,4551.0,62310.0,7510253,29.786,-95.3885,1401.23061,0.6025096624574432,8.221560578585034,0.6059715964295743,8.296657915518958,0.012113108406582418
2020-11-01,"Denver, CO",1157.0,16545.0,1160.0,16668.0,3005131,39.762,-104.8758,1610.255106,0.3850081743524658,5.505583616820697,0.386006466939378,5.546513612884097,0.0009996730264596465
2020-11-01,"Indianapolis, IN",735.0,9828.0,739.0,9922.0,2138468,39.7771,-86.1458,1170.854734,0.3437039974411588,4.595813451498923,0.3455744953864168,4.639770153212487,0.07055311789249918
2020-11-01,"Cincinnati, OH",616.0,6763.0,626.0,6855.0,2271479,39.1413,-84.506,1136.850721,0.27118894781769937,2.9773552826154237,0.275591365801753,3.0178575280687165,0.05164640304087653
2020-11-01,"Baltimore, MD",711.0,7442.0,719.0,7501.0,2834316,39.3051,-76.6144,1516.811205,0.2508541743404758,2.6256775885257677,0.2536767248253194,2.646493898351489,0.025375669404712697
2020-11-01,"Birmingham, AL",305.0,3650.0,306.0,3670.0,1184290,33.5279,-86.7971,1136.71213,0.25753827187597633,3.0820153847452905,0.25838265965261886,3.098903140278141,0.044858598102505365
2020-11-01,"Austin, TX",3587.0,38910.0,3625.0,39321.0,2473275,30.3005,-97.7522,1433.247314,1.450303747056029,15.732176971828851,1.4656679908218861,15.898353397822726,-0.007050933966662898
2020-11-01,"Atlanta, GA",2837.0,29115.0,2851.0,29258.0,6307261,33.7628,-84.422,1470.289087,0.44979904906424517,4.6161083234069435,0.45201871303565844,4.638780605400664,0.0625874584608277
2020-11-01,"Boston, MA",1735.0,12673.0,1791.0,13135.0,4919179,42.3188,-71.0852,2193.989753,0.3527011316319248,2.5762429055742837,0.36408514510246526,2.670161016706243,-0.059419287085576755
2020-11-01,"Cleveland, OH",370.0,3032.0,371.0,3049.0,2063132,41.4764,-81.6805,1068.304781,0.17933898558114555,1.4696102818433332,0.17982368554217568,1.4778501811808455,0.060406602222959904
2020-11-01,"Columbus, OH",867.0,10987.0,887.0,11202.0,2180271,39.9862,-82.9855,1227.796464,0.39765698851197856,5.039281814049722,0.4068301601039504,5.137893408663419,0.054119135376748284
2020-11-01,"Dallas, TX",5390.0,54104.0,5443.0,54457.0,8100037,32.7935,-96.7667,1407.390927,0.6654290591512113,6.679475661654385,0.6719722391391545,6.723055709498611,0.021008185558240022
2020-11-01,"Chicago, IL",1240.0,13796.0,1274.0,14023.0,9262825,41.8375,-87.6866,1556.257201,0.1338684472609598,1.4893944342033882,0.13753903371811516,1.5139009967261607,-0.021127906439183386
2020-11-01,"Buffalo, NY",145.0,1355.0,149.0,1389.0,1155604,42.9018,-78.8487,1016.794111,0.12547550891135717,1.1725469970681999,0.128936902260636,1.2019688405370696,0.06336881704353847
2020-11-01,"Charlotte, NC",2235.0,22064.0,2254.0,22239.0,2805115,35.2083,-80.8303,1373.240228,0.7967587781606101,7.865631177331411,0.8035321190040337,7.928017211415575,0.03823416040737482
2020-11-01,"Seattle, WA",1759.0,20451.0,1803.0,20826.0,4044837,47.6211,-122.3244,1770.901316,0.4348753732227034,5.056075189185622,0.44575343827204905,5.1487859708561805,-0.022109975420565586
2020-11-01,"Richmond, VA",635.0,7258.0,643.0,7321.0,1349732,37.5295,-77.4756,1239.516414,0.47046376614024116,5.377363802591923,0.4763908687057875,5.424039735295599,0.053567556945586015
2020-11-01,"Riverside, CA",1215.0,12826.0,1225.0,12937.0,4688053,33.9381,-117.3949,1920.646612,0.25916942491904427,2.7358905712030133,0.2613025066056207,2.759567777924012,0.09197916213421653
2020-11-01,"Rochester, NY",156.0,1817.0,161.0,1856.0,1052087,43.168,-77.6162,1107.801805,0.1482767109564133,1.727043485947455,0.15302916964091373,1.764112663686558,0.060680775178869606
2020-11-01,"Sacramento, CA",716.0,9639.0,718.0,9753.0,2420608,38.5677,-121.4685,1860.978664,0.2957934535455555,3.982057400454762,0.2966196922426101,4.029153006186875,0.06938574750133797
2020-11-01,"Salt Lake City, UT",1134.0,10122.0,1141.0,10206.0,1267864,40.7776,-111.9311,1287.782114,0.8944176977972401,7.983506117375366,0.899938794697223,8.049759280175161,0.03703697243495152
2020-11-01,"San Antonio, TX",1234.0,15106.0,1245.0,15320.0,2703999,29.4632,-98.5238,1239.950891,0.456361115518164,5.586540527566763,0.46042916435989806,5.665682568669589,0.02224696342889243
2020-11-01,"San Diego, CA",630.0,7923.0,653.0,8072.0,3269973,32.8313,-117.1222,2235.616448,0.19266214124703782,2.4229557858734614,0.19969583846716776,2.468521911342999,0.030471303620360324
2020-11-01,"San Francisco, CA",954.0,9248.0,986.0,9422.0,4566961,37.7558,-122.4449,2652.626996,0.20889164588880876,2.024978973982918,0.21589849354964932,2.063078708138738,-0.07709206960718018
2020-11-01,"San Jose, CA",432.0,5584.0,437.0,5640.0,1945767,37.3012,-121.848,2839.992378,0.22202041662747904,2.869819459370007,0.22459009737548227,2.898599883747643,-0.06652837396416766
2020-11-01,"Washington, DC",1813.0,21402.0,1831.0,21536.0,6304975,38.9047,-77.0163,1911.427416,0.2875507040075496,3.3944623095254145,0.29040559240916897,3.4157153676263587,-0.021082396213957022
2020-11-01,"Tampa, FL",1522.0,18477.0,1524.0,18542.0,3342963,27.9945,-82.4447,1457.645847,0.45528472794942687,5.527132666439922,0.45588299960244844,5.546576495163123,0.06340276218423369
2020-11-01,"Tucson, AZ",407.0,4477.0,411.0,4515.0,1063162,32.1541,-110.8787,1206.905307,0.38282030396120253,4.211023343573228,0.38658266567089494,4.246765779815306,0.08388460583972757
2020-11-01,"Urban Honolulu, HI",180.0,1543.0,184.0,1565.0,989408,,,2159.32446,0.18192697047123127,1.5595184190950548,0.18596979203725864,1.5817539377082053,-0.0015039682470817661
2020-11-01,"Virginia Beach, VA",604.0,6182.0,608.0,6213.0,1787169,36.7335,-76.0435,1318.509423,0.337964680452716,3.4591020770839243,0.34020285714445586,3.476447946444908,0.06091554833516244
2020-11-01,"St. Louis, MO",920.0,7183.0,942.0,7267.0,2796999,38.6359,-90.2451,1076.394538,0.32892396457774925,2.5681096060456223,0.33678953764373887,2.5981417941157647,0.05140120575602958
2020-11-01,"Raleigh, NC",1984.0,15680.0,1998.0,15752.0,1509231,35.8324,-78.6429,1384.776786,1.3145767612777632,10.389396984292,1.323853008585167,10.43710339901579,0.03640046205944003
2020-11-01,"Memphis, TN",335.0,4376.0,335.0,4405.0,1335674,35.1087,-89.9663,1169.058514,0.25080970356539095,3.276248545678062,0.25080970356539095,3.29796043046432,0.1075808374215752
2020-11-01,"Miami, FL",1166.0,20238.0,1204.0,20554.0,6183199,25.784,-80.2101,1835.046134,0.18857552538742486,3.2730630212613243,0.19472121146351587,3.3241692528414495,0.025318755792632874
2020-11-01,"Milwaukee, WI",307.0,2542.0,311.0,2584.0,1560424,43.0642,-87.9675,1074.833415,0.19674139849169198,1.6290444135696451,0.19930480433523196,1.6559601749268147,0.03137804314941439
2020-11-01,"Minneapolis, MN",2041.0,19042.0,2060.0,19198.0,3712020,44.9635,-93.2678,1440.435326,0.5498353995937523,5.12982149880658,0.5549539064983485,5.171847134444318,0.01189156210734299
2020-11-01,"Las Vegas, NV",1467.0,12545.0,1486.0,12701.0,2336573,36.2333,-115.2654,1382.842838,0.6278425711501417,5.368974134341191,0.635974138192986,5.435738579535071,0.06321267698986421
2020-11-01,"Los Angeles, CA",2062.0,23511.0,2103.0,23882.0,12799100,34.1141,-118.4068,2348.161361,0.16110507770077584,1.836926033861756,0.1643084279363393,1.8659124469689274,-0.005417301807702279
2020-11-01,"Louisville, KY",544.0,4176.0,556.0,4218.0,1365557,38.1663,-85.6485,1047.497232,0.39837223931333515,3.058092778258249,0.40715986223936457,3.0888494584993524,0.04556098270958375
2020-11-01,"Philadelphia, PA",1796.0,14035.0,1838.0,14332.0,6246160,40.0077,-75.1339,1487.023286,0.2875366625254556,2.2469805448467537,0.29426079383173026,2.294529759083981,0.02692183286163341
2020-11-01,"Phoenix, AZ",3685.0,41288.0,3730.0,41671.0,5070110,33.5722,-112.0892,1427.140069,0.726808688568887,8.14341306204402,0.7356842356477473,8.218953829404095,0.08667351766745002
2020-11-01,"Pittsburgh, PA",167.0,1774.0,169.0,1789.0,2422725,40.4397,-79.9763,1125.247279,0.06893064627640365,0.7322333323014375,0.06975616299827672,0.7384247077154856,0.026583450253131025
2020-11-01,"Portland, OR",930.0,11976.0,944.0,12138.0,2508050,45.5371,-122.65,1516.914318,0.37080600466497876,4.77502442136321,0.37638803054165587,4.839616435079045,0.016750856828886107
2020-11-01,"Providence, RI",171.0,1845.0,173.0,1862.0,1677803,41.823,-71.4187,1545.724107,0.10191899764155864,1.0996523429747116,0.10311103270169382,1.1097846409858607,0.07480333401367223
2020-11-01,"Nashville, TN",2161.0,23415.0,2188.0,23622.0,2102573,36.1715,-86.7842,1465.571196,1.0277883336274176,11.136355313228126,1.0406297427009668,11.234806116125338,0.018080169174572447
2020-11-01,"New York, NY",4823.0,48552.0,4943.0,49735.0,19498249,40.6943,-73.9249,2439.861732,0.24735554459274778,2.4900697493400563,0.253509943380044,2.550741864051485,-0.08932733175241925
2020-11-01,"New Orleans, LA",337.0,3902.0,338.0,3912.0,962165,30.0687,-89.9288,1321.217257,0.35025177594279566,4.055437476940026,0.35129109872007397,4.065830704712809,0.03868043858122183
2020-11-01,"Oklahoma City, OK",552.0,6797.0,552.0,6822.0,1477926,35.4676,-97.5136,1078.946738,0.37349637261946805,4.599012399808922,0.37349637261946805,4.615927996394948,0.043812912864530595
2020-11-01,"Orlando, FL",1464.0,22329.0,1471.0,22508.0,2817933,28.4773,-81.337,1505.832931,0.5195297404161136,7.923893151469534,0.5220138307049884,7.9874148888564775,0.0158126603787605
2020-12-01,"Grand Rapids, MI",159.0,2317.0,161.0,2353.0,1162950,42.9619,-85.6562,1209.445067,0.13672126918612149,1.9923470484543617,0.13844103357839976,2.0233028075153703,0.06453201904668182
2020-12-01,"Detroit, MI",961.0,7244.0,981.0,7343.0,4342304,42.3834,-83.1024,1155.752298,0.22131108278001724,1.6682387967309522,0.2259169325777283,1.691037753229622,0.0720415169785007
2020-12-01,"Jacksonville, FL",1792.0,16361.0,1794.0,16426.0,1713240,30.3322,-81.6749,1317.513044,1.0459713758726157,9.549742009292334,1.0471387546403306,9.587681819243072,0.05756629288472559
2020-12-01,"Kansas City, MO",871.0,10738.0,887.0,10878.0,2221343,39.1238,-94.5541,1114.789814,0.39210513639721556,4.83401257707612,0.3993079862047419,4.897037512891975,0.04728830024393771
2020-12-01,"Denver, CO",3012.0,19566.0,3030.0,19707.0,3005131,39.762,-104.8758,1605.55803,1.0022857572598334,6.510864251841268,1.0082755127813066,6.55778400342614,-0.0033633993916510896
2020-12-01,"Hartford, CT",150.0,1396.0,154.0,1440.0,1151543,41.7661,-72.6834,1402.350666,0.13026000765928844,1.2122864712824444,0.13373360786353614,1.250496073529169,0.06203385215221813
2020-12-01,"Houston, TX",6485.0,68415.0,6527.0,69021.0,7510253,29.786,-95.3885,1402.21947,0.8634862234334848,9.10954664243668,0.8690785783115429,9.19023633424866,0.01045516601484442
2020-12-01,"Indianapolis, IN",792.0,10669.0,797.0,10767.0,2138468,39.7771,-86.1458,1176.626669,0.3703585931610854,4.989085644489419,0.37269671559265793,5.0349128441482405,0.08028428886741357
2020-12-01,"Birmingham, AL",248.0,3876.0,249.0,3897.0,1184290,33.5279,-86.7971,1142.205811,0.20940816860735123,3.2728470222665056,0.21025255638399376,3.2905791655759993,0.05165808461901911
2020-12-01,"Boston, MA",1540.0,14155.0,1596.0,14665.0,4919179,42.3188,-71.0852,2195.230315,0.31306037043986407,2.877512690633945,0.3244443839104046,2.981188527597796,-0.0624973248477344
2020-12-01,"Baltimore, MD",678.0,8080.0,682.0,8137.0,2834316,39.3051,-76.6144,1522.273233,0.23921115359049588,2.8507759896920457,0.2406224288329177,2.8708866618965563,0.028193502124950864
2020-12-01,"Atlanta, GA",2636.0,31627.0,2640.0,31770.0,6307261,33.7628,-84.422,1476.387906,0.41793101633181184,5.014379458849095,0.4185652060379299,5.0370517408428155,0.0671277774840815
2020-12-01,"Austin, TX",3680.0,40875.0,3705.0,41264.0,2473275,30.3005,-97.7522,1435.363707,1.4879057120619423,16.5266701034054,1.4980137671710585,16.683951440903257,-0.006666545356136422
2020-12-01,"Cleveland, OH",288.0,3346.0,291.0,3366.0,2063132,41.4764,-81.6805,1064.945147,0.13959358877667546,1.621806069606792,0.14104768865976583,1.6315000688273944,0.05524521270684435
2020-12-01,"Columbus, OH",1052.0,12052.0,1083.0,12298.0,2180271,39.9862,-82.9855,1222.152201,0.4825088257377179,5.527753201322221,0.49672724170527427,5.640583211903474,0.05003367378855117
2020-12-01,"Dallas, TX",5523.0,60062.0,5545.0,60451.0,8100037,32.7935,-96.7667,1411.022745,0.6818487372341633,7.415027857280157,0.6845647742102906,7.463052329267138,0.026752870021807373
2020-12-01,"Cincinnati, OH",509.0,7259.0,511.0,7351.0,2271479,39.1413,-84.506,1139.954531,0.22408307538832628,3.1957152146244807,0.224963558985137,3.236217460077773,0.052839581341332265
2020-12-01,"Chicago, IL",1213.0,15048.0,1227.0,15285.0,9262825,41.8375,-87.6866,1548.438297,0.1309535697802776,1.6245583825668735,0.13246498773322393,1.6501445293417505,-0.02319751995555297
2020-12-01,"Buffalo, NY",120.0,1462.0,123.0,1499.0,1155604,42.9018,-78.8487,1017.593953,0.10384180047836457,1.2651392691614083,0.10643784549032367,1.2971571576422374,0.05538494262450255
2020-12-01,"Charlotte, NC",2202.0,24225.0,2221.0,24418.0,2805115,35.2083,-80.8303,1377.070486,0.7849945545904535,8.636009575365001,0.791767895433877,8.704812458669252,0.043903036235714676
2020-12-01,"Seattle, WA",2641.0,23456.0,2691.0,23879.0,4044837,47.6211,-122.3244,1748.538342,0.6529311317118588,5.798997586305703,0.6652925692679335,5.903575348030094,-0.03658843815109436
2020-12-01,"St. Louis, MO",631.0,7827.0,641.0,7919.0,2796999,38.6359,-90.2451,1078.716115,0.22559893657452149,2.7983563812500467,0.22917419705906222,2.831248777707822,0.05265703739435801
2020-12-01,"Richmond, VA",725.0,8039.0,727.0,8105.0,1349732,37.5295,-77.4756,1240.661156,0.5371436700026376,5.955997190553384,0.5386254456440241,6.004895786719141,0.051609851108378235
2020-12-01,"Riverside, CA",1491.0,14328.0,1524.0,14472.0,4688053,33.9381,-117.3949,1937.911249,0.3180424794685555,3.056279440526803,0.32508164903425796,3.0869958168135043,0.09915956985441077
2020-12-01,"Rochester, NY",123.0,1861.0,125.0,1894.0,1052087,43.168,-77.6162,1116.283516,0.1169104836387105,1.7688651223710588,0.11881146711251066,1.8002313496887614,0.06584699355904888
2020-12-01,"Sacramento, CA",1434.0,11072.0,1446.0,11198.0,2420608,38.5677,-121.4685,1866.066115,0.5924131457881656,4.5740574268944005,0.5973705779704933,4.626110464808842,0.0734579250690166
2020-12-01,"Salt Lake City, UT",864.0,11020.0,871.0,11132.0,1267864,40.7776,-111.9311,1284.694207,0.6814611030836115,8.691783976830322,0.6869821999835946,8.78012152723005,0.037382196027808456
2020-12-01,"San Antonio, TX",1622.0,16748.0,1642.0,16982.0,2703999,29.4632,-98.5238,1243.582006,0.5998522928447828,6.193789272851062,0.6072487452842993,6.2803277663934045,0.025860468798125424
2020-12-01,"San Diego, CA",1548.0,9447.0,1599.0,9640.0,3269973,32.8313,-117.1222,2246.704016,0.4733984042070072,2.8890146799377243,0.48899486326033886,2.948036574002293,0.03319628197162405
2020-12-01,"San Francisco, CA",786.0,9992.0,807.0,10180.0,4566961,37.7558,-122.4449,2634.931114,0.1721056956693959,2.1878881820974607,0.1767039394468225,2.2290534121048986,-0.08330502498286985
2020-12-01,"San Jose, CA",459.0,5948.0,468.0,6012.0,1945767,37.3012,-121.848,2813.215047,0.23589669266669647,3.056892217824642,0.24052211801310228,3.0897841313990835,-0.07746560880394426
2020-12-01,"Washington, DC",2832.0,24754.0,2863.0,24911.0,6304975,38.9047,-77.0163,1900.726303,0.44916910852144537,3.9261059718714195,0.4540858607686787,3.9510069429299874,-0.026895467089054437
2020-12-01,"Virginia Beach, VA",436.0,6815.0,437.0,6847.0,1787169,36.7335,-76.0435,1324.717407,0.24396125939964267,3.813293538551754,0.24452080357257763,3.831198952085673,0.05830254471275098
2020-12-01,"Tampa, FL",1582.0,20052.0,1585.0,20119.0,3342963,27.9945,-82.4447,1469.165529,0.4732328775400745,5.998271593194421,0.47413028501960686,6.018313693570644,0.06886885585641256
