name,fips,lat,lng,pop_2023,date,zori,zori_1yc,zori_5yc
"Lorain County, OH",39093,41.391668,-82.110224,317910,2025-02-28,1304.2117647058824,0.05423092957207021,0.5019325430740973
"Northampton County, PA",42095,40.699145,-75.320858,319091,2025-02-28,1792.4162800674428,0.049106622946302636,0.4130636400336447
"McHenry County, IL",17111,42.270305,-88.351365,312800,2025-02-28,1870.4027777777776,0.07903244799854381,0.445349507040522
"Lubbock County, TX",48303,33.552551,-101.894337,320940,2025-02-28,1371.121014504766,0.032475318424551425,0.21985054717642516
"Saint Louis City, MO",29510,38.620558,-90.253332,281754,2025-02-28,1310.01717528902,0.04750985270244401,0.3307232862988774
"Cumberland County, ME",23005,43.746359,-70.305033,310230,2025-02-28,2261.5712489343564,0.0593664327077148,0.4038608525814966
"Gloucester County, NJ",34015,39.748752,-75.130305,308423,2025-02-28,2403.847640282423,0.06481976410698764,0.4917939146910577
"Greene County, MO",29077,37.192242,-93.309507,304611,2025-02-28,1291.4399716162775,0.04308759551458352,0.44157763031146624
"Dutchess County, NY",36027,41.678068,-73.84154,297150,2025-02-28,2139.1968253968253,0.04438088102005078,0.5033573470543327
"Chatham County, GA",13051,32.043151,-81.136643,303655,2025-02-28,1771.486507936508,0.02847347152305635,0.5227395259714962
"Clayton County, GA",13063,33.551579,-84.361187,298300,2025-02-28,1717.447290324087,0.031625977801735816,0.558895985398667
"Ottawa County, MI",26139,42.911054,-86.015862,303372,2025-02-28,1557.1660256410255,0.030560709309606526,0.426043573319292
"Anchorage Borough, AK",2020,61.191547,-149.792287,286075,2025-02-28,1684.2934136106549,0.04035737298720776,0.32638397012665865
"Cleveland County, OK",40027,35.269308,-97.450434,301193,2025-02-28,1373.4018011146156,0.04205660823742896,0.3377573742083688
"Lexington County, SC",45063,33.962205,-81.218934,309528,2025-02-28,1618.933697460527,0.059390602210829035,0.4316917762353105
"Leon County, FL",12073,30.466102,-84.269682,296913,2025-02-28,1528.7853789403086,0.03394916649058266,0.4589538705202849
"Thurston County, WA",53067,47.00087,-122.836576,299003,2025-02-28,2082.8094601476955,0.026812934624611984,0.3830011180518411
"Ingham County, MI",26065,42.688382,-84.486253,284637,2025-02-28,1158.4662081128747,0.07654838539235587,0.4505022911976231
"Winnebago County, IL",17201,42.308321,-89.060442,280922,2025-02-28,1253.3699633699634,0.06670954294336151,0.4876728904531509
"Dauphin County, PA",42043,40.304616,-76.796486,289234,2025-02-28,1296.3434410999628,0.05464138107439198,0.3888962277587831
"San Luis Obispo County, CA",6079,35.341822,-120.665804,281639,2025-02-28,3229.5238133634357,0.03528274704024037,0.39803830793777095
"Benton County, AR",5007,36.335056,-94.230342,311013,2025-02-28,1597.9903642773206,0.05825522153396201,0.4870980497008488
"Merced County, CA",6047,37.274812,-120.628944,291920,2025-02-28,1975.6556796833063,0.06933100217825516,0.49141481757758076
"York County, SC",45091,34.998556,-81.051363,298320,2025-02-28,1589.9411764705883,0.023575675014774422,0.384642456681795
"Alachua County, FL",12001,29.664721,-82.391582,285994,2025-02-28,1649.5882106191384,0.030216562302598282,0.38628931455071136
"Atlantic County, NJ",34001,39.428157,-74.584723,275213,2025-02-28,2007.554347826087,0.05714810348946475,0.6428726809606145
"Kitsap County, WA",53035,47.612218,-122.63287,277658,2025-02-28,1992.120235884065,0.07714875783436814,0.3604361054415426
"Santa Cruz County, CA",6087,36.986338,-121.938739,261547,2025-02-28,3438.8124921055955,0.053432283310854034,0.3288333106272989
"Saint Joseph County, IN",18141,41.67642,-86.227079,272848,2025-02-28,1284.4160894660895,0.04752949355876379,0.568175139436482
"Erie County, PA",42049,42.068563,-80.07268,267571,2025-02-28,1037.5995670995671,0.0867531788642455,0.4388868981074605
"New London County, CT",9011,41.443271,-72.097543,268605,2025-02-28,1758.704048769266,0.0707896307627045,0.5368328257138757
"Frederick County, MD",24021,39.427679,-77.400605,293391,2025-02-28,1981.7644787644788,0.04377129779295319,0.3862836093542219
"Brown County, WI",55009,44.497155,-88.034145,271417,2025-02-28,1120.7858807858809,0.03848059494445644,
"Buncombe County, NC",37021,35.585308,-82.551811,275901,2025-02-28,1836.0108024691356,0.014070286643400598,0.42876656292914683
"Webb County, TX",48479,27.522979,-99.475549,269148,2025-02-28,1259.857142857143,0.010059715706546957,0.30596412414474217
"Madison County, IL",17119,38.801004,-90.012645,262752,2025-02-28,1096.815619967794,0.04006704660127092,0.3576821981609899
"Saint Johns County, FL",12109,29.991793,-81.434924,320110,2025-02-28,2253.5891862444673,0.0004799570875175796,0.3753537440622887
"Washington County, MN",27163,44.985726,-92.921431,278936,2025-02-28,1828.2309523809524,0.056357908119026856,0.2702689069844293
"Saint Tammany Parish, LA",22103,30.386943,-89.961836,275583,2025-02-28,1539.0533849129597,0.03281764816551269,0.2892598248027489
"Marin County, CA",6041,37.986474,-122.546657,254407,2025-02-28,3486.8647489685227,0.0424270915448377,0.18582514794811056
"Cherokee County, GA",13057,34.170504,-84.494745,286602,2025-02-28,2098.1921823784573,0.01547085113668456,0.4043159726605867
"Kalamazoo County, MI",26077,42.262549,-85.586372,262215,2025-02-28,1293.9418300653597,0.06265720877325331,0.33213392097932304
"Weber County, UT",49057,41.227609,-111.992699,271926,2025-02-28,1473.5111783154125,0.024819904234940626,0.4272559616533824
"Saint Clair County, IL",17163,38.548186,-89.990225,251018,2025-02-28,1178.888888888889,0.08385112693439845,0.4349888954569898
"Harford County, MD",24025,39.520613,-76.309261,264644,2025-02-28,1748.303737839222,0.04391558611211299,0.32786400697975493
"McLennan County, TX",48309,31.53998,-97.174773,268583,2025-02-28,1518.78216966967,0.012933485538776601,0.3681418225286126
"Cumberland County, PA",42041,40.205907,-77.092609,270738,2025-02-28,1504.2687356979404,0.05319530841528475,0.39707704638842967
"Jefferson County, TX",48245,30.01146,-94.067627,251496,2025-02-28,1227.7165242165242,0.04319743366207085,0.254149073949427
"Yakima County, WA",53077,46.519342,-120.42159,256643,2025-02-28,1352.8936965811963,0.04354763563980413,
"Clay County, MO",29047,39.252956,-94.497328,259772,2025-02-28,1486.2619885433714,0.051030373479568736,0.40564934123611174
"Chesapeake City, VA",51550,36.755679,-76.282736,253886,2025-02-28,1885.3172043010752,0.043109539696511545,0.37174503158604155
"Forsyth County, GA",13117,34.190488,-84.150182,272887,2025-02-28,2181.2178628389156,0.011776603778579586,0.38761542843925967
"Washington County, AR",5143,36.09592,-94.172336,261549,2025-02-28,1522.98547008547,0.06371273224978036,0.4572025159171398
"Williamson County, TN",47187,35.912269,-86.846241,264460,2025-02-28,2166.1336011904764,0.05156001978968705,0.3583948643215129
"Lafayette Parish, LA",22055,30.198103,-92.042199,249750,2025-02-28,1290.2256564853462,0.01633026078938049,0.2782192132001029
"Caddo Parish, LA",22017,32.468933,-93.799166,226386,2025-02-28,1129.4230850168349,0.07825750028186307,0.32761565976426876
"Warren County, OH",39165,39.423255,-84.24395,252148,2025-02-28,1904.8905555555557,0.058317883750856,0.3970014632322272
"Norfolk City, VA",51710,36.896214,-76.260623,230930,2025-02-28,1615.4755595089844,0.07094811202906492,0.44413437531276423
"Henry County, GA",13151,33.470292,-84.174632,254613,2025-02-28,1950.823455831608,0.021557741189083046,0.4431593152121598
"Union County, NC",37179,35.01249,-80.631967,256452,2025-02-28,2057.736657948682,0.021386547596246697,0.4042443657988999
"Arlington County, VA",51013,38.874744,-77.099874,234162,2025-02-28,2579.4538437001593,0.05384279968268846,0.19801967251838315
"Saratoga County, NY",36091,43.007918,-73.784353,238711,2025-02-28,1702.391223155929,0.022703938978985816,0.3715240779202804
"Hays County, TX",48209,30.009405,-97.925385,280486,2025-02-28,1650.5574424016347,-0.029496298683945765,0.1944795001320525
"Sussex County, DE",10005,38.661794,-75.331473,263509,2025-02-28,2263.055555555555,0.039569302523956296,
"Yavapai County, AZ",4025,34.628734,-112.273841,249081,2025-02-28,1888.3884111384111,0.03361185610609052,0.438247866780592
"Lake County, OH",39085,41.685007,-81.319872,231640,2025-02-28,1464.6024436090229,0.03536521143167293,0.35804310722695587
"Oneida County, NY",36065,43.146277,-75.355941,227555,2025-02-28,1521.6507936507935,0.044616836292173945,
"Smith County, TX",48423,32.326145,-95.300981,245209,2025-02-28,1510.3208285966905,0.023085685627943997,0.29828025787555346
"Brazos County, TX",48041,30.624157,-96.328757,244703,2025-02-28,1743.7240472310375,0.041810070128522,0.3215496151741295
"Hinds County, MS",28049,32.304046,-90.257,214870,2025-02-28,1215.3155080213903,0.06796496053571355,0.3599732107974394
"Montgomery County, AL",1101,32.346473,-86.233787,224980,2025-02-28,1306.7055974788216,0.04906402313204983,0.3877710829920433
"Mahoning County, OH",39099,41.048246,-80.697024,225596,2025-02-28,986.9907407407408,0.0415448184098246,0.4678948393089617
"Linn County, IA",19113,42.008474,-91.648394,228972,2025-02-28,1085.8309375809376,0.037981123221445534,0.22797571644476888
"Barnstable County, MA",25001,41.692343,-70.328659,231735,2025-02-28,2796.555555555556,0.022529669166827082,0.38387741754505766
"Canyon County, ID",16027,43.612485,-116.625046,257674,2025-02-28,1500.638176638177,0.015557173875274444,0.41819844987317367
"Baldwin County, AL",1003,30.537396,-87.761478,253507,2025-02-28,1611.9035078860106,0.014862202367868838,0.3565355114651454
"Gaston County, NC",37071,35.273689,-81.150823,237242,2025-02-28,1687.7036643026004,0.04001974688098997,0.4830167105302874
"Jefferson County, MO",29099,38.340859,-90.475056,231230,2025-02-28,1526.6296296296296,0.04941675780777355,0.42902586386200414
"Richmond City, VA",51760,37.535453,-77.466456,229247,2025-02-28,1546.9911472121482,0.04890120990540403,0.37682512891070874
"New Hanover County, NC",37129,34.210212,-77.878389,238852,2025-02-28,1661.027743421749,0.012965310773457084,0.417255609144664
"Whatcom County, WA",53073,48.82321,-122.487638,231919,2025-02-28,1986.0080750095676,0.037927490556829424,0.37782875040176656
"Tuscaloosa County, AL",1125,33.214817,-87.518474,237373,2025-02-28,1492.820751786269,0.08239349484083514,0.39519013688821625
"Berkeley County, SC",45015,33.059268,-80.035006,255217,2025-02-28,2015.4000233379036,0.014847972274040888,0.4182708604626282
"Jackson County, OR",41029,42.347769,-122.858631,220768,2025-02-28,1761.247023809524,0.06629674525463658,0.3728374124432918
"Cabarrus County, NC",37025,35.395655,-80.621106,240016,2025-02-28,1804.0580081569667,0.026143209407816226,0.42309930471290214
"Shelby County, AL",1117,33.290336,-86.73899,233000,2025-02-28,1638.263082437276,0.04608119885663586,0.32182256631380235
"Dona Ana County, NM",35013,32.24837,-106.728836,225210,2025-02-28,1364.283007856341,0.027809414653578335,0.4353624244360119
"Butte County, CA",6007,39.658926,-121.72651,207172,2025-02-28,1648.9276431955211,0.029304966885806083,0.24090749990108118
"Yolo County, CA",6113,38.598163,-121.718874,220544,2025-02-28,2307.9087856329234,0.0018083144174596555,0.2146039870099008
"Clay County, FL",12019,30.087758,-81.800487,232439,2025-02-28,1848.6010608268673,0.014189047738713434,0.40139393467857043
"Montgomery County, TN",47125,36.557126,-87.345978,239872,2025-02-28,1393.090760098169,0.03158745584459788,0.3974846268096728
"Lackawanna County, PA",42069,41.441461,-75.636396,216123,2025-02-28,1380.7222222222224,0.034784530425844506,0.4908963384675782
"Niagara County, NY",36063,43.134406,-78.851139,209457,2025-02-28,1085.2564102564102,0.04560772047424755,0.5311855924508306
"Calcasieu Parish, LA",22019,30.225067,-93.257749,203761,2025-02-28,1038.5244035244034,0.04646064019692342,0.1527615483210638
"Mohave County, AZ",4015,35.034511,-114.262415,223682,2025-02-28,1691.3718253968254,0.044402180509721445,0.4896694441522005
"Delaware County, OH",39041,40.213434,-83.012316,231636,2025-02-28,1606.5202030812325,0.048448343065349286,0.3095729204484934
"Johnston County, NC",37101,35.570579,-78.419098,241955,2025-02-28,1834.8568754925136,0.034307491517980404,0.4079023276435627
"York County, ME",23031,43.422532,-70.64015,218586,2025-02-28,1897.092803030303,0.03450945212476175,0.5341001140424444
"Okaloosa County, FL",12091,30.551645,-86.565567,218464,2025-02-28,1923.4337032294775,0.035808333511314405,0.4483548774880437
"Washington County, PA",42125,40.20836,-80.146146,210232,2025-02-28,1343.3910533910532,0.021995435405929964,0.2509467499134965
"Clermont County, OH",39025,39.104936,-84.213831,211972,2025-02-28,1707.6517857142856,0.022637296743507784,0.4057039562489222
"Harrison County, MS",28047,30.434161,-89.063779,210612,2025-02-28,1437.536904761905,0.08238984238006308,0.5238109577049774
"Champaign County, IL",17019,40.126856,-88.23646,205644,2025-02-28,1264.4577675371222,0.05927818267430274,0.35111552894326015
"Elkhart County, IN",18039,41.637245,-85.905688,206409,2025-02-28,1088.174074074074,0.05962824880229367,
"Richmond County, GA",13245,33.427932,-82.051886,205414,2025-02-28,1320.793565025686,0.07748713302498489,0.4961879597407932
"Benton County, WA",53005,46.229857,-119.276673,215219,2025-02-28,1676.3117025089605,0.02928863159964301,0.388227235842862
"Muscogee County, GA",13215,32.495642,-84.928926,201877,2025-02-28,1211.377610486715,0.036909703308420916,0.43319091396857834
"Yuma County, AZ",4027,32.641391,-114.605444,213221,2025-02-28,1435.0346835990606,0.0532664168721686,
"Anderson County, SC",45007,34.564685,-82.61662,213076,2025-02-28,1357.9835164835165,0.039407974111955735,0.49706162015992494
"Trumbull County, OH",39155,41.240483,-80.759943,200373,2025-02-28,1038.0833333333333,0.15196383644212674,0.5483164846551505
"Hall County, GA",13139,34.26936,-83.847644,217267,2025-02-28,1811.006651802304,0.008493894968190974,0.432314303998639
"Onslow County, NC",37133,34.734255,-77.405266,213676,2025-02-28,1410.88336489899,0.03470524085946991,0.49911213115427033
"Hawaii County, HI",15001,19.672735,-155.428067,207615,2025-02-28,2477.062742812743,0.07622826880920752,
"Saint Louis County, MN",27137,47.078425,-92.307366,200514,2025-02-28,1683.6090203106332,0.05630795317220505,0.3215761240094037
"Broome County, NY",36007,42.120758,-75.936264,196077,2025-02-28,1275.6043956043957,0.11596846275365968,0.6240037197621193
"Racine County, WI",55101,42.735037,-87.928046,196613,2025-02-28,1230.7833333333333,0.04757862335306706,0.3608147582231904
"Sangamon County, IL",17167,39.771106,-89.654882,193491,2025-02-28,1136.4616228070174,0.055096855521669985,0.39007448008043566
"Deschutes County, OR",41017,44.090954,-121.306213,208513,2025-02-28,2154.6015590100956,0.0046708524000387275,0.37205499286250654
"Minnehaha County, SD",46099,43.558266,-96.731507,206930,2025-02-28,1125.07,0.03381239366224342,0.35540812362306995
"Livingston County, MI",26093,42.575026,-83.856466,196757,2025-02-28,1949.2222222222224,-0.0008577562327016786,0.3564364998934071
"Sumner County, TN",47165,36.396228,-86.536038,207994,2025-02-28,1642.690020832181,0.0020408420670445793,0.2986684351873172
"Butler County, PA",42019,40.821598,-79.966512,198413,2025-02-28,1727.1783216783217,0.048455907140442456,0.3165737620755471
"Hernando County, FL",12053,28.504446,-82.497025,212807,2025-02-28,1920.5796566002712,0.029964357568310174,0.6677758938323752
"El Dorado County, CA",6017,38.741021,-120.761446,192215,2025-02-28,2540.641989815903,0.021023448359996255,0.40849961538589663
"Saginaw County, MI",26145,43.399088,-83.996446,187782,2025-02-28,1005.6216931216932,0.05914479075503376,
"Outagamie County, WI",55087,44.308666,-88.401368,193234,2025-02-28,1362.1277777777775,0.0660172908057095,
"Sarpy County, NE",31153,41.152889,-96.0437,199886,2025-02-28,1392.859355336337,0.04824424988323073,0.3781123879055639
"Ellis County, TX",48139,32.429032,-96.828008,222829,2025-02-28,1895.1738562091505,0.011394996528635293,0.32188047505719575
"Tippecanoe County, IN",18157,40.418699,-86.886959,188792,2025-02-28,1484.748803827751,0.04069401117960014,0.4356278176839885
"Beaufort County, SC",45013,32.317957,-80.786927,198979,2025-02-28,2097.013356562137,0.015460222290270442,0.518988110610622
"Litchfield County, CT",9005,41.726958,-73.190432,185000,2025-02-28,1662.2629629629628,0.09922185079629608,0.7120908560237043
"Charlotte County, FL",12015,26.953831,-82.117344,206134,2025-02-28,1985.9356230297,-0.02159961664192478,0.48126186704140617
"Santa Rosa County, FL",12113,30.547226,-87.035767,203162,2025-02-28,2045.8728715728712,0.0143828748424506,0.43619464161045896
"Iredell County, NC",37097,35.694772,-80.866837,199710,2025-02-28,1780.229044834308,0.02938467040755577,0.37122254320852255
"DeSoto County, MS",28033,34.927389,-89.949653,193247,2025-02-28,1699.893620769796,0.028820090841366275,0.4076516845664595
"Newport News City, VA",51700,37.090511,-76.496261,183118,2025-02-28,1470.508763227513,0.024188499148089404,0.44364206180027477
"Cass County, ND",38017,46.853248,-96.866085,196362,2025-02-28,1111.448732718894,0.02857597185411187,0.24290031871104922
"Peoria County, IL",17143,40.746692,-89.639949,177513,2025-02-28,1093.0039215686274,0.026297280178405158,0.4552239358836514
"Boone County, MO",29019,38.956712,-92.321624,189463,2025-02-28,1283.883420639952,0.09591165838989602,0.5327050604262713
"Kanawha County, WV",54039,38.363316,-81.658246,174805,2025-02-28,962.300579322638,0.09051462446869185,0.2935536260893412
"Shasta County, CA",6089,40.578348,-122.300147,180366,2025-02-28,1529.6709401709402,0.07248297219395816,0.3985772139340613
"Ulster County, NY",36111,41.841749,-74.098362,182333,2025-02-28,1977.0979437229437,0.027440435273965225,0.41217820156223484
"Medina County, OH",39103,41.14417,-81.837739,184042,2025-02-28,1792.15873015873,0.029968285847014275,0.4063910432008382
"Bay County, FL",12005,30.21282,-85.670601,190769,2025-02-28,1705.9802274114772,0.01703030525488658,0.2764500121825235
"Kent County, DE",10001,39.127081,-75.55913,189789,2025-02-28,1702.8680555555554,0.015974445798267345,0.45389786033354285
"Imperial County, CA",6025,32.841599,-115.540049,179057,2025-02-28,1838.8222222222223,0.09699709449231242,
"Vanderburgh County, IN",18163,37.998233,-87.549603,179810,2025-02-28,1000.659965034965,0.055436504207036164,0.4114659305426265
"Shawnee County, KS",20177,39.034789,-95.706417,177746,2025-02-28,1141.5321637426898,0.08136210108713682,0.4285053788001756
"Licking County, OH",39089,40.051058,-82.52159,183201,2025-02-28,2019.5291005291003,0.05853973677284352,0.4351693436166415
"Johnson County, TX",48251,32.441328,-97.322751,202906,2025-02-28,1727.296332785988,0.0030182214057423717,0.31703056674805175
"Washington County, UT",49053,37.13018,-113.524041,202452,2025-02-28,1859.2513756025212,0.037324285389096934,0.3586697797198686
"Muskegon County, MI",26121,43.243847,-86.214941,176564,2025-02-28,1262.809523809524,0.06276779021302237,
"Scott County, IA",19163,41.5647,-90.562678,174270,2025-02-28,930.9094963903248,0.0366132008061284,0.28398076985344534
"Porter County, IN",18127,41.513979,-87.104333,175335,2025-02-28,1646.673611111111,0.06316081921246908,0.4164581271732666
"Lee County, AL",1081,32.592265,-85.359778,183215,2025-02-28,1623.864338715671,0.09225284311697046,0.41765998241648306
"Carroll County, MD",24013,39.526206,-76.993056,176639,2025-02-28,1846.2486772486773,0.0268646910582917,0.3664815747945849
"Hendricks County, IN",18063,39.773147,-86.41108,186387,2025-02-28,1811.101805148257,0.05603489392534233,0.387155112991624
"McLean County, IL",17113,40.493799,-88.953797,170441,2025-02-28,1272.8863636363635,0.03739044139976522,0.5147113583131184
"Winnebago County, WI",55139,44.101514,-88.540906,171735,2025-02-28,1107.5938228438229,0.06421662400615413,0.41784269093399873
"Pitt County, NC",37147,35.576487,-77.383372,175119,2025-02-28,1553.9473304473304,0.042199514381707326,0.46204721973786955
"Guadalupe County, TX",48187,29.601993,-98.107377,188454,2025-02-28,1795.190442890443,-0.008030747430672225,0.21444278482965196
"Kent County, RI",44003,41.698511,-71.488956,171278,2025-02-28,2110.3700466200467,0.09217161546425268,0.572037225899279
"Alamance County, NC",37001,36.071544,-79.413154,179165,2025-02-28,1439.0495041952709,0.07022820753556869,0.6086109030300872
"Kenosha County, WI",55059,42.572393,-87.924047,167488,2025-02-28,1725.7406204906204,0.07748978031978626,0.3839168693861408
"Wyandotte County, KS",20209,39.106038,-94.712818,165281,2025-02-28,1311.077831454643,0.06455702824929888,0.4316417994735249
"Kootenai County, ID",16055,47.738595,-116.837402,185010,2025-02-28,1772.123253060753,0.022028961205074138,0.44758210718614944
"Kenton County, KY",21117,39.011065,-84.549073,171321,2025-02-28,1584.734299516908,0.05184150022106082,0.426639020918121
"Beaver County, PA",42007,40.684267,-80.302021,165631,2025-02-28,1026.690476190476,0.05751495800882478,
"Monroe County, PA",42089,41.038639,-75.305852,166053,2025-02-28,1847.3095238095236,0.02417024822053815,0.5897952266607025
"Aiken County, SC",45003,33.535704,-81.774519,177130,2025-02-28,1400.53567251462,0.056405738147816686,0.5193632795831755
"Davidson County, NC",37057,35.857903,-80.200515,174804,2025-02-28,1605.0694444444443,0.07753008052790511,
"Pueblo County, CO",8101,38.265773,-104.646976,169422,2025-02-28,1379.4517195767194,0.006540630649981782,0.3563060167611771
"Chittenden County, VT",50007,44.480291,-73.149824,169481,2025-02-28,2042.9295751633988,0.043275804994484135,0.43044958457425664
"Greene County, OH",39057,39.725798,-83.997172,169691,2025-02-28,1525.4017094017092,0.06130177942303394,0.4179554390337308
"Midland County, TX",48329,32.003156,-102.10655,177108,2025-02-28,1606.73605118286,0.027381482789540446,0.01906700313994003
"Paulding County, GA",13223,33.913898,-84.814237,183164,2025-02-28,1977.2435897435896,0.015867381315835427,0.41686414482340495
"Charles County, MD",24017,38.58147,-76.951519,171973,2025-02-28,2393.973063973064,0.06511931853514352,0.3784141411612236
"Maui County, HI",15009,20.862853,-156.491993,164183,2025-02-28,3642.70052910053,0.01283921488325901,
"Middlesex County, CT",9007,41.479018,-72.571631,164759,2025-02-28,1975.8388888888887,0.10156331314877431,0.46339421826766536
"Yellowstone County, MT",30111,45.789945,-108.546051,170843,2025-02-28,1362.9093976199238,0.021227321414600375,0.4468286226536997
"Rock County, WI",55105,42.65481,-89.037935,164278,2025-02-28,1145.357142857143,0.07046015201168943,
"Portage County, OH",39133,41.18075,-81.276935,162665,2025-02-28,1527.3935185185185,0.04108572390431786,0.4516615558574131
"Hampshire County, MA",25015,42.312741,-72.572165,162502,2025-02-28,2314.0925925925926,0.04026706134040592,
"Ector County, TX",48135,31.866684,-102.389586,164494,2025-02-28,1560.745104299702,0.005424249380492574,0.09518373917569112
"Houston County, GA",13153,32.565757,-83.663692,171974,2025-02-28,1554.8055555555557,0.044618791717979,0.5170879696782245
"Dorchester County, SC",45035,32.995941,-80.212663,169833,2025-02-28,1760.2809249320878,-0.0013948408074521135,0.3825004378730279
"Rensselaer County, NY",36083,42.699563,-73.631993,159305,2025-02-28,1445.460897435897,0.08388092602884911,0.4006578073092728
"Olmsted County, MN",27109,44.024514,-92.476238,164784,2025-02-28,1603.023426382047,0.05121490109620286,0.2567692348505457
"Jackson County, MI",26075,42.241802,-84.406618,159424,2025-02-28,1063.0952380952378,0.11896815754572576,0.5633182200147238
"Ouachita Parish, LA",22073,32.516411,-92.131922,157568,2025-02-28,1041.892857142857,0.040290956525639965,
"Saint Clair County, MI",26147,42.912215,-82.563457,159874,2025-02-28,1112.4027777777776,0.054096105339489275,
"Johnson County, IN",18081,39.555913,-86.115187,167819,2025-02-28,1720.8722340461472,0.04698120296751873,0.37704675342120675
"Catawba County, NC",37035,35.695474,-81.245331,164645,2025-02-28,1416.5064102564102,0.043664655801798125,
"Centre County, PA",42027,40.839811,-77.836167,157795,2025-02-28,1670.1896825396825,0.04437340224331443,0.2717582420781153
"Alexandria City, VA",51510,38.819775,-77.091035,155230,2025-02-28,2239.8915529429205,0.05250795814285425,0.19886252147862238
"Indian River County, FL",12061,27.671332,-80.440738,169795,2025-02-28,2323.840530814215,0.04634432910811426,0.679205784950945
"Martin County, FL",12085,27.145869,-80.245706,163315,2025-02-28,2327.1609762786234,0.0262697027843366,0.5665206362595743
"Sullivan County, TN",47163,36.529913,-82.397127,162135,2025-02-28,1391.4610389610389,0.05812335284991477,
"Stearns County, MN",27145,45.559158,-94.355044,160977,2025-02-28,1353.8430555555556,0.06343911296631077,0.3327898572770447
"Fairfield County, OH",39045,39.799356,-82.672891,165360,2025-02-28,1874.301948051948,0.04967125221421975,0.4106563526967397
"Schenectady County, NY",36093,42.809147,-73.945253,159902,2025-02-28,1431.9642857142856,0.06364167241717733,0.38859632436360103
"Bibb County, GA",13021,32.834626,-83.690072,156512,2025-02-28,1212.595802469136,0.027473938751900073,0.4655464978075081
"Madera County, CA",6039,37.037074,-120.009796,162858,2025-02-28,2258.690476190476,0.0017931372206942964,
"Comal County, TX",48091,29.764473,-98.22166,193928,2025-02-28,1628.373803071364,-0.02288941616561424,0.21089472873269766
"Rankin County, MS",28121,32.281333,-90.030487,160417,2025-02-28,1641.8350168350169,0.07955026999786385,0.33601056501289683
"Franklin County, PA",42055,39.883461,-77.654852,157854,2025-02-28,1249.1507936507935,0.07045491881492971,0.4857655869632098
"Cumberland County, NJ",34011,39.431713,-75.0896,152326,2025-02-28,1846.3888888888887,0.11713098190130156,
"Mesa County, CO",8077,39.092942,-108.546673,159681,2025-02-28,1664.4870931537598,0.07436741396511137,0.46355826823888013
"Columbia County, GA",13073,33.514668,-82.175338,165162,2025-02-28,1739.418192918193,0.060265915060843334,0.42899676996836655
"Berrien County, MI",26021,41.985704,-86.406377,152261,2025-02-28,1158.0416666666667,0.0793899108854359,0.4106884042471588
"Stafford County, VA",51179,38.415146,-77.45027,165428,2025-02-28,2299.342926093514,0.07624623712966216,0.43941366558271544
"Monroe County, MI",26115,41.901664,-83.486421,155045,2025-02-28,1387.3,0.0347714854722152,
"Washington County, MD",24043,39.618688,-77.73148,155813,2025-02-28,1367.3947163947162,0.04459168401529423,0.5213488040781928
"Santa Fe County, NM",35049,35.632632,-106.004765,155956,2025-02-28,2073.9808945440523,0.02405545158472644,0.3646568333524247
"Merrimack County, NH",33013,43.244048,-71.586768,157103,2025-02-28,1983.0116550116552,0.11485417346720594,
"Penobscot County, ME",23019,44.944506,-68.797457,155312,2025-02-28,1533.548611111111,0.026602585353283636,0.4783193701507098
"Citrus County, FL",12017,28.865585,-82.455213,166696,2025-02-28,1677.653439153439,0.08358108063427294,0.6113045776455761
"Kings County, CA",6031,36.252657,-119.726922,152682,2025-02-28,1983.7777777777776,0.0671694939778591,
"Johnson County, IA",19103,41.683586,-91.561276,157528,2025-02-28,1253.077380952381,0.04268447684882282,0.2228895288786643
"Canadian County, OK",40017,35.493359,-97.766177,175829,2025-02-28,1596.2666666666669,0.041467894598220756,0.2754243146936788
"Tolland County, CT",9013,41.842288,-72.372969,150293,2025-02-28,2185.6944444444443,0.08286250565612074,0.5355617592434205
"Scott County, MN",27139,44.714553,-93.466447,155814,2025-02-28,1754.6274509803925,0.04051532400028868,0.26158538642016893
"Sandoval County, NM",35043,35.319674,-106.649224,155936,2025-02-28,1895.7258771929824,0.035346212856961934,0.5085610870696473
"Orange County, NC",37135,35.980115,-79.082329,150626,2025-02-28,1722.480439291101,0.03154954616643324,0.34247057549699433
"Rowan County, NC",37159,35.620923,-80.522841,151661,2025-02-28,1344.4935897435898,0.057405640136578784,
"Sussex County, NJ",34037,41.090477,-74.655456,146132,2025-02-28,2182.2222222222226,0.04554023662502216,
"Coweta County, GA",13077,33.377998,-84.73346,155892,2025-02-28,1826.5707318824964,0.0032891045296008503,0.46389773388627953
"Coconino County, AZ",4005,35.476113,-111.601825,144472,2025-02-28,2262.551747014595,0.030608331692675517,0.4686174961681735
"Parker County, TX",48367,32.789424,-97.727364,173494,2025-02-28,1581.0196437038542,0.03344339451022482,0.36782798621827895
"Wilson County, TN",47189,36.200347,-86.409498,163674,2025-02-28,2000.6930735930737,0.03504849134290522,0.35405421926650904
"Rock Island County, IL",17161,41.489119,-90.502512,141236,2025-02-28,1145.4629629629628,0.05446186763832106,
"Randolph County, NC",37151,35.766153,-79.829145,147458,2025-02-28,1228.6984126984128,0.07055843432254805,
