name,fips,lat,lng,pop_2023,date,zori,zori_1yc,zori_5yc
"Pinellas County, FL",12103,27.900189,-82.727015,961596,2025-02-28,2073.1270139480453,0.05313131137704796,0.5894811106030211
"Prince Georges County, MD",24033,38.909313,-76.888689,947430,2025-02-28,1962.622258932063,0.028516343060484006,0.2364574518754785
"Fairfield County, CT",9001,41.206021,-73.367214,959768,2025-02-28,2752.2891870198378,0.07247175015496898,0.4170819323014525
"Bergen County, NJ",34003,40.916918,-74.056816,957736,2025-02-28,2766.042538499289,0.03664608019942528,0.33038615672546223
"Erie County, NY",36029,42.891147,-78.792727,946147,2025-02-28,1353.0579062711593,0.041927628463513944,0.3796674776108335
"Gwinnett County, GA",13135,33.954137,-84.053177,983526,2025-02-28,1978.6905756268527,0.008763429939637746,0.3720116815548704
"Milwaukee County, WI",55079,43.031416,-87.959526,916205,2025-02-28,1421.2543158208382,0.054999624592754204,0.3199175209945275
"DuPage County, IL",17043,41.848928,-88.071268,921213,2025-02-28,2058.943003756423,0.06361245821429584,0.37348818367269465
"Shelby County, TN",47157,35.131029,-89.886356,910042,2025-02-28,1366.9087755948092,0.020272042865339568,0.396311506961903
"Pierce County, WA",53053,47.177735,-122.407463,928696,2025-02-28,1947.501637865619,0.03578836899298499,0.340684301541885
"Kern County, CA",6029,35.369809,-118.941786,913820,2025-02-28,1811.9707083519515,0.039791347802595745,0.5001022641470696
"Hartford County, CT",9003,41.761165,-72.717868,896854,2025-02-28,1832.002077970828,0.0734754234606172,0.45154597274053865
"Denton County, TX",48121,33.116408,-97.014655,1007703,2025-02-28,1775.7829066067145,0.003835393532743314,0.28115092030983235
"Macomb County, MI",26099,42.589118,-82.957895,875101,2025-02-28,1386.29993710708,0.04592223003585838,0.4080304416078939
"San Francisco County, CA",6075,37.760569,-122.436499,808988,2025-02-28,3368.3291311782164,0.05143126590243008,-0.0169484478405737
"Hidalgo County, TX",48215,26.235916,-98.184508,898471,2025-02-28,1162.6999826524416,0.012612627054261916,0.2778870211996547
"New Haven County, CT",9009,41.396593,-72.942327,863700,2025-02-28,1996.9859727969624,0.06625762968364701,0.49797603811407454
"El Paso County, TX",48141,31.783025,-106.365548,869880,2025-02-28,1523.842166190295,0.02590148676930415,0.42831202634826204
"Middlesex County, NJ",34023,40.484409,-74.388583,863623,2025-02-28,2544.1982943143817,0.032596970798527414,0.3728795615777716
"Worcester County, MA",25027,42.303377,-71.802715,866866,2025-02-28,2115.2226839670498,0.06841297316305561,0.4689645805900007
"Essex County, NJ",34013,40.767919,-74.216055,851117,2025-02-28,2289.4800859290194,0.05756765238814299,0.4028084794501956
"Montgomery County, PA",42091,40.169483,-75.314499,868742,2025-02-28,2030.2566117010565,0.049733927551845136,0.3482392016408349
"Baltimore County, MD",24005,39.368834,-76.620325,844703,2025-02-28,1649.9542396163158,0.05322867913415297,0.27073885936832554
"Ventura County, CA",6111,34.242809,-119.025486,829590,2025-02-28,3054.095083659955,0.051291864191112424,0.3623198107754029
"Hamilton County, OH",39061,39.181054,-84.509096,827058,2025-02-28,1504.9730274408691,0.03745976534258477,0.3958421530878866
"Snohomish County, WA",53061,47.927544,-122.188806,844761,2025-02-28,2144.5931323604714,0.0315951184044434,0.30907426231769275
"Multnomah County, OR",41051,45.517904,-122.591156,789698,2025-02-28,1728.2573512573308,0.03241369296147001,0.18225525366551154
"Fort Bend County, TX",48157,29.620209,-95.681282,916778,2025-02-28,1964.522709022712,0.025189255630294394,0.2650451650432595
"Essex County, MA",25009,42.625306,-70.991432,810089,2025-02-28,2565.919972159436,0.053477065242182986,0.3939995162751453
"Suffolk County, MA",25025,42.336102,-71.077148,768425,2025-02-28,3426.4159894911368,0.039393437861610536,0.24279001656095378
"Oklahoma County, OK",40109,35.52553,-97.512375,808866,2025-02-28,1332.5826886337288,0.03711734237968001,0.344012070551851
"Jefferson County, KY",21111,38.201451,-85.686227,772144,2025-02-28,1372.594326424527,0.039433507252006894,0.37071163233398985
"San Joaquin County, CA",6077,37.924541,-121.302289,800965,2025-02-28,2461.4242077452,0.03151032744183424,0.3444488211738683
"Cobb County, GA",13067,33.941801,-84.557976,776743,2025-02-28,1835.9102764542383,0.020763601204305537,0.35082043475263114
"San Mateo County, CA",6081,37.563575,-122.339869,726353,2025-02-28,3354.4185805665547,0.04242103770442318,0.07028201065688977
"Dekalb County, GA",13089,33.790223,-84.247613,762992,2025-02-28,1786.2154484976652,0.028803802492352704,0.35673676119887654
"Monroe County, NY",36055,43.160725,-77.618985,748482,2025-02-28,1524.57297336854,0.06039557306008714,0.42950787509130794
"Lee County, FL",12071,26.576019,-81.851845,834573,2025-02-28,2027.9702006560792,-0.01972346497470223,0.5163390017034166
"El Paso County, CO",8041,38.877314,-104.75212,744215,2025-02-28,1818.1855607979971,0.01158112626991925,0.29581863106601136
"Norfolk County, MA",25021,42.202442,-71.146359,727473,2025-02-28,3063.324091972285,0.03016164649171671,0.2528287631531485
"Lake County, IL",17097,42.311645,-87.970527,708760,2025-02-28,2041.810343013468,0.0539045789413255,0.37377029662208083
"Jackson County, MO",29095,39.00998,-94.444287,718560,2025-02-28,1400.353850421042,0.044624533883827366,0.3975408989687337
"Polk County, FL",12105,28.042479,-81.786864,818330,2025-02-28,1879.3350626431093,0.016176925283247323,0.4208380111560037
"Hudson County, NJ",34017,40.741644,-74.061448,705472,2025-02-28,3041.28395621129,0.04606265702313217,0.2771900222519885
"Davidson County, TN",47037,36.137771,-86.744752,712334,2025-02-28,1836.207911270927,0.015864768148942998,0.2612872465219356
"Denver County, CO",8031,39.72486,-104.950033,716577,2025-02-28,1875.3849559462465,-0.01523743102392039,0.16543898812449687
"Will County, IL",17197,41.565502,-88.058558,700728,2025-02-28,2216.8751782540235,0.08155284004602725,0.3977316013520946
"District of Columbia, DC",11001,38.910168,-77.013993,678972,2025-02-28,2492.424351451438,0.04568417921736079,0.13826322544567704
"Bernalillo County, NM",35001,35.109462,-106.617779,671586,2025-02-28,1573.9444688486274,0.03841065628028817,0.48015965755062995
"Jefferson County, AL",1073,33.517206,-86.811606,662895,2025-02-28,1324.4576671548014,0.04215211193153068,0.34101014801030405
"Tulsa County, OK",40143,36.1027,-95.91151,682868,2025-02-28,1388.482516656701,0.036773816524291236,0.40494836936551226
"Providence County, RI",44007,41.857227,-71.449675,660615,2025-02-28,1940.1650793650797,0.04876988537666649,0.46768202595418873
"Kent County, MI",26081,42.961776,-85.625638,661354,2025-02-28,1676.6232104700855,0.04848788236520285,0.4145358681967448
"Arapahoe County, CO",8005,39.646582,-104.838574,656061,2025-02-28,1834.2275024676944,-0.02738467441167003,0.22455768773038054
"Utah County, UT",49049,40.278299,-111.74994,719174,2025-02-28,1764.942668017191,0.009066988234153861,0.3408284635504064
"Bucks County, PA",42017,40.239408,-75.026366,645984,2025-02-28,2214.852816836688,0.046652799767908926,0.35320774969562097
"Monmouth County, NJ",34025,40.29118,-74.14859,642799,2025-02-28,2954.25061481646,0.05843359995005182,0.45770915451442606
"Ocean County, NJ",34029,39.978586,-74.215904,659197,2025-02-28,2985.6013513513512,0.04504064212118397,0.5354174528930105
"Montgomery County, TX",48339,30.228848,-95.462136,711354,2025-02-28,1683.073005029975,0.01302329108501521,0.2266665056007029
"Johnson County, KS",20091,38.924919,-94.740299,622237,2025-02-28,1693.6847894318,0.0636589746077525,0.36526734301047115
"Brevard County, FL",12009,28.225111,-80.690892,643979,2025-02-28,1955.074771513091,0.025968089965432206,0.4478504468181781
"Washington County, OR",41067,45.486067,-122.87092,598865,2025-02-28,1913.6968096120315,0.01895985571994241,0.2787851374080976
"Baltimore City, MD",24510,39.314378,-76.618104,565239,2025-02-28,1660.276959224835,0.04769520405795036,0.2955652081842699
"Williamson County, TX",48491,30.560987,-97.716991,697191,2025-02-28,1649.006334109389,-0.032757224701724375,0.18069705463526087
"Anne Arundel County, MD",24003,39.071038,-76.604417,594582,2025-02-28,2209.1182723434636,0.03728991228573353,0.30148918777384814
"Jefferson County, CO",8059,39.72369,-105.130309,576366,2025-02-28,1922.662409217015,0.0027220824179845504,0.2667067541587971
"Douglas County, NE",31055,41.26173,-96.069741,589540,2025-02-28,1358.193266202241,0.055151316178349674,0.3649004773684248
"Bristol County, MA",25005,41.794278,-71.109451,581841,2025-02-28,1956.0374149659865,0.09339087969913362,0.5400796387381612
"Delaware County, PA",42045,39.922639,-75.348866,576720,2025-02-28,1784.253377739985,0.04363466032634844,0.3759478463847066
"Union County, NJ",34039,40.659355,-74.293688,572726,2025-02-28,2529.17481709665,0.03549807185437981,0.367849475815867
"New Castle County, DE",10003,39.678852,-75.63529,578592,2025-02-28,1873.766116463391,0.04205745702514441,0.43856026442156604
"Dane County, WI",55025,43.07564,-89.395501,575347,2025-02-28,1668.358963906722,0.044636696027053446,0.3334443494170627
"Pasco County, FL",12101,28.258217,-82.51024,632996,2025-02-28,2095.4878259945954,0.03513403243678992,0.5557168242991006
"Stanislaus County, CA",6099,37.618447,-120.955882,551430,2025-02-28,2008.3709315375984,0.037635165194966014,0.40191823024402806
"Lancaster County, PA",42071,40.07391,-76.29248,558589,2025-02-28,1388.9242920309175,0.06217811330301837,0.455054355225361
"Ramsey County, MN",27123,44.99291,-93.10565,536075,2025-02-28,1459.7159177262083,0.03355382372785343,0.15399051229057825
"Volusia County, FL",12127,29.072351,-81.126278,590357,2025-02-28,1843.5123771730912,0.024753047009413498,0.43480107352748165
"Summit County, OH",39153,41.11615,-81.511871,535733,2025-02-28,1191.8001539947277,0.053062172787040396,0.48850659205868396
"Guilford County, NC",37081,36.066734,-79.847354,549866,2025-02-28,1524.1799435658404,0.047924791795422195,0.46366879792765636
"Montgomery County, OH",39113,39.744183,-84.206384,533796,2025-02-28,1237.5886267521723,0.04591423231097824,0.42468044765971813
"Chester County, PA",42029,39.993381,-75.678116,549784,2025-02-28,2031.6403322135127,0.03822635761314652,0.3311110512754709
"Spokane County, WA",53063,47.680212,-117.368939,551455,2025-02-28,1494.297181906144,0.02613494907730085,0.43139383316926616
"Plymouth County, MA",25023,42.023677,-70.855576,535308,2025-02-28,2569.7481097168597,0.052269008961471464,0.36546557388627465
"Camden County, NJ",34007,39.863128,-75.026364,527196,2025-02-28,1923.139903799904,0.07178532589929687,0.45112906484560944
"Passaic County, NJ",34031,40.923998,-74.189868,513395,2025-02-28,2229.5703933747413,0.041653730611262096,0.40954637485289913
"Sedgwick County, KS",20173,37.680269,-97.34439,528469,2025-02-28,1125.635079272499,0.032005703693719134,0.35197051624494713
"Greenville County, SC",45045,34.844659,-82.331257,558036,2025-02-28,1581.722320004267,0.061238142875400525,0.3825324170043911
"Kane County, IL",17089,41.928443,-88.33542,514982,2025-02-28,2081.0263943785685,0.06372281643026367,0.4224699624357575
"Adams County, CO",8001,39.876949,-104.920943,533365,2025-02-28,1906.3325878458147,0.002331625178021879,0.24997635643396543
"Morris County, NJ",34027,40.859148,-74.50031,514423,2025-02-28,2774.8537201979307,0.037891902675974753,0.31450806912187024
"Clark County, WA",53011,45.680599,-122.56244,521150,2025-02-28,1870.2976195174317,0.04135927280441076,0.3243929439259299
"Lake County, IN",18089,41.518998,-87.407505,500598,2025-02-28,1421.9847516412735,0.0676595080317024,0.4571107472647198
"Richmond County, NY",36085,40.589259,-74.136701,490687,2025-02-28,2598.828707495374,0.09218101352300434,0.373888938570593
"Sonoma County, CA",6097,38.412281,-122.720368,481812,2025-02-28,2666.8364301801803,0.030270920039312088,0.2312972094135577
"Polk County, IA",19153,41.630968,-93.640165,505255,2025-02-28,1209.3353761706703,0.018466351696382555,0.20889318160322046
"Ada County, ID",16001,43.612091,-116.313143,524673,2025-02-28,1784.3693230516192,0.03150123138619887,0.39601363066263096
"Washoe County, NV",32031,39.534488,-119.793527,498022,2025-02-28,1910.5566080055212,0.04036301181562507,0.2896384327733099
"Prince William County, VA",51153,38.691881,-77.411563,489640,2025-02-28,2220.3604750032173,0.05046823927373589,0.33901232944636916
"Knox County, TN",47093,35.971886,-83.991621,500669,2025-02-28,1796.1648970310464,0.03412081151978019,0.6009908055375501
"Onondaga County, NY",36067,43.067977,-76.167376,467873,2025-02-28,1675.678564078819,0.06293245968605854,0.4678497589565025
"Tulare County, CA",6107,36.254134,-119.23454,479468,2025-02-28,1800.4109939979503,0.04680452903830945,0.47679372734586467
"Seminole County, FL",12117,28.699171,-81.310073,484271,2025-02-28,1880.769052680209,0.01234198516720486,0.3725190097347657
"Hampden County, MA",25013,42.125554,-72.574333,460291,2025-02-28,1714.925925925926,0.05293705771598356,0.4715657389915251
"Burlington County, NJ",34005,39.983738,-74.836627,469167,2025-02-28,2264.264465363952,0.06782010817724005,0.47796402478008915
"Virginia Beach City, VA",51810,36.821388,-76.100566,453649,2025-02-28,1894.3840321526031,0.0530959055958522,0.4248043098358405
"East Baton Rouge Parish, LA",22033,30.460289,-91.100064,448467,2025-02-28,1351.810465742148,0.03247593372212365,0.22782717193565283
"York County, PA",42133,39.941929,-76.75372,464640,2025-02-28,1272.0693106176975,0.0470417910859251,0.37436076860398293
"Solano County, CA",6095,38.236295,-122.067272,449218,2025-02-28,2442.7800116550115,0.0360586162500498,0.2338860487462293
"Santa Barbara County, CA",6083,34.645128,-120.1029,441257,2025-02-28,3673.6568270023977,0.0657248464449125,0.5017611510497824
"Jefferson Parish, LA",22051,29.945816,-90.152287,421777,2025-02-28,1625.9791666666667,0.0654453861234896,0.3561050535175647
"Monterey County, CA",6053,36.614681,-121.646692,430723,2025-02-28,2708.817749543518,0.0713042374718702,0.38139707742196016
"Dakota County, MN",27037,44.763244,-93.154642,447440,2025-02-28,1649.071318141784,0.03332343418289341,0.22591583644858448
"Lucas County, OH",39095,41.651951,-83.620346,425484,2025-02-28,1120.042722780169,0.0624944063722106,0.42571100807007145
"Sarasota County, FL",12115,27.201139,-82.416033,469013,2025-02-28,2380.846942033036,0.014131398114273663,0.5008432220436605
"Berks County, PA",42011,40.362681,-75.909878,432821,2025-02-28,1412.6658234519102,0.08704497386659882,0.5903112196174656
"Pinal County, AZ",4021,33.069323,-111.602135,484239,2025-02-28,1883.8809509020884,0.019116789888492525,0.45441012757149646
"Hillsborough County, NH",33011,42.879412,-71.531546,427354,2025-02-28,2074.1311013098107,0.04453616044995545,0.4637834990776768
"Cameron County, TX",48061,26.047418,-97.561196,426710,2025-02-28,1443.9889846743292,0.04160807211214945,0.4228321600397005
"Clackamas County, OR",41005,45.363411,-122.575016,423173,2025-02-28,1887.499473492481,0.0322097598820581,0.32243321968379135
"Richland County, SC",45079,34.067968,-80.988835,425138,2025-02-28,1531.3112716242383,0.05719417805254001,0.4710976329842962
"Mobile County, AL",1097,30.684049,-88.175178,411640,2025-02-28,1278.4455214596724,0.0360997945360908,0.48236041007379504
"Loudoun County, VA",51107,39.034341,-77.51754,436347,2025-02-28,2472.0646096581445,0.050921515810113505,0.3391574563825126
"Genesee County, MI",26049,43.002399,-83.693809,401522,2025-02-28,1017.3432879519836,0.06393155317983323,0.4349355066596676
"Waukesha County, WI",55133,43.03596,-88.236186,412591,2025-02-28,1846.9851851851852,0.07618732746909895,0.3400713747843911
"Charleston County, SC",45019,32.825793,-79.978136,424367,2025-02-28,2117.488315959115,0.03329686732057868,0.4837601754355769
"Saint Charles County, MO",29183,38.778572,-90.671284,416659,2025-02-28,1656.8839841539332,0.04004750562521053,0.3658717576196244
"Placer County, CA",6061,38.839708,-121.198379,423561,2025-02-28,2533.2169503744685,0.015491210226567409,0.3068425455955899
"Orange County, NY",36071,41.41957,-74.239375,407470,2025-02-28,2191.673684210526,0.04479443723138221,0.4753099696068772
"Pulaski County, AR",5119,34.775246,-92.315081,400009,2025-02-28,1140.7441527321978,0.024809730509214756,0.3421864662988481
"Manatee County, FL",12081,27.478313,-82.520478,441095,2025-02-28,2247.8630358923233,0.021683311256615267,0.510377894546562
"Butler County, OH",39017,39.41063,-84.498421,393043,2025-02-28,1490.4343619780284,0.03774394999617359,0.4071276995813684
"Mercer County, NJ",34021,40.255387,-74.69945,381671,2025-02-28,2517.879012345679,0.05396102257953572,0.41205557065969844
"Orleans Parish, LA",22071,29.975765,-90.05295,364136,2025-02-28,1666.034524847428,0.023972545035190196,0.2589304510992245
"Madison County, AL",1089,34.742996,-86.61533,412600,2025-02-28,1409.3849363124134,0.01833278286831641,0.3910348722756811
"Allen County, IN",18003,41.100842,-85.125233,394545,2025-02-28,1227.4894252572824,0.06132355803169087,0.4729875141085713
"Forsyth County, NC",37067,36.104617,-80.258522,392921,2025-02-28,1586.231123981124,0.052873688224302384,0.4734280116136196
"Lane County, OR",41039,44.039563,-123.119235,381181,2025-02-28,1875.924439207471,0.05815670030790443,0.38655139390142534
"Osceola County, FL",12097,28.269056,-81.39037,437784,2025-02-28,2144.685829057546,0.012257524691011268,0.3987554304172134
"Lake County, FL",12069,28.716853,-81.750668,424462,2025-02-28,2071.596544196544,0.02616704900573663,0.4345644967449589
"Stark County, OH",39151,40.837592,-81.38898,372716,2025-02-28,1075.2255022895056,0.039249968140740776,0.4660510095506818
"Collier County, FL",12021,26.203653,-81.69257,404310,2025-02-28,2917.8679645921584,-0.009443788332087921,0.5764178802978595
"Washtenaw County, MI",26161,42.257602,-83.726939,365536,2025-02-28,2274.0544589088363,0.03633987434431507,0.30744204227542493
"Lehigh County, PA",42077,40.597849,-75.509406,377754,2025-02-28,1786.4171201814058,0.05965648622436026,0.4413961819710699
"Marion County, FL",12083,29.135817,-82.126125,409959,2025-02-28,1593.3650693568725,0.05195821093160391,0.5187604702120365
"Brazoria County, TX",48039,29.355331,-95.385044,398938,2025-02-28,1771.2352919335374,0.053161503661881326,0.2360141557727442
"Bell County, TX",48027,31.08149,-97.591674,393193,2025-02-28,1370.5901006242154,0.014460530180366638,0.41501459635719695
"Hamilton County, TN",47065,35.093764,-85.201806,379864,2025-02-28,1543.6847985347986,0.02709589835120929,0.4350320189024566
"Anoka County, MN",27003,45.195033,-93.269315,372441,2025-02-28,1633.2990281948616,0.05092472551629568,0.25322561310232716
"Chesterfield County, VA",51041,37.418312,-77.556155,383876,2025-02-28,1726.516579508848,0.057363439579143805,0.4234209747007891
"Davis County, UT",49011,41.019939,-111.960883,373207,2025-02-28,1850.666891891892,0.04069080101638556,0.3986597424461906
"Westmoreland County, PA",42129,40.340199,-79.594629,351163,2025-02-28,1049.770424836601,0.05303527779408035,0.30748021206637355
"Larimer County, CO",8069,40.504402,-105.089155,370771,2025-02-28,1918.3488378910504,0.028271382965256997,0.3076162990932654
"Nueces County, TX",48355,27.728576,-97.428318,352289,2025-02-28,1378.139768593762,0.02097971399957399,0.22946120900408418
"Douglas County, CO",8035,39.482023,-104.87357,383906,2025-02-28,2184.3202955300353,0.0005491204519199044,0.2566817488729327
"Galveston County, TX",48167,29.428137,-95.019324,361744,2025-02-28,1634.8254755195055,0.033117614650273186,0.30104235093137355
"Horry County, SC",45051,33.780221,-78.937681,397478,2025-02-28,1770.1857130106218,0.02089250775663598,0.43098206284923
"Marion County, OR",41047,44.960149,-122.955907,346741,2025-02-28,1637.4793601651188,0.0233789621468381,0.3646356661906267
"Somerset County, NJ",34035,40.559937,-74.578391,348842,2025-02-28,2567.6516283524907,0.04255066001472829,0.34063639953735136
"Hamilton County, IN",18057,40.001506,-86.057612,371645,2025-02-28,1836.2515547263683,0.030236419121544733,0.3796912570570947
"Rockland County, NY",36087,41.127445,-74.02214,340807,2025-02-28,2735.802525252526,-8.917873679281652e-05,0.3805073449641454
"Rutherford County, TN",47149,35.888267,-86.450266,367101,2025-02-28,1795.0604448172437,0.017343052160067707,0.3427212503135002
"Cumberland County, NC",37051,35.054571,-78.937283,337890,2025-02-28,1392.3937970095024,0.05476605790938227,0.5636419587174935
"Henrico County, VA",51087,37.604639,-77.498572,334760,2025-02-28,1750.8421341908409,0.057615411263712835,0.38913562301343574
"Howard County, MD",24027,39.217658,-76.854298,336001,2025-02-28,2233.4248179611654,0.0337771740393531,0.2604563738079084
"Boulder County, CO",8013,40.062992,-105.180215,326831,2025-02-28,2317.7506498630646,0.026543517276360395,0.2726300088814273
"Saint Lucie County, FL",12111,27.333592,-80.357144,373586,2025-02-28,2326.9103347216846,0.03774939549564782,0.5830356533716758
"Luzerne County, PA",42079,41.195284,-75.928422,327388,2025-02-28,1257.1796296296295,0.0458843799942108,0.504161831312467
"Spartanburg County, SC",45083,34.963891,-82.007751,356698,2025-02-28,1459.2613888888889,0.028895118814464826,0.3465697856137524
"Weld County, CO",8123,40.322426,-104.807009,359442,2025-02-28,1978.712588599381,0.051223853570739886,0.3067102987731858
"Fayette County, KY",21067,38.020293,-84.49441,320154,2025-02-28,1416.1081663434604,0.057103893715881426,0.4482807631673056
"Lancaster County, NE",31109,40.799269,-96.671536,326716,2025-02-28,1302.4115214646465,0.04023004401594332,0.3493763102625005
"Durham County, NC",37063,35.986154,-78.901717,336892,2025-02-28,1628.642713804323,0.0014974619854655202,0.2948235305344842
"Escambia County, FL",12033,30.485666,-87.277106,326928,2025-02-28,1655.8599221131726,0.018103195322812793,0.4781724032232053
"Albany County, NY",36001,42.680589,-73.811637,316659,2025-02-28,1631.0292227711582,0.04397460581871937,0.2980932541684225
"Rockingham County, NH",33015,42.937487,-71.105861,320689,2025-02-28,2420.521104993722,0.05005149131038311,0.4211899496433944
