date,name,total,total_ytd,multi_total,multi_total_ytd,rt,multi_rt,zori,lat,lng,pop_2023,total_pc,total_ytd_pc,multi_total_pc,multi_total_ytd_pc,rt_pc,multi_rt_pc,zori_yoy,state,region,running_total,zori_index,running_total_per_10k
2023-04-01,"Jacksonville, FL",1111.0,6831.0,164.0,3399.0,21064.0,9132.0,1652.417926982412,30.3322,-81.6749,1713240.0,0.6484789054656673,3.9871821811304895,0.0957250589526277,1.983960215731596,12.294833181574097,5.330251453386565,0.043022261985824,FL,Southeast,21975.0,136.2465103193366,128.26574210268262
2023-05-01,"Jacksonville, FL",2028.0,8859.0,806.0,4205.0,20849.0,8899.0,1660.1036887481746,30.3322,-81.6749,1713240.0,1.1837220704629825,5.170904251593472,0.470453643389134,2.4544138591207303,12.169339964044736,5.194251826947771,0.0355233199112945,FL,Southeast,22781.0,136.8802230155207,132.97027853657397
2023-06-01,"Jacksonville, FL",1985.0,10850.0,766.0,4971.0,20168.0,8214.0,1670.9640675595635,30.3322,-81.6749,1713240.0,1.1586234269571103,6.333029814853727,0.4471060680348345,2.901519927155565,11.771847493637786,4.794424599005393,0.0336789487238453,FL,Southeast,23547.0,137.77569182497618,137.44133921692233
2023-07-01,"Jacksonville, FL",1784.0,12673.0,797.0,5768.0,20778.0,8814.0,1672.9079741421542,30.3322,-81.6749,1713240.0,1.0413018608017557,7.397095561625925,0.4652004389344167,3.3667203660899814,12.127898017790852,5.144638229319885,0.0223098576033931,FL,Southeast,24344.0,137.9359723956115,142.0933436062665
2023-08-01,"Jacksonville, FL",1759.0,14432.0,368.0,6136.0,21000.0,8816.0,1678.225845391038,30.3322,-81.6749,1713240.0,1.0267096262053186,8.423805187831244,0.2147976932595549,3.581518059349537,12.257477061007217,5.1458056080876,0.0180416362556996,FL,Southeast,24712.0,138.37444585208814,144.24132053886203
2023-09-01,"Jacksonville, FL",1998.0,16423.0,734.0,6870.0,20820.0,8399.0,1680.3913790093295,30.3322,-81.6749,1713240.0,1.1662113889472578,9.5859307510915,0.428428007751395,4.009946067100932,12.152412971912868,4.902407135019028,0.0138017210427021,FL,Southeast,25446.0,138.5530001957887,148.52560061637598
2023-10-01,"Jacksonville, FL",1248.0,17675.0,141.0,7011.0,20289.0,7905.0,1678.5381101013238,30.3322,-81.6749,1713240.0,0.7284443510541431,10.31670985968107,0.0823002031239055,4.092246270224837,11.84247390908454,4.61406457939343,0.0144083232238949,FL,Southeast,25587.0,138.40019295660545,149.34860264761502
2023-11-01,"Jacksonville, FL",1098.0,18773.0,328.0,7339.0,20311.0,7924.0,1667.133660323103,30.3322,-81.6749,1713240.0,0.6408909434755201,10.957600803156591,0.1914501179052555,4.2836963881300925,11.855315075529406,4.625154677686722,0.0072701075016743,FL,Southeast,25915.0,137.45986396415,151.2631038266676
2023-12-01,"Jacksonville, FL",1480.0,20253.0,702.0,8041.0,20175.0,8041.0,1657.7183932436606,30.3322,-81.6749,1713240.0,0.8638602881090798,11.821461091265672,0.4097499474679554,4.693446335598048,11.775933319324787,4.693446335598048,0.0056347585214686,FL,Southeast,26617.0,136.6835486855805,155.36060330134717
2024-01-01,"Jacksonville, FL",1257.0,1257.0,4.0,4.0,20253.0,7683.0,1646.734226588051,30.3322,-81.6749,1713240.0,0.7336975555088604,0.7336975555088604,0.0023347575354299,0.0023347575354299,11.821461091265672,4.484485536177068,0.0009191738356397,FL,Southeast,26621.0,135.77787321985508,155.38395087670145
2024-02-01,"Jacksonville, FL",1109.0,2160.0,117.0,121.0,19131.0,6265.0,1651.7614726689892,30.3322,-81.6749,1713240.0,0.6473115266979524,1.260769069132171,0.0682916579113259,0.0706264154467558,11.166561602577572,3.656813989867152,0.0067118889709947,FL,Southeast,26738.0,136.19238381300462,156.0668674558147
2024-03-01,"Jacksonville, FL",1369.0,3529.0,217.0,338.0,18226.0,5144.0,1658.6224861970315,30.3322,-81.6749,1713240.0,0.7990707665008989,2.0598398356330696,0.1266605962970745,0.1972870117438304,10.638322710186548,3.00249819056291,0.0102814984852843,FL,Southeast,26955.0,136.7580936949814,157.33347341878545
2024-04-01,"Jacksonville, FL",1908.0,5425.0,579.0,917.0,19023.0,5559.0,1672.950756948611,30.3322,-81.6749,1713240.0,1.113679344400084,3.166514907426864,0.3379561532534846,0.535243164997315,11.103523149120964,3.2447292848637668,0.0124259302873186,FL,Southeast,27534.0,137.93949995845514,160.7130349513203
2024-05-01,"Jacksonville, FL",1470.0,6764.0,60.0,952.0,18465.0,4813.0,1678.5547620263535,30.3322,-81.6749,1713240.0,0.858023394270505,3.948074992412038,0.0350213630314491,0.555672293432327,10.777824472928486,2.809297004506082,0.0111144101439182,FL,Southeast,27594.0,138.4015659547062,161.06324858163478
2024-06-01,"Jacksonville, FL",1222.0,7991.0,44.0,996.0,17702.0,4091.0,1684.1918057082453,30.3322,-81.6749,1713240.0,0.7132684270738484,4.664261866405173,0.0256823328897294,0.5813546263220565,10.332469473045226,2.3878732693609765,0.0079162313573868,FL,Southeast,27638.0,138.86635607688672,161.32007191053208
2024-07-01,"Jacksonville, FL",1464.0,9456.0,450.0,1446.0,17382.0,3744.0,1686.213025618532,30.3322,-81.6749,1713240.0,0.85452125796736,5.519366813756392,0.2626602227358688,0.8440148490579253,10.14568887021083,2.185333053162429,0.0079532476872796,FL,Southeast,28088.0,139.03301134905954,163.94667413789077
2024-08-01,"Jacksonville, FL",1192.0,10648.0,118.0,1564.0,16815.0,3494.0,1690.3747263253344,30.3322,-81.6749,1713240.0,0.6957577455581238,6.215124559314516,0.0688753472951834,0.9128901963531088,9.814736989563633,2.0394107071980576,0.0072391215804841,FL,Southeast,28206.0,139.3761552892435,164.63542761084264
2024-09-01,"Jacksonville, FL",1073.0,11721.0,317.0,1881.0,15890.0,3077.0,1693.337472025859,30.3322,-81.6749,1713240.0,0.6262987088790829,6.841423268193599,0.1850295346828231,1.097919731035932,9.27482430949546,1.7960122341294855,0.0077042129460112,FL,Southeast,28523.0,139.6204420136058,166.48572295767084
2024-10-01,"Jacksonville, FL",1437.0,13158.0,221.0,2102.0,16079.0,3157.0,1696.0794433347507,30.3322,-81.6749,1713240.0,0.838761644603208,7.680184912796806,0.1289953538325045,1.2269150848684365,9.385141603044524,1.8427073848380848,0.0104503634012622,FL,Southeast,28744.0,139.8465252678068,167.7756764959959
2024-11-01,"Jacksonville, FL",785.0,13943.0,4.0,2106.0,15766.0,2833.0,1694.2550153784948,30.3322,-81.6749,1713240.0,0.4581961663281268,8.138381079124933,0.0023347575354299,1.2292498424038665,9.20244682589713,1.653592024468259,0.0162682547301789,FL,Southeast,28748.0,139.6960960462945,167.7990240713502
2024-12-01,"Jacksonville, FL",1064.0,15006.0,38.0,2144.0,15350.0,2169.0,1690.501961010376,30.3322,-81.6749,1713240.0,0.6210455044243656,8.75884289416544,0.0221801965865844,1.251430038990451,8.959632042212416,1.266022273586888,0.0197763190058883,FL,Southeast,28786.0,139.3866461472434,168.02082603721604
2020-01-01,"Oklahoma City, OK",483.0,483.0,18.0,18.0,1407.0,127.0,1024.823690667318,35.4676,-97.5136,1477926.0,0.3268093260420345,0.3268093260420345,0.0121792295419391,0.0121792295419391,0.952009775861579,0.0859312306570153,,OK,Southwest,18.0,100.0,0.12179229541939177
2020-02-01,"Oklahoma City, OK",513.0,994.0,31.0,57.0,1920.0,158.0,1027.8459589475383,35.4676,-97.5136,1477926.0,0.3471080419452665,0.672564120260419,0.020975339766673,0.0385675602161407,1.2991178178068454,0.1069065704236883,,OK,Southwest,49.0,100.29490616851884,0.33154569308612203
2020-03-01,"Oklahoma City, OK",634.0,1621.0,57.0,114.0,2554.0,215.0,1027.0876954834262,35.4676,-97.5136,1477926.0,0.4289795294216355,1.0968072826379671,0.0385675602161407,0.0771351204322814,1.728097347228481,0.145474130639829,,OK,Southwest,106.0,100.2209165182973,0.7172212952475293
2020-04-01,"Oklahoma City, OK",527.0,2129.0,28.0,137.0,3081.0,243.0,1033.7798729793983,35.4676,-97.5136,1477926.0,0.3565807760334414,1.440532205266028,0.0189454681763498,0.0926974692914259,2.0846781232619223,0.1644195988161789,,OK,Southwest,134.0,100.87392420702612,0.9066759770110276
2020-05-01,"Oklahoma City, OK",416.0,2572.0,35.0,171.0,3497.0,278.0,1037.087986032836,35.4676,-97.5136,1477926.0,0.2814755271914831,1.74027657677042,0.0236818352204372,0.1157026806484221,2.366153650453405,0.1881014340366161,,OK,Southwest,169.0,101.19672246818689,1.1434943292154005
2020-06-01,"Oklahoma City, OK",760.0,3371.0,43.0,212.0,4257.0,321.0,1045.8272686191244,35.4676,-97.5136,1477926.0,0.5142341362152097,2.280899043659831,0.0290948261279658,0.1434442590495058,2.8803877866686154,0.217196260164582,,OK,Southwest,212.0,102.0494820858532,1.4344425904950586
2020-07-01,"Oklahoma City, OK",648.0,4023.0,26.0,233.0,4905.0,347.0,1049.4419577132771,35.4676,-97.5136,1477926.0,0.4384522635098103,2.722057802623406,0.0175922204494676,0.1576533601817682,3.3188400501784256,0.2347884806140497,,OK,Southwest,238.0,102.40219535029765,1.6103647949897357
2020-08-01,"Oklahoma City, OK",663.0,4650.0,32.0,260.0,5568.0,379.0,1055.8861397208957,35.4676,-97.5136,1477926.0,0.4486016214614263,3.146300965000954,0.021651963630114,0.175922204494677,3.767441671639852,0.2564404442441638,,OK,Southwest,270.0,103.03100419481434,1.8268844312908765
2020-09-01,"Oklahoma City, OK",925.0,5594.0,288.0,560.0,6493.0,667.0,1059.971514735726,35.4676,-97.5136,1477926.0,0.6258770736829854,3.78503389208932,0.1948676726710268,0.3789093635269966,4.393318745322838,0.4513081169151906,,OK,Southwest,558.0,103.42964593700223,3.775561158001145
2020-10-01,"Oklahoma City, OK",688.0,6275.0,38.0,598.0,7181.0,705.0,1063.2174679801424,35.4676,-97.5136,1477926.0,0.4655172180474529,4.245814743092685,0.0257117068107604,0.404621070337757,4.85883596337029,0.4770198237259511,,OK,Southwest,596.0,103.74637878324458,4.03267822610875
2020-11-01,"Oklahoma City, OK",552.0,6797.0,10.0,590.0,7278.0,670.0,1066.4630926681425,35.4676,-97.5136,1477926.0,0.373496372619468,4.599012399808922,0.0067662386344106,0.3992080794302285,4.924468478124074,0.4533379885055138,0.0419743827845677,OK,Southwest,606.0,104.06307956968782,4.1003406124528565
2020-12-01,"Oklahoma City, OK",619.0,7464.0,22.0,615.0,7428.0,628.0,1070.1249888718828,35.4676,-97.5136,1477926.0,0.4188301714700195,5.050320516724112,0.0148857249957034,0.4161236760162552,5.025962057640234,0.424919786240989,0.0444120977741968,OK,Southwest,628.0,104.42039919813588,4.249197862409891
2021-01-01,"Oklahoma City, OK",668.0,668.0,25.0,25.0,7613.0,635.0,1074.1312549106658,35.4676,-97.5136,1477926.0,0.4519847407786317,0.4519847407786317,0.0169155965860266,0.0169155965860266,5.15113747237683,0.4296561532850765,0.0481132166365523,OK,Southwest,653.0,104.81132166365524,4.418353828270157
2021-02-01,"Oklahoma City, OK",642.0,1423.0,46.0,238.0,7742.0,650.0,1075.3139480522702,35.4676,-97.5136,1477926.0,0.434392520329164,0.962835757676636,0.031124697718289,0.1610364794989735,5.238421950760728,0.4398055112366925,0.0461820068382003,OK,Southwest,699.0,104.92672621103006,4.729600805453047
2021-03-01,"Oklahoma City, OK",918.0,2315.0,67.0,308.0,8026.0,660.0,1078.9355837080616,35.4676,-97.5136,1477926.0,0.6211407066388981,1.5663842438660662,0.0453337988505513,0.2084001499398481,5.430583127977991,0.4465717498711031,0.0504804881342013,OK,Southwest,766.0,105.28011730539801,5.182938793958561
2021-04-01,"Oklahoma City, OK",815.0,3107.0,45.0,367.0,8314.0,677.0,1086.567501316765,35.4676,-97.5136,1477926.0,0.5514484487044683,2.1022703437113903,0.0304480738548479,0.248320957882871,5.625450800649017,0.4580743555496012,0.0510627356143338,OK,Southwest,811.0,106.02482272918985,5.48741953250704
2021-05-01,"Oklahoma City, OK",750.0,3843.0,22.0,360.0,8648.0,664.0,1103.805416969303,35.4676,-97.5136,1477926.0,0.507467897580799,2.600265507204014,0.0148857249957034,0.2435845908387835,5.851443171038333,0.4492782453248674,0.0643315049783583,OK,Southwest,833.0,107.7068599234426,5.6362767824640745
2021-06-01,"Oklahoma City, OK",775.0,4540.0,32.0,370.0,8663.0,653.0,1122.6289450539066,35.4676,-97.5136,1477926.0,0.5243834941668256,3.071872340022437,0.021651963630114,0.2503508294731942,5.8615925289899495,0.4418353828270157,0.0734362917656454,OK,Southwest,865.0,109.54361762684294,5.852796418765215
2021-07-01,"Oklahoma City, OK",731.0,5264.0,61.0,426.0,8746.0,688.0,1143.95633121711,35.4676,-97.5136,1477926.0,0.4946120441754188,3.561748017153768,0.0412740556699049,0.2882417658258939,5.917752309655558,0.4655172180474529,0.0900615539612867,OK,Southwest,926.0,111.62469619259272,6.265536975464265
2021-08-01,"Oklahoma City, OK",735.0,5944.0,37.0,434.0,8818.0,693.0,1163.4220113578435,35.4676,-97.5136,1477926.0,0.4973185396291831,4.021852244293692,0.0250350829473194,0.2936547567334223,5.966469227823314,0.4689003373646583,0.1018441928458053,OK,Southwest,963.0,113.524113655128,6.515887804937459
2021-09-01,"Oklahoma City, OK",549.0,6463.0,10.0,434.0,8442.0,415.0,1180.2722681256066,35.4676,-97.5136,1477926.0,0.3714665010291449,4.373020029419606,0.0067662386344106,0.2936547567334223,5.712058655169474,0.2807989033280421,0.1134943267035568,OK,Southwest,973.0,115.16832396380958,6.583550191281566
2021-10-01,"Oklahoma City, OK",612.0,7053.0,20.0,452.0,8366.0,397.0,1190.4974054026634,35.4676,-97.5136,1477926.0,0.414093804425932,4.772228108849834,0.0135324772688213,0.3058339862753615,5.660635241547953,0.2686196737861029,0.1197120450478699,OK,Southwest,993.0,116.16606995369771,6.718874963969779
2021-11-01,"Oklahoma City, OK",568.0,7606.0,24.0,472.0,8382.0,411.0,1194.0777199477495,35.4676,-97.5136,1477926.0,0.3843223544345251,5.146401105332743,0.0162389727225855,0.3193664635441828,5.671461223363011,0.2780924078742778,0.1196615505561782,OK,Southwest,1017.0,116.5154290266476,6.881264691195635
2021-12-01,"Oklahoma City, OK",649.0,8265.0,51.0,533.0,8412.0,440.0,1195.3562163225208,35.4676,-97.5136,1477926.0,0.4391288873732514,5.592296231340406,0.0345078170354943,0.3606405192140878,5.691759939266242,0.2977144999140688,0.1170248604162171,OK,Southwest,1068.0,116.64018183890342,7.226342861550578
2022-01-01,"Oklahoma City, OK",595.0,595.0,30.0,30.0,8339.0,445.0,1198.233630662331,35.4676,-97.5136,1477926.0,0.4025911987474339,0.4025911987474339,0.0202987159032319,0.0202987159032319,5.642366397235045,0.3010976192312741,0.1155374403121587,OK,Southwest,1098.0,116.92095348440827,7.429330020582898
2022-02-01,"Oklahoma City, OK",644.0,1218.0,32.0,62.0,8341.0,431.0,1203.3122945979082,35.4676,-97.5136,1477926.0,0.4357457680560461,0.8241278656712177,0.021651963630114,0.041950679533346,5.643719644961927,0.2916248851430991,0.1190334662518635,OK,Southwest,1130.0,117.41651813438921,7.645849656884039
2022-03-01,"Oklahoma City, OK",894.0,2108.0,46.0,104.0,8317.0,410.0,1209.1777886009272,35.4676,-97.5136,1477926.0,0.6049017339163124,1.4263231041337658,0.031124697718289,0.0703688817978707,5.62748067223934,0.2774157840108368,0.1207136059460123,OK,Southwest,1176.0,117.98885989975176,7.957096634066929
2022-04-01,"Oklahoma City, OK",723.0,2827.0,48.0,152.0,8225.0,413.0,1220.0047608657349,35.4676,-97.5136,1477926.0,0.4891990532678902,1.912815661947892,0.0324779454451711,0.1028468272430419,5.565231276802763,0.27944565560116,0.122806230986352,OK,Southwest,1224.0,119.04533159955777,8.28187608851864
2022-05-01,"Oklahoma City, OK",677.0,3482.0,60.0,210.0,8152.0,451.0,1234.9303013651074,35.4676,-97.5136,1477926.0,0.4580743555496012,2.35600429250179,0.0405974318064639,0.1420910113226237,5.515837734771565,0.3051573624119205,0.1187934778901804,OK,Southwest,1284.0,120.50173240637886,8.68785040658328
2022-06-01,"Oklahoma City, OK",902.0,4374.0,329.0,547.0,8279.0,748.0,1252.0971931961194,35.4676,-97.5136,1477926.0,0.610314724823841,2.95955277869122,0.2226092510721105,0.3701132533022628,5.60176896542858,0.5061146498539169,0.1153259487140658,OK,Southwest,1613.0,122.17683925522948,10.913942917304386
2022-07-01,"Oklahoma City, OK",493.0,4882.0,121.0,668.0,8041.0,808.0,1265.8934253046275,35.4676,-97.5136,1477926.0,0.3335755646764452,3.3032777013192813,0.0818714874763689,0.4519847407786317,5.440732485929607,0.5467120816603808,0.1065924378055436,OK,Southwest,1734.0,123.52304467906434,11.732657792068073
2022-08-01,"Oklahoma City, OK",551.0,5456.0,85.0,753.0,7857.0,856.0,1274.6006977362056,35.4676,-97.5136,1477926.0,0.372819748756027,3.691659798934453,0.0575130283924905,0.5094977691711222,5.316233695056451,0.579190027105552,0.095561786946599,OK,Southwest,1819.0,124.37268081754085,12.307788075992978
2022-09-01,"Oklahoma City, OK",398.0,5848.0,43.0,796.0,7706.0,889.0,1278.1563430763472,35.4676,-97.5136,1477926.0,0.269296297649544,3.956896353403351,0.0290948261279658,0.5385925952990881,5.21406349167685,0.6015186145991072,0.0829334701781907,OK,Southwest,1862.0,124.71963272473438,12.598736337272637
2022-10-01,"Oklahoma City, OK",360.0,6181.0,27.0,813.0,7454.0,896.0,1276.6348102814827,35.4676,-97.5136,1477926.0,0.2435845908387835,4.182212099929225,0.0182688443129087,0.5500952009775861,5.043554278089701,0.6062549816431946,0.0723541307086552,OK,Southwest,1889.0,124.57116496303836,12.781424780401725
2022-11-01,"Oklahoma City, OK",307.0,6489.0,26.0,839.0,7193.0,898.0,1270.7654199680303,35.4676,-97.5136,1477926.0,0.207723526076407,4.390612249869074,0.0175922204494676,0.5676874214270539,4.866955449731584,0.6076082293700766,0.0642233740226192,OK,Southwest,1915.0,123.99844300443195,12.957346984896402
2022-12-01,"Oklahoma City, OK",357.0,6846.0,36.0,875.0,6901.0,883.0,1268.1788602424251,35.4676,-97.5136,1477926.0,0.2415547192484603,4.632166969117534,0.0243584590838783,0.5920458805109322,4.669381281606792,0.5974588714184608,0.060921291013938,OK,Southwest,1951.0,123.74605230062991,13.200931575735185
2023-01-01,"Oklahoma City, OK",313.0,313.0,24.0,24.0,6619.0,877.0,1266.752885957795,35.4676,-97.5136,1477926.0,0.2117832692570534,0.2117832692570534,0.0162389727225855,0.0162389727225855,4.478573352116412,0.5933991282378144,0.0571835521404864,OK,Southwest,1975.0,123.60690892429933,13.363321302961042
2023-02-01,"Oklahoma City, OK",383.0,694.0,24.0,48.0,6358.0,869.0,1268.2842698487311,35.4676,-97.5136,1477926.0,0.259146939697928,0.4695769612280994,0.0162389727225855,0.0324779454451711,4.301974523758294,0.5879861373302858,0.053994275253818,OK,Southwest,1999.0,123.75633793388235,13.525711030186896
2023-03-01,"Oklahoma City, OK",507.0,1202.0,42.0,90.0,5971.0,865.0,1270.6815234488222,35.4676,-97.5136,1477926.0,0.3430482987646201,0.8133018838561605,0.0284182022645247,0.0608961477096958,4.040121088606601,0.5852796418765215,0.050864095774582,OK,Southwest,2041.0,123.99025657002649,13.809893052832145
2023-04-01,"Oklahoma City, OK",641.0,1827.0,58.0,148.0,5889.0,875.0,1275.904705487765,35.4676,-97.5136,1477926.0,0.4337158964657229,1.2361917985068265,0.0392441840795817,0.1001403317892776,3.984637931804434,0.5920458805109322,0.0458194479358939,OK,Southwest,2099.0,124.49992297279493,14.202334893627963
2023-05-01,"Oklahoma City, OK",758.0,2584.0,93.0,241.0,5970.0,908.0,1284.9678388570596,35.4676,-97.5136,1477926.0,0.5128808884883276,1.7483960631317128,0.062926019300019,0.1630663510892967,4.03944446474316,0.6143744680044874,0.0405185113982871,OK,Southwest,2192.0,125.38428322440008,14.831595086628154
2023-06-01,"Oklahoma City, OK",572.0,3146.0,53.0,276.0,5640.0,632.0,1292.0027274847382,35.4676,-97.5136,1477926.0,0.3870288498882894,2.1286586743855915,0.0358610647623764,0.186748186309734,3.8161585898076087,0.4276262816947533,0.0318709557895864,OK,Southwest,2245.0,126.07073189764431,15.190205734251917
2023-07-01,"Oklahoma City, OK",679.0,3824.0,301.0,577.0,5826.0,812.0,1298.4205755081423,35.4676,-97.5136,1477926.0,0.4594276032764834,2.587409653798634,0.2036637828957606,0.3904119692054947,3.942010628407647,0.5494185771141451,0.025695014725025,OK,Southwest,2546.0,126.69697113097284,17.226843563209524
2023-08-01,"Oklahoma City, OK",755.0,4578.0,204.0,781.0,6030.0,931.0,1304.12243335754,35.4676,-97.5136,1477926.0,0.5108510168980044,3.0975840468331977,0.1380312681419773,0.528443237347472,4.080041896549624,0.6299368168636319,0.0231615561436357,OK,Southwest,2750.0,127.25334564703081,18.607156244629298
2023-09-01,"Oklahoma City, OK",511.0,5079.0,94.0,875.0,6143.0,982.0,1311.4930697447596,35.4676,-97.5136,1477926.0,0.3457547942183844,3.4365726024171708,0.0636026431634601,0.5920458805109322,4.156500393118464,0.6644446338991262,0.0260818849344952,OK,Southwest,2844.0,127.97255583453342,19.2431826762639
2023-10-01,"Oklahoma City, OK",498.0,5576.0,87.0,962.0,6281.0,1042.0,1315.8241193062097,35.4676,-97.5136,1477926.0,0.3369586839936505,3.7728546625473807,0.0588662761193726,0.6509121566303049,4.249874486273331,0.7050420657055901,0.0306973526877949,OK,Southwest,2931.0,128.39516994863826,19.831845437457627
2023-11-01,"Oklahoma City, OK",388.0,5991.0,22.0,1005.0,6362.0,1038.0,1317.0601155940292,35.4676,-97.5136,1477926.0,0.2625300590151334,4.053653565875423,0.0148857249957034,0.6800069827582708,4.304681019212057,0.7023355702518259,0.0364305598016378,OK,Southwest,2953.0,128.51577569761488,19.98070268741466
2023-12-01,"Oklahoma City, OK",377.0,6458.0,26.0,1035.0,6382.0,1028.0,1315.7999266209315,35.4676,-97.5136,1477926.0,0.2550871965172816,4.3696369101024,0.0175922204494676,0.7003056986615027,4.31821349648088,0.6955693316174152,0.0375507492447895,OK,Southwest,2979.0,128.39280928060347,20.15662489190934
2024-01-01,"Oklahoma City, OK",463.0,463.0,22.0,22.0,6532.0,1026.0,1316.2890171320764,35.4676,-97.5136,1477926.0,0.3132768487732132,0.3132768487732132,0.0148857249957034,0.0148857249957034,4.419707075997039,0.6942160838905331,0.0391048101988946,OK,Southwest,3001.0,128.4405336370561,20.305482141866374
2024-02-01,"Oklahoma City, OK",455.0,889.0,28.0,50.0,6604.0,1030.0,1319.0414587318498,35.4676,-97.5136,1477926.0,0.3078638578656847,0.6015186145991072,0.0189454681763498,0.0338311931720532,4.468423994164795,0.6969225793442974,0.0400203567053405,OK,Southwest,3029.0,128.709110722543,20.49493682362987
2024-03-01,"Oklahoma City, OK",836.0,1717.0,379.0,429.0,6933.0,1367.0,1323.2258652905668,35.4676,-97.5136,1477926.0,0.5656575498367307,1.1617631735283092,0.2564404442441638,0.2902716374162171,4.691033245236906,0.9249448213239364,0.0413513070522433,OK,Southwest,3408.0,129.1174157409401,23.05934126607151
2024-04-01,"Oklahoma City, OK",1004.0,2701.0,373.0,779.0,7296.0,1682.0,1325.3729185472505,35.4676,-97.5136,1477926.0,0.6793303588948296,1.827561055154317,0.2523807010635174,0.52708998962059,4.936647707666014,1.1380813383078718,0.0387710875637645,OK,Southwest,3781.0,129.3269203880551,25.58314827670668
2024-05-01,"Oklahoma City, OK",616.0,3315.0,90.0,867.0,7154.0,1679.0,1324.776018869965,35.4676,-97.5136,1477926.0,0.4168002998796962,2.243008107307132,0.0608961477096958,0.5866328896034037,4.840567119057382,1.1360514667175488,0.0309799037836724,OK,Southwest,3871.0,129.2686762546767,26.19210975380364
2024-06-01,"Oklahoma City, OK",606.0,3924.0,78.0,945.0,7188.0,1704.0,1329.186422766442,35.4676,-97.5136,1477926.0,0.4100340612452856,2.655072040142741,0.0527766613484031,0.6394095509518068,4.863572330414378,1.1529670633035756,0.0287798891524733,OK,Southwest,3949.0,129.6990335870297,26.71987636728767
2024-07-01,"Oklahoma City, OK",575.0,4381.0,73.0,978.0,7084.0,1476.0,1338.4829964870603,35.4676,-97.5136,1477926.0,0.3890587214786126,2.964289145735308,0.0493935420311977,0.661738138445362,4.793203448616507,0.9986968224390126,0.0308547336160622,OK,Southwest,4022.0,130.60617242518094,27.21381178759965
2024-08-01,"Oklahoma City, OK",592.0,4838.0,98.0,975.0,6921.0,1370.0,1350.0895586271831,35.4676,-97.5136,1477926.0,0.4005613271571107,3.2735062513278743,0.0663091386172244,0.6597082668550388,4.682913758875614,0.9269746929142596,0.0352475535224847,OK,Southwest,4120.0,131.7387147586398,27.876903173771893
2024-09-01,"Oklahoma City, OK",514.0,5349.0,85.0,1060.0,6924.0,1361.0,1359.4350187315372,35.4676,-97.5136,1477926.0,0.3477846658087076,3.619261045546259,0.0575130283924905,0.7172212952475293,4.684943630465937,0.92088507814329,0.0365552438611878,OK,Southwest,4205.0,132.65062382060427,28.4520334576968
2024-10-01,"Oklahoma City, OK",581.0,5930.0,75.0,1135.0,7007.0,1349.0,1364.1197718153494,35.4676,-97.5136,1477926.0,0.393118464659259,4.012379510205518,0.0507467897580799,0.7679680850056092,4.7411034111315455,0.9127655917819972,0.0367037294730578,OK,Southwest,4280.0,133.10775153208033,28.9595013552776
2024-11-01,"Oklahoma City, OK",505.0,6368.0,42.0,1074.0,7124.0,1369.0,1367.019777253258,35.4676,-97.5136,1477926.0,0.341695051037738,4.308740762392705,0.0284182022645247,0.7266940293357042,4.82026840315415,0.9262980690508186,0.0379327117021501,OK,Southwest,4322.0,133.39072756633072,29.243683377922846
2024-12-01,"Oklahoma City, OK",480.0,6896.0,14.0,1044.0,7227.0,1357.0,1361.9351216415296,35.4676,-97.5136,1477926.0,0.3247794544517113,4.665998162289586,0.0094727340881749,0.7063953134324722,4.88996066108858,0.9181785826895256,0.0350624696712642,OK,Southwest,4336.0,132.89457826201306,29.338410718804596
2020-01-01,"Pittsburgh, PA",456.0,456.0,351.0,351.0,733.0,508.0,1141.3390414682929,40.4397,-79.9763,2422725.0,0.1882178125870662,0.1882178125870662,0.1448781846887286,0.1448781846887286,0.3025518785664902,0.2096812473557667,,PA,Northest,351.0,100.0,1.448781846887286
2020-02-01,"Pittsburgh, PA",115.0,571.0,32.0,383.0,848.0,540.0,1145.871913295198,40.4397,-79.9763,2422725.0,0.0474672115077031,0.2356850240947693,0.0132082675499695,0.1580864522386981,0.3500190900741933,0.2228895149057363,,PA,Northest,383.0,100.39715383967535,1.5808645223869817
2020-03-01,"Pittsburgh, PA",118.0,689.0,47.0,430.0,966.0,587.0,1152.7966014573726,40.4397,-79.9763,2422725.0,0.0487054865905127,0.2843905106852821,0.0193996429640177,0.1774860952027159,0.398724576664706,0.2422891578697541,,PA,Northest,430.0,101.00386997840185,1.7748609520271594
2020-04-01,"Pittsburgh, PA",43.0,735.0,14.0,444.0,1009.0,601.0,1159.3759007863218,40.4397,-79.9763,2422725.0,0.0177486095202715,0.3033773952883633,0.0057786170531116,0.1832647122558276,0.4164731861849776,0.2480677749228657,,PA,Northest,444.0,101.58032439640591,1.8326471225582763
2020-05-01,"Pittsburgh, PA",117.0,721.0,6.0,315.0,1126.0,607.0,1160.2037401581574,40.4397,-79.9763,2422725.0,0.0482927282295762,0.2975987782352516,0.0024765501656192,0.1300188836950128,0.4647659144145538,0.250544325088485,,PA,Northest,450.0,101.65285668889375,1.857412624214469
2020-06-01,"Pittsburgh, PA",168.0,889.0,73.0,388.0,1294.0,680.0,1160.4360969901045,40.4397,-79.9763,2422725.0,0.0693434046373401,0.3669421828725918,0.030131360348368,0.1601502440433809,0.534109319051894,0.2806756854368531,,PA,Northest,523.0,101.67321495436133,2.15872622769815
