name,date,zori,lat,lng,pop_2023
"Dallas, TX",2020-03-01,1359.5560811252797,32.7935,-96.7667,8100037.0
"Houston, TX",2020-03-01,1363.2991931895529,29.786,-95.3885,7510253.0
"Washington, DC",2020-03-01,1915.2294733953324,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2020-03-01,1454.9988204369172,40.0077,-75.1339,6246160.0
"Miami, FL",2020-03-01,1748.172885967266,25.784,-80.2101,6183199.0
"Atlanta, GA",2020-03-01,1375.214131167064,33.7628,-84.422,6307261.0
"Boston, MA",2020-03-01,2474.8925651490185,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2020-03-01,1320.6956593666887,33.5722,-112.0892,5070110.0
"San Francisco, CA",2020-03-01,2819.1580824230973,37.7558,-122.4449,4566961.0
"Riverside, CA",2020-03-01,1751.8761256778484,33.9381,-117.3949,4688053.0
"Detroit, MI",2020-03-01,1055.456999115643,42.3834,-83.1024,4342304.0
"Seattle, WA",2020-03-01,1827.61278926178,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2020-03-01,1414.559762312563,44.9635,-93.2678,3712020.0
"San Diego, CA",2020-03-01,2159.1842862844624,32.8313,-117.1222,3269973.0
"Tampa, FL",2020-03-01,1375.7825726002336,27.9945,-82.4447,3342963.0
"Denver, CO",2020-03-01,1577.904401855619,39.762,-104.8758,3005131.0
"Baltimore, MD",2020-03-01,1430.7965399607394,39.3051,-76.6144,2834316.0
"St. Louis, MO",2020-03-01,1005.617361597172,38.6359,-90.2451,2796999.0
"Orlando, FL",2020-03-01,1457.5001675783255,28.4773,-81.337,2817933.0
"Charlotte, NC",2020-03-01,1305.4179136637738,35.2083,-80.8303,2805115.0
"San Antonio, TX",2020-03-01,1203.3422022215502,29.4632,-98.5238,2703999.0
"Portland, OR",2020-03-01,1470.30588097016,45.5371,-122.65,2508050.0
"Sacramento, CA",2020-03-01,1745.1791475010334,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2020-03-01,1136.5130257565415,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2020-03-01,1109.8410146264496,39.1413,-84.506,2271479.0
"Austin, TX",2020-03-01,1420.587894949041,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2020-03-01,1293.7560894109704,36.2333,-115.2654,2336573.0
"Kansas City, MO",2020-03-01,1074.5732748131356,39.1238,-94.5541,2221343.0
"Columbus, OH",2020-03-01,1100.3971475549447,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2020-03-01,1092.3671057875472,39.7771,-86.1458,2138468.0
"Cleveland, OH",2020-03-01,986.3342199456656,41.4764,-81.6805,2063132.0
"San Jose, CA",2020-03-01,2953.07517479987,37.3012,-121.848,1945767.0
"Nashville, TN",2020-03-01,1429.498133621886,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2020-03-01,1226.0070448087693,36.7335,-76.0435,1787169.0
"Providence, RI",2020-03-01,1367.278890719699,41.823,-71.4187,1677803.0
"Jacksonville, FL",2020-03-01,1247.967945243022,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2020-03-01,1092.8878872305436,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2020-03-01,1023.048133820222,35.4676,-97.5136,1477926.0
"Raleigh, NC",2020-03-01,1320.0349580985885,35.8324,-78.6429,1509231.0
"Memphis, TN",2020-03-01,1013.2013771268316,35.1087,-89.9663,1335674.0
"Richmond, VA",2020-03-01,1183.0620194700202,37.5295,-77.4756,1349732.0
"Louisville, KY",2020-03-01,1004.5689321293296,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2020-03-01,1252.853797230155,40.7776,-111.9311,1267864.0
"Hartford, CT",2020-03-01,1282.2008738629215,41.7661,-72.6834,1151543.0
"Buffalo, NY",2020-03-01,954.6342694792736,42.9018,-78.8487,1155604.0
"Birmingham, AL",2020-03-01,1038.8602008207145,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2020-03-01,1147.821010890001,42.9619,-85.6562,1162950.0
"New York, NY",2020-04-01,2553.9284248565345,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2020-04-01,2344.4291656428727,34.1141,-118.4068,12799100.0
"Chicago, IL",2020-04-01,1622.762080658582,41.8375,-87.6866,9262825.0
"Dallas, TX",2020-04-01,1368.1194484461823,32.7935,-96.7667,8100037.0
"Houston, TX",2020-04-01,1368.5560851869277,29.786,-95.3885,7510253.0
"Washington, DC",2020-04-01,1924.9366192288817,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2020-04-01,1465.1336789279587,40.0077,-75.1339,6246160.0
"Miami, FL",2020-04-01,1748.1811424478865,25.784,-80.2101,6183199.0
"Atlanta, GA",2020-04-01,1383.8981501125054,33.7628,-84.422,6307261.0
"Boston, MA",2020-04-01,2497.0029823267614,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2020-04-01,1326.716932423829,33.5722,-112.0892,5070110.0
"San Francisco, CA",2020-04-01,2823.860348382885,37.7558,-122.4449,4566961.0
"Riverside, CA",2020-04-01,1757.167967159017,33.9381,-117.3949,4688053.0
"Detroit, MI",2020-04-01,1063.1401298111653,42.3834,-83.1024,4342304.0
"Seattle, WA",2020-04-01,1845.4866071845609,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2020-04-01,1420.4158694269122,44.9635,-93.2678,3712020.0
"San Diego, CA",2020-04-01,2163.5816428506223,32.8313,-117.1222,3269973.0
"Tampa, FL",2020-04-01,1384.8532631961075,27.9945,-82.4447,3342963.0
"Denver, CO",2020-04-01,1584.0611063584,39.762,-104.8758,3005131.0
"Baltimore, MD",2020-04-01,1434.3736528436757,39.3051,-76.6144,2834316.0
"St. Louis, MO",2020-04-01,1015.008375552009,38.6359,-90.2451,2796999.0
"Orlando, FL",2020-04-01,1460.1568006468722,28.4773,-81.337,2817933.0
"Charlotte, NC",2020-04-01,1317.292882809252,35.2083,-80.8303,2805115.0
"San Antonio, TX",2020-04-01,1206.6104380974068,29.4632,-98.5238,2703999.0
"Portland, OR",2020-04-01,1478.446699071601,45.5371,-122.65,2508050.0
"Sacramento, CA",2020-04-01,1756.2824851023383,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2020-04-01,1143.4867794541328,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2020-04-01,1122.7914953616882,39.1413,-84.506,2271479.0
"Austin, TX",2020-04-01,1428.4737172425591,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2020-04-01,1301.0984554062177,36.2333,-115.2654,2336573.0
"Kansas City, MO",2020-04-01,1081.3706764726485,39.1238,-94.5541,2221343.0
"Columbus, OH",2020-04-01,1111.4943829906513,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2020-04-01,1104.6691753764323,39.7771,-86.1458,2138468.0
"Cleveland, OH",2020-04-01,994.25036216391,41.4764,-81.6805,2063132.0
"San Jose, CA",2020-04-01,2963.346744123052,37.3012,-121.848,1945767.0
"Nashville, TN",2020-04-01,1437.000395561103,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2020-04-01,1221.5319194953745,36.7335,-76.0435,1787169.0
"Providence, RI",2020-04-01,1382.66101490215,41.823,-71.4187,1677803.0
"Jacksonville, FL",2020-04-01,1255.5387869287003,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2020-04-01,1096.9417027078848,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2020-04-01,1029.6150203122993,35.4676,-97.5136,1477926.0
"Raleigh, NC",2020-04-01,1322.5050587389792,35.8324,-78.6429,1509231.0
"Memphis, TN",2020-04-01,1025.7767110340878,35.1087,-89.9663,1335674.0
"Richmond, VA",2020-04-01,1190.6359838876026,37.5295,-77.4756,1349732.0
"Louisville, KY",2020-04-01,1012.0278364243792,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2020-04-01,1264.925113265237,40.7776,-111.9311,1267864.0
"Hartford, CT",2020-04-01,1286.001356066479,41.7661,-72.6834,1151543.0
"Buffalo, NY",2020-04-01,957.2081943735344,42.9018,-78.8487,1155604.0
"Birmingham, AL",2020-04-01,1050.3155721991784,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2020-04-01,1166.5961476171624,42.9619,-85.6562,1162950.0
"New York, NY",2020-05-01,2547.8650675221324,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2020-05-01,2331.854771915404,34.1141,-118.4068,12799100.0
"Chicago, IL",2020-05-01,1623.818759695747,41.8375,-87.6866,9262825.0
"Dallas, TX",2020-05-01,1368.727554519052,32.7935,-96.7667,8100037.0
"Houston, TX",2020-05-01,1365.8892522163435,29.786,-95.3885,7510253.0
"Washington, DC",2020-05-01,1923.9062749484056,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2020-05-01,1469.476488646728,40.0077,-75.1339,6246160.0
"Miami, FL",2020-05-01,1742.0251330999806,25.784,-80.2101,6183199.0
"Atlanta, GA",2020-05-01,1386.8829014337457,33.7628,-84.422,6307261.0
"Boston, MA",2020-05-01,2495.880313614673,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2020-05-01,1326.8178080744697,33.5722,-112.0892,5070110.0
"San Francisco, CA",2020-05-01,2816.6940039708115,37.7558,-122.4449,4566961.0
"Riverside, CA",2020-05-01,1754.432313651966,33.9381,-117.3949,4688053.0
"Detroit, MI",2020-05-01,1070.2733147743486,42.3834,-83.1024,4342304.0
"Seattle, WA",2020-05-01,1845.0070964753024,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2020-05-01,1421.9993696045417,44.9635,-93.2678,3712020.0
"San Diego, CA",2020-05-01,2154.7916620269593,32.8313,-117.1222,3269973.0
"Tampa, FL",2020-05-01,1386.7058093685062,27.9945,-82.4447,3342963.0
"Denver, CO",2020-05-01,1578.8371731390484,39.762,-104.8758,3005131.0
"Baltimore, MD",2020-05-01,1433.8598904952096,39.3051,-76.6144,2834316.0
"St. Louis, MO",2020-05-01,1019.819983054498,38.6359,-90.2451,2796999.0
"Orlando, FL",2020-05-01,1458.0677583572988,28.4773,-81.337,2817933.0
"Charlotte, NC",2020-05-01,1315.0756921487264,35.2083,-80.8303,2805115.0
"San Antonio, TX",2020-05-01,1208.07309046337,29.4632,-98.5238,2703999.0
"Portland, OR",2020-05-01,1477.5238485825034,45.5371,-122.65,2508050.0
"Sacramento, CA",2020-05-01,1760.025264898841,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2020-05-01,1144.3216877816296,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2020-05-01,1128.2066529900171,39.1413,-84.506,2271479.0
"Austin, TX",2020-05-01,1426.0985638558168,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2020-05-01,1296.1339383819004,36.2333,-115.2654,2336573.0
"Kansas City, MO",2020-05-01,1090.0376407943602,39.1238,-94.5541,2221343.0
"Columbus, OH",2020-05-01,1114.621352268638,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2020-05-01,1110.6369153340252,39.7771,-86.1458,2138468.0
"Cleveland, OH",2020-05-01,1005.6493910948184,41.4764,-81.6805,2063132.0
"San Jose, CA",2020-05-01,2959.358318413318,37.3012,-121.848,1945767.0
"Nashville, TN",2020-05-01,1440.027263218457,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2020-05-01,1225.2449647423032,36.7335,-76.0435,1787169.0
"Providence, RI",2020-05-01,1392.737859407662,41.823,-71.4187,1677803.0
"Jacksonville, FL",2020-05-01,1257.2187171594285,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2020-05-01,1103.6058516227567,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2020-05-01,1032.8882629147122,35.4676,-97.5136,1477926.0
"Raleigh, NC",2020-05-01,1317.7686513091635,35.8324,-78.6429,1509231.0
"Memphis, TN",2020-05-01,1033.6783508531005,35.1087,-89.9663,1335674.0
"Richmond, VA",2020-05-01,1195.1250646568128,37.5295,-77.4756,1349732.0
"Louisville, KY",2020-05-01,1018.2468862745934,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2020-05-01,1263.634347767173,40.7776,-111.9311,1267864.0
"Hartford, CT",2020-05-01,1293.421762903852,41.7661,-72.6834,1151543.0
"Buffalo, NY",2020-05-01,972.8522686191982,42.9018,-78.8487,1155604.0
"Birmingham, AL",2020-05-01,1056.6889559571675,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2020-05-01,1172.396859392194,42.9619,-85.6562,1162950.0
"New York, NY",2020-06-01,2531.3653904326407,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2020-06-01,2320.239273198114,34.1141,-118.4068,12799100.0
"Chicago, IL",2020-06-01,1622.6606156849707,41.8375,-87.6866,9262825.0
"Dallas, TX",2020-06-01,1368.2399693296857,32.7935,-96.7667,8100037.0
"Houston, TX",2020-06-01,1359.0280717481733,29.786,-95.3885,7510253.0
"Washington, DC",2020-06-01,1921.6262173520504,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2020-06-01,1469.5847945055232,40.0077,-75.1339,6246160.0
"Miami, FL",2020-06-01,1732.569077476992,25.784,-80.2101,6183199.0
"Atlanta, GA",2020-06-01,1390.563595805771,33.7628,-84.422,6307261.0
"Boston, MA",2020-06-01,2484.659606475047,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2020-06-01,1325.86733945377,33.5722,-112.0892,5070110.0
"San Francisco, CA",2020-06-01,2806.7728132137777,37.7558,-122.4449,4566961.0
"Riverside, CA",2020-06-01,1753.42738104264,33.9381,-117.3949,4688053.0
"Detroit, MI",2020-06-01,1076.559963174052,42.3834,-83.1024,4342304.0
"Seattle, WA",2020-06-01,1841.25137455165,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2020-06-01,1420.238553336419,44.9635,-93.2678,3712020.0
"San Diego, CA",2020-06-01,2147.733377933954,32.8313,-117.1222,3269973.0
"Tampa, FL",2020-06-01,1387.5420594502807,27.9945,-82.4447,3342963.0
"Denver, CO",2020-06-01,1572.0345597442354,39.762,-104.8758,3005131.0
"Baltimore, MD",2020-06-01,1433.8505065777108,39.3051,-76.6144,2834316.0
"St. Louis, MO",2020-06-01,1024.1758442577886,38.6359,-90.2451,2796999.0
"Orlando, FL",2020-06-01,1455.0921107239922,28.4773,-81.337,2817933.0
"Charlotte, NC",2020-06-01,1317.34356025314,35.2083,-80.8303,2805115.0
"San Antonio, TX",2020-06-01,1205.4641337557907,29.4632,-98.5238,2703999.0
"Portland, OR",2020-06-01,1476.188771374663,45.5371,-122.65,2508050.0
"Sacramento, CA",2020-06-01,1760.0565951620406,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2020-06-01,1144.631899959304,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2020-06-01,1132.4519796888833,39.1413,-84.506,2271479.0
"Austin, TX",2020-06-01,1417.7276374763935,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2020-06-01,1292.190311721617,36.2333,-115.2654,2336573.0
"Kansas City, MO",2020-06-01,1097.218221839485,39.1238,-94.5541,2221343.0
"Columbus, OH",2020-06-01,1120.1633340912426,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2020-06-01,1123.8445445381667,39.7771,-86.1458,2138468.0
"Cleveland, OH",2020-06-01,1012.4708547324492,41.4764,-81.6805,2063132.0
"San Jose, CA",2020-06-01,2946.340128797197,37.3012,-121.848,1945767.0
"Nashville, TN",2020-06-01,1443.5807079765316,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2020-06-01,1226.7095839264484,36.7335,-76.0435,1787169.0
"Providence, RI",2020-06-01,1390.1033383079152,41.823,-71.4187,1677803.0
"Jacksonville, FL",2020-06-01,1259.8427313301352,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2020-06-01,1104.6636780608071,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2020-06-01,1041.5038872529424,35.4676,-97.5136,1477926.0
"Raleigh, NC",2020-06-01,1318.2875895785096,35.8324,-78.6429,1509231.0
"Memphis, TN",2020-06-01,1044.357175867225,35.1087,-89.9663,1335674.0
"Richmond, VA",2020-06-01,1203.8717371804576,37.5295,-77.4756,1349732.0
"Louisville, KY",2020-06-01,1021.4582064475624,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2020-06-01,1266.9436289423322,40.7776,-111.9311,1267864.0
"Hartford, CT",2020-06-01,1296.0515824291735,41.7661,-72.6834,1151543.0
"Buffalo, NY",2020-06-01,976.4698861583612,42.9018,-78.8487,1155604.0
"Birmingham, AL",2020-06-01,1058.8560680556704,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2020-06-01,1180.4011145327363,42.9619,-85.6562,1162950.0
"New York, NY",2020-07-01,2508.964281311343,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2020-07-01,2314.057413600249,34.1141,-118.4068,12799100.0
"Chicago, IL",2020-07-01,1619.6162802045433,41.8375,-87.6866,9262825.0
"Dallas, TX",2020-07-01,1369.2835866551852,32.7935,-96.7667,8100037.0
"Houston, TX",2020-07-01,1354.1206494998482,29.786,-95.3885,7510253.0
"Washington, DC",2020-07-01,1915.0800157256915,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2020-07-01,1470.2369112341275,40.0077,-75.1339,6246160.0
"Miami, FL",2020-07-01,1731.6834379839945,25.784,-80.2101,6183199.0
"Atlanta, GA",2020-07-01,1397.8828205856555,33.7628,-84.422,6307261.0
"Boston, MA",2020-07-01,2465.401236860036,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2020-07-01,1329.7384358929685,33.5722,-112.0892,5070110.0
"San Francisco, CA",2020-07-01,2788.4927395581735,37.7558,-122.4449,4566961.0
"Riverside, CA",2020-07-01,1765.473894048312,33.9381,-117.3949,4688053.0
"Detroit, MI",2020-07-01,1083.0576313930785,42.3834,-83.1024,4342304.0
"Seattle, WA",2020-07-01,1831.639751769899,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2020-07-01,1421.1096285391336,44.9635,-93.2678,3712020.0
"San Diego, CA",2020-07-01,2146.4054862806715,32.8313,-117.1222,3269973.0
"Tampa, FL",2020-07-01,1389.041120925532,27.9945,-82.4447,3342963.0
"Denver, CO",2020-07-01,1568.6148422123358,39.762,-104.8758,3005131.0
"Baltimore, MD",2020-07-01,1437.0538184456686,39.3051,-76.6144,2834316.0
"St. Louis, MO",2020-07-01,1026.4737785931268,38.6359,-90.2451,2796999.0
"Orlando, FL",2020-07-01,1453.6016823652917,28.4773,-81.337,2817933.0
"Charlotte, NC",2020-07-01,1315.3334697586772,35.2083,-80.8303,2805115.0
"San Antonio, TX",2020-07-01,1205.76595348049,29.4632,-98.5238,2703999.0
"Portland, OR",2020-07-01,1478.5783141921308,45.5371,-122.65,2508050.0
"Sacramento, CA",2020-07-01,1771.1771867631826,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2020-07-01,1143.3166897539254,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2020-07-01,1135.1394914153052,39.1413,-84.506,2271479.0
"Austin, TX",2020-07-01,1410.949270688433,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2020-07-01,1294.100865361753,36.2333,-115.2654,2336573.0
"Kansas City, MO",2020-07-01,1103.3533865278305,39.1238,-94.5541,2221343.0
"Columbus, OH",2020-07-01,1121.3052329281427,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2020-07-01,1132.180638822522,39.7771,-86.1458,2138468.0
"Cleveland, OH",2020-07-01,1018.6268053133095,41.4764,-81.6805,2063132.0
"San Jose, CA",2020-07-01,2916.2554312473817,37.3012,-121.848,1945767.0
"Nashville, TN",2020-07-01,1444.960950083936,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2020-07-01,1234.9876752543971,36.7335,-76.0435,1787169.0
"Providence, RI",2020-07-01,1394.1493997927037,41.823,-71.4187,1677803.0
"Jacksonville, FL",2020-07-01,1259.500808650965,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2020-07-01,1105.0239227603972,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2020-07-01,1044.6902966163398,35.4676,-97.5136,1477926.0
"Raleigh, NC",2020-07-01,1322.9375982770405,35.8324,-78.6429,1509231.0
"Memphis, TN",2020-07-01,1054.3130293028216,35.1087,-89.9663,1335674.0
"Richmond, VA",2020-07-01,1206.265326909257,37.5295,-77.4756,1349732.0
"Louisville, KY",2020-07-01,1026.676340157493,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2020-07-01,1269.0586708858505,40.7776,-111.9311,1267864.0
"Hartford, CT",2020-07-01,1299.980009009687,41.7661,-72.6834,1151543.0
"Buffalo, NY",2020-07-01,986.2895377099068,42.9018,-78.8487,1155604.0
"Birmingham, AL",2020-07-01,1056.1826879623754,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2020-07-01,1188.3262405322505,42.9619,-85.6562,1162950.0
"New York, NY",2020-08-01,2484.5722350736937,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2020-08-01,2316.0779924304516,34.1141,-118.4068,12799100.0
"Chicago, IL",2020-08-01,1618.7794830433986,41.8375,-87.6866,9262825.0
"Dallas, TX",2020-08-01,1373.7694656788235,32.7935,-96.7667,8100037.0
"Houston, TX",2020-08-01,1358.0740938737754,29.786,-95.3885,7510253.0
"Washington, DC",2020-08-01,1913.4529432007537,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2020-08-01,1476.0934295378604,40.0077,-75.1339,6246160.0
"Miami, FL",2020-08-01,1737.3761310972975,25.784,-80.2101,6183199.0
"Atlanta, GA",2020-08-01,1413.0207060994264,33.7628,-84.422,6307261.0
"Boston, MA",2020-08-01,2447.145052485159,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2020-08-01,1343.2018408693264,33.5722,-112.0892,5070110.0
"San Francisco, CA",2020-08-01,2768.120878049106,37.7558,-122.4449,4566961.0
"Riverside, CA",2020-08-01,1789.3567332374075,33.9381,-117.3949,4688053.0
"Detroit, MI",2020-08-01,1096.0505619678468,42.3834,-83.1024,4342304.0
"Seattle, WA",2020-08-01,1834.2405444432927,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2020-08-01,1423.2580171003294,44.9635,-93.2678,3712020.0
"San Diego, CA",2020-08-01,2157.80373122375,32.8313,-117.1222,3269973.0
"Tampa, FL",2020-08-01,1402.909969725798,27.9945,-82.4447,3342963.0
"Denver, CO",2020-08-01,1577.0862413391526,39.762,-104.8758,3005131.0
"Baltimore, MD",2020-08-01,1442.4919180862253,39.3051,-76.6144,2834316.0
"St. Louis, MO",2020-08-01,1032.266561694115,38.6359,-90.2451,2796999.0
"Orlando, FL",2020-08-01,1461.164601982744,28.4773,-81.337,2817933.0
"Charlotte, NC",2020-08-01,1327.0360636347698,35.2083,-80.8303,2805115.0
"San Antonio, TX",2020-08-01,1213.2926548236169,29.4632,-98.5238,2703999.0
"Portland, OR",2020-08-01,1492.2273451412514,45.5371,-122.65,2508050.0
"Sacramento, CA",2020-08-01,1787.670042666944,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2020-08-01,1146.9527233016113,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2020-08-01,1142.7073917763494,39.1413,-84.506,2271479.0
"Austin, TX",2020-08-01,1414.0070116889867,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2020-08-01,1311.3670028521217,36.2333,-115.2654,2336573.0
"Kansas City, MO",2020-08-01,1111.6531766613775,39.1238,-94.5541,2221343.0
"Columbus, OH",2020-08-01,1129.545663976668,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2020-08-01,1142.2029951701816,39.7771,-86.1458,2138468.0
"Cleveland, OH",2020-08-01,1024.4314885926094,41.4764,-81.6805,2063132.0
"San Jose, CA",2020-08-01,2887.4618228589416,37.3012,-121.848,1945767.0
"Nashville, TN",2020-08-01,1447.0111418956203,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2020-08-01,1247.868081809447,36.7335,-76.0435,1787169.0
"Providence, RI",2020-08-01,1399.2860891618386,41.823,-71.4187,1677803.0
"Jacksonville, FL",2020-08-01,1269.7652371788845,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2020-08-01,1106.6117425147447,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2020-08-01,1050.939522061012,35.4676,-97.5136,1477926.0
"Raleigh, NC",2020-08-01,1331.3566819019088,35.8324,-78.6429,1509231.0
"Memphis, TN",2020-08-01,1068.71533729336,35.1087,-89.9663,1335674.0
"Richmond, VA",2020-08-01,1215.40288352424,37.5295,-77.4756,1349732.0
"Louisville, KY",2020-08-01,1031.7823217954308,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2020-08-01,1278.4954912681303,40.7776,-111.9311,1267864.0
"Hartford, CT",2020-08-01,1302.2846846099296,41.7661,-72.6834,1151543.0
"Buffalo, NY",2020-08-01,988.0241752883148,42.9018,-78.8487,1155604.0
"Birmingham, AL",2020-08-01,1065.1064656392684,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2020-08-01,1199.759150236885,42.9619,-85.6562,1162950.0
"New York, NY",2020-09-01,,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2020-09-01,2316.244612211555,34.1141,-118.4068,12799100.0
"Chicago, IL",2020-09-01,1613.128406645677,41.8375,-87.6866,9262825.0
"Dallas, TX",2020-09-01,1377.781392424383,32.7935,-96.7667,8100037.0
"Houston, TX",2020-09-01,1363.2275494529904,29.786,-95.3885,7510253.0
"Washington, DC",2020-09-01,1909.0731214083255,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2020-09-01,1476.4444612897505,40.0077,-75.1339,6246160.0
"Miami, FL",2020-09-01,1742.8561233003077,25.784,-80.2101,6183199.0
"Atlanta, GA",2020-09-01,1426.5245427072298,33.7628,-84.422,6307261.0
"Boston, MA",2020-09-01,,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2020-09-01,1359.689496654635,33.5722,-112.0892,5070110.0
"San Francisco, CA",2020-09-01,,37.7558,-122.4449,4566961.0
"Riverside, CA",2020-09-01,1821.224910170729,33.9381,-117.3949,4688053.0
"Detroit, MI",2020-09-01,1108.3091744273738,42.3834,-83.1024,4342304.0
"Seattle, WA",2020-09-01,1831.4592092090911,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2020-09-01,1426.783864449172,44.9635,-93.2678,3712020.0
"San Diego, CA",2020-09-01,2167.1290894929366,32.8313,-117.1222,3269973.0
"Tampa, FL",2020-09-01,1419.3282410960198,27.9945,-82.4447,3342963.0
"Denver, CO",2020-09-01,1581.7965286364554,39.762,-104.8758,3005131.0
"Baltimore, MD",2020-09-01,1445.730155563893,39.3051,-76.6144,2834316.0
"St. Louis, MO",2020-09-01,1038.8994835821063,38.6359,-90.2451,2796999.0
"Orlando, FL",2020-09-01,1464.7289921906074,28.4773,-81.337,2817933.0
"Charlotte, NC",2020-09-01,1337.0471623029548,35.2083,-80.8303,2805115.0
"San Antonio, TX",2020-09-01,1219.0820433589463,29.4632,-98.5238,2703999.0
"Portland, OR",2020-09-01,1502.7267733870665,45.5371,-122.65,2508050.0
"Sacramento, CA",2020-09-01,1812.569469299369,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2020-09-01,1147.5625806635112,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2020-09-01,1145.6770090911186,39.1413,-84.506,2271479.0
"Austin, TX",2020-09-01,1417.1487455824915,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2020-09-01,1329.3671188994786,36.2333,-115.2654,2336573.0
"Kansas City, MO",2020-09-01,1117.4311012049363,39.1238,-94.5541,2221343.0
"Columbus, OH",2020-09-01,1135.5783390624863,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2020-09-01,1146.5159838017412,39.7771,-86.1458,2138468.0
"Cleveland, OH",2020-09-01,1033.7114521723115,41.4764,-81.6805,2063132.0
"San Jose, CA",2020-09-01,2850.9511186456407,37.3012,-121.848,1945767.0
