name,date,zori,lat,lng,pop_2023
"Raleigh, NC",2016-04-01,1139.7537269889528,35.8324,-78.6429,1509231.0
"Memphis, TN",2016-04-01,897.7392466299607,35.1087,-89.9663,1335674.0
"Richmond, VA",2016-04-01,1006.4380779574404,37.5295,-77.4756,1349732.0
"Louisville, KY",2016-04-01,861.4609862116727,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2016-04-01,1032.722701242628,40.7776,-111.9311,1267864.0
"Hartford, CT",2016-04-01,1156.5862275781938,41.7661,-72.6834,1151543.0
"Buffalo, NY",2016-04-01,807.7209801155238,42.9018,-78.8487,1155604.0
"Birmingham, AL",2016-04-01,930.6288906464644,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2016-04-01,929.9578631790704,42.9619,-85.6562,1162950.0
"New York, NY",2016-05-01,2342.3345900788054,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2016-05-01,1972.0751142719992,34.1141,-118.4068,12799100.0
"Chicago, IL",2016-05-01,1470.586264296439,41.8375,-87.6866,9262825.0
"Dallas, TX",2016-05-01,1178.7037106960152,32.7935,-96.7667,8100037.0
"Houston, TX",2016-05-01,1260.0345634436696,29.786,-95.3885,7510253.0
"Washington, DC",2016-05-01,1746.8642411104963,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2016-05-01,1287.466284623981,40.0077,-75.1339,6246160.0
"Miami, FL",2016-05-01,1562.8800181135605,25.784,-80.2101,6183199.0
"Atlanta, GA",2016-05-01,1107.078962706126,33.7628,-84.422,6307261.0
"Boston, MA",2016-05-01,2189.507069675204,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2016-05-01,1016.4388688102846,33.5722,-112.0892,5070110.0
"San Francisco, CA",2016-05-01,2520.3320338718777,37.7558,-122.4449,4566961.0
"Riverside, CA",2016-05-01,1420.4159659884615,33.9381,-117.3949,4688053.0
"Detroit, MI",2016-05-01,904.8050646489304,42.3834,-83.1024,4342304.0
"Seattle, WA",2016-05-01,1505.4636403378613,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2016-05-01,1195.3466140697376,44.9635,-93.2678,3712020.0
"San Diego, CA",2016-05-01,1802.4162860510487,32.8313,-117.1222,3269973.0
"Tampa, FL",2016-05-01,1146.9706740694132,27.9945,-82.4447,3342963.0
"Denver, CO",2016-05-01,1371.3926858797488,39.762,-104.8758,3005131.0
"Baltimore, MD",2016-05-01,1342.2137745716564,39.3051,-76.6144,2834316.0
"St. Louis, MO",2016-05-01,901.6848632723083,38.6359,-90.2451,2796999.0
"Orlando, FL",2016-05-01,1206.28752805448,28.4773,-81.337,2817933.0
"Charlotte, NC",2016-05-01,1099.3471380094943,35.2083,-80.8303,2805115.0
"San Antonio, TX",2016-05-01,1078.912771039998,29.4632,-98.5238,2703999.0
"Portland, OR",2016-05-01,1289.1578786202865,45.5371,-122.65,2508050.0
"Sacramento, CA",2016-05-01,1377.2669106001038,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2016-05-01,1023.5290681616584,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2016-05-01,921.53086298845,39.1413,-84.506,2271479.0
"Austin, TX",2016-05-01,1254.9365271043373,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2016-05-01,1042.8846562392869,36.2333,-115.2654,2336573.0
"Kansas City, MO",2016-05-01,929.3842058687104,39.1238,-94.5541,2221343.0
"Columbus, OH",2016-05-01,924.4903198436806,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2016-05-01,952.755354856756,39.7771,-86.1458,2138468.0
"Cleveland, OH",2016-05-01,862.5286503459216,41.4764,-81.6805,2063132.0
"San Jose, CA",2016-05-01,2677.091295212852,37.3012,-121.848,1945767.0
"Nashville, TN",2016-05-01,1242.2980610614818,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2016-05-01,1104.5360060854289,36.7335,-76.0435,1787169.0
"Providence, RI",2016-05-01,1134.1430242384072,41.823,-71.4187,1677803.0
"Jacksonville, FL",2016-05-01,1062.7511679318104,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2016-05-01,980.7176102062712,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2016-05-01,951.4255105744804,35.4676,-97.5136,1477926.0
"Raleigh, NC",2016-05-01,1148.7035129956046,35.8324,-78.6429,1509231.0
"Memphis, TN",2016-05-01,900.6944502389237,35.1087,-89.9663,1335674.0
"Richmond, VA",2016-05-01,1017.261254884147,37.5295,-77.4756,1349732.0
"Louisville, KY",2016-05-01,870.8985546738741,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2016-05-01,1037.71288865236,40.7776,-111.9311,1267864.0
"Hartford, CT",2016-05-01,1158.1716162796668,41.7661,-72.6834,1151543.0
"Buffalo, NY",2016-05-01,823.6742994801442,42.9018,-78.8487,1155604.0
"Birmingham, AL",2016-05-01,933.3191561076476,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2016-05-01,945.9189327174676,42.9619,-85.6562,1162950.0
"New York, NY",2016-06-01,2356.691510521934,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2016-06-01,1985.2340667839187,34.1141,-118.4068,12799100.0
"Chicago, IL",2016-06-01,1478.762940493182,41.8375,-87.6866,9262825.0
"Dallas, TX",2016-06-01,1187.1654084112847,32.7935,-96.7667,8100037.0
"Houston, TX",2016-06-01,1262.865116795359,29.786,-95.3885,7510253.0
"Washington, DC",2016-06-01,1756.1162168619362,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2016-06-01,1293.752319695446,40.0077,-75.1339,6246160.0
"Miami, FL",2016-06-01,1562.5035286276411,25.784,-80.2101,6183199.0
"Atlanta, GA",2016-06-01,1115.625935407351,33.7628,-84.422,6307261.0
"Boston, MA",2016-06-01,2198.385098809991,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2016-06-01,1023.98631499545,33.5722,-112.0892,5070110.0
"San Francisco, CA",2016-06-01,2533.8116292573955,37.7558,-122.4449,4566961.0
"Riverside, CA",2016-06-01,1426.036338521379,33.9381,-117.3949,4688053.0
"Detroit, MI",2016-06-01,910.1473988435396,42.3834,-83.1024,4342304.0
"Seattle, WA",2016-06-01,1527.0453373029995,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2016-06-01,1206.7600538953488,44.9635,-93.2678,3712020.0
"San Diego, CA",2016-06-01,1816.0739914550456,32.8313,-117.1222,3269973.0
"Tampa, FL",2016-06-01,1151.559985069804,27.9945,-82.4447,3342963.0
"Denver, CO",2016-06-01,1384.1697014022673,39.762,-104.8758,3005131.0
"Baltimore, MD",2016-06-01,1344.3205867496345,39.3051,-76.6144,2834316.0
"St. Louis, MO",2016-06-01,906.129527394484,38.6359,-90.2451,2796999.0
"Orlando, FL",2016-06-01,1216.4102715488098,28.4773,-81.337,2817933.0
"Charlotte, NC",2016-06-01,1104.225220946131,35.2083,-80.8303,2805115.0
"San Antonio, TX",2016-06-01,1084.9017342192917,29.4632,-98.5238,2703999.0
"Portland, OR",2016-06-01,1303.176324005391,45.5371,-122.65,2508050.0
"Sacramento, CA",2016-06-01,1396.6139289050134,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2016-06-01,1024.8795153794397,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2016-06-01,933.8042807289364,39.1413,-84.506,2271479.0
"Austin, TX",2016-06-01,1266.3662520251214,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2016-06-01,1049.9366376843857,36.2333,-115.2654,2336573.0
"Kansas City, MO",2016-06-01,932.0986609013154,39.1238,-94.5541,2221343.0
"Columbus, OH",2016-06-01,933.4583340046504,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2016-06-01,960.2143809860156,39.7771,-86.1458,2138468.0
"Cleveland, OH",2016-06-01,869.9859801280251,41.4764,-81.6805,2063132.0
"San Jose, CA",2016-06-01,2706.8336779269043,37.3012,-121.848,1945767.0
"Nashville, TN",2016-06-01,1252.5295417898103,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2016-06-01,1108.9832713687376,36.7335,-76.0435,1787169.0
"Providence, RI",2016-06-01,1140.2822226610465,41.823,-71.4187,1677803.0
"Jacksonville, FL",2016-06-01,1069.7554719697775,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2016-06-01,988.7971904643028,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2016-06-01,953.7167308392224,35.4676,-97.5136,1477926.0
"Raleigh, NC",2016-06-01,1158.5555049886857,35.8324,-78.6429,1509231.0
"Memphis, TN",2016-06-01,901.1729025959276,35.1087,-89.9663,1335674.0
"Richmond, VA",2016-06-01,1022.0963027467478,37.5295,-77.4756,1349732.0
"Louisville, KY",2016-06-01,877.9575948222424,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2016-06-01,1045.9748546299004,40.7776,-111.9311,1267864.0
"Hartford, CT",2016-06-01,1165.6242940351938,41.7661,-72.6834,1151543.0
"Buffalo, NY",2016-06-01,839.5965022261182,42.9018,-78.8487,1155604.0
"Birmingham, AL",2016-06-01,934.0338991779586,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2016-06-01,966.4227518450014,42.9619,-85.6562,1162950.0
"New York, NY",2016-07-01,2371.20519283817,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2016-07-01,1998.102622075187,34.1141,-118.4068,12799100.0
"Chicago, IL",2016-07-01,1486.7148760383952,41.8375,-87.6866,9262825.0
"Dallas, TX",2016-07-01,1194.9680459549204,32.7935,-96.7667,8100037.0
"Houston, TX",2016-07-01,1263.707176344215,29.786,-95.3885,7510253.0
"Washington, DC",2016-07-01,1762.4109450320973,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2016-07-01,1300.8110892646118,40.0077,-75.1339,6246160.0
"Miami, FL",2016-07-01,1562.0494411095474,25.784,-80.2101,6183199.0
"Atlanta, GA",2016-07-01,1124.3853755637904,33.7628,-84.422,6307261.0
"Boston, MA",2016-07-01,2215.1636718154136,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2016-07-01,1030.866155538752,33.5722,-112.0892,5070110.0
"San Francisco, CA",2016-07-01,2557.1052098248974,37.7558,-122.4449,4566961.0
"Riverside, CA",2016-07-01,1431.1861796057858,33.9381,-117.3949,4688053.0
"Detroit, MI",2016-07-01,915.4835940416632,42.3834,-83.1024,4342304.0
"Seattle, WA",2016-07-01,1551.377341193253,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2016-07-01,1216.9051095341192,44.9635,-93.2678,3712020.0
"San Diego, CA",2016-07-01,1830.7743802543248,32.8313,-117.1222,3269973.0
"Tampa, FL",2016-07-01,1158.9808180987925,27.9945,-82.4447,3342963.0
"Denver, CO",2016-07-01,1396.4591748406094,39.762,-104.8758,3005131.0
"Baltimore, MD",2016-07-01,1345.2585357506596,39.3051,-76.6144,2834316.0
"St. Louis, MO",2016-07-01,909.5306450847504,38.6359,-90.2451,2796999.0
"Orlando, FL",2016-07-01,1224.2954200090458,28.4773,-81.337,2817933.0
"Charlotte, NC",2016-07-01,1109.9354791903966,35.2083,-80.8303,2805115.0
"San Antonio, TX",2016-07-01,1090.1761088685298,29.4632,-98.5238,2703999.0
"Portland, OR",2016-07-01,1315.8596116390752,45.5371,-122.65,2508050.0
"Sacramento, CA",2016-07-01,1415.37051081725,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2016-07-01,1022.541854167746,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2016-07-01,933.686301775075,39.1413,-84.506,2271479.0
"Austin, TX",2016-07-01,1273.5869690000045,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2016-07-01,1059.7124934042104,36.2333,-115.2654,2336573.0
"Kansas City, MO",2016-07-01,936.7080979898903,39.1238,-94.5541,2221343.0
"Columbus, OH",2016-07-01,942.6999560297952,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2016-07-01,964.375445715086,39.7771,-86.1458,2138468.0
"Cleveland, OH",2016-07-01,875.3444615491868,41.4764,-81.6805,2063132.0
"San Jose, CA",2016-07-01,2721.1622750049337,37.3012,-121.848,1945767.0
"Nashville, TN",2016-07-01,1265.1090675854612,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2016-07-01,1110.009664971524,36.7335,-76.0435,1787169.0
"Providence, RI",2016-07-01,1131.002947495682,41.823,-71.4187,1677803.0
"Jacksonville, FL",2016-07-01,1074.2521338478632,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2016-07-01,1000.8547327398214,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2016-07-01,958.7890396207844,35.4676,-97.5136,1477926.0
"Raleigh, NC",2016-07-01,1165.3944586452812,35.8324,-78.6429,1509231.0
"Memphis, TN",2016-07-01,904.2715603834675,35.1087,-89.9663,1335674.0
"Richmond, VA",2016-07-01,1025.67360881614,37.5295,-77.4756,1349732.0
"Louisville, KY",2016-07-01,886.4230495411778,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2016-07-01,1049.1965669763504,40.7776,-111.9311,1267864.0
"Hartford, CT",2016-07-01,1170.7638888221015,41.7661,-72.6834,1151543.0
"Buffalo, NY",2016-07-01,848.013051458118,42.9018,-78.8487,1155604.0
"Birmingham, AL",2016-07-01,935.8897520775864,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2016-07-01,981.2644598699276,42.9619,-85.6562,1162950.0
"New York, NY",2016-08-01,2383.468073253036,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2016-08-01,2011.412273963672,34.1141,-118.4068,12799100.0
"Chicago, IL",2016-08-01,1493.065673534095,41.8375,-87.6866,9262825.0
"Dallas, TX",2016-08-01,1199.8659589054018,32.7935,-96.7667,8100037.0
"Houston, TX",2016-08-01,1263.393269452603,29.786,-95.3885,7510253.0
"Washington, DC",2016-08-01,1766.6375103950468,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2016-08-01,1301.8056232770423,40.0077,-75.1339,6246160.0
"Miami, FL",2016-08-01,1564.241502059359,25.784,-80.2101,6183199.0
"Atlanta, GA",2016-08-01,1133.1445512294254,33.7628,-84.422,6307261.0
"Boston, MA",2016-08-01,2221.6487725938873,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2016-08-01,1035.011761263684,33.5722,-112.0892,5070110.0
"San Francisco, CA",2016-08-01,2563.81294688439,37.7558,-122.4449,4566961.0
"Riverside, CA",2016-08-01,1440.1504509510523,33.9381,-117.3949,4688053.0
"Detroit, MI",2016-08-01,920.4852342217322,42.3834,-83.1024,4342304.0
"Seattle, WA",2016-08-01,1567.6027214595604,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2016-08-01,1218.9216420876137,44.9635,-93.2678,3712020.0
"San Diego, CA",2016-08-01,1843.6520716789576,32.8313,-117.1222,3269973.0
"Tampa, FL",2016-08-01,1161.2193477791573,27.9945,-82.4447,3342963.0
"Denver, CO",2016-08-01,1402.6814009145842,39.762,-104.8758,3005131.0
"Baltimore, MD",2016-08-01,1343.217135205512,39.3051,-76.6144,2834316.0
"St. Louis, MO",2016-08-01,911.1880324393364,38.6359,-90.2451,2796999.0
"Orlando, FL",2016-08-01,1230.8037442741538,28.4773,-81.337,2817933.0
"Charlotte, NC",2016-08-01,1117.2444813997563,35.2083,-80.8303,2805115.0
"San Antonio, TX",2016-08-01,1091.5766710420653,29.4632,-98.5238,2703999.0
"Portland, OR",2016-08-01,1323.0569481898094,45.5371,-122.65,2508050.0
"Sacramento, CA",2016-08-01,1424.423143734177,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2016-08-01,1020.6795291989,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2016-08-01,938.121379522577,39.1413,-84.506,2271479.0
"Austin, TX",2016-08-01,1278.211972457774,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2016-08-01,1063.4436671532478,36.2333,-115.2654,2336573.0
"Kansas City, MO",2016-08-01,941.2886612095296,39.1238,-94.5541,2221343.0
"Columbus, OH",2016-08-01,943.3514639577684,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2016-08-01,967.042765243312,39.7771,-86.1458,2138468.0
"Cleveland, OH",2016-08-01,878.6412739374125,41.4764,-81.6805,2063132.0
"San Jose, CA",2016-08-01,2737.17977442596,37.3012,-121.848,1945767.0
"Nashville, TN",2016-08-01,1273.4300303222876,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2016-08-01,1111.805144692825,36.7335,-76.0435,1787169.0
"Providence, RI",2016-08-01,1136.7515292331836,41.823,-71.4187,1677803.0
"Jacksonville, FL",2016-08-01,1075.0905891943332,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2016-08-01,998.638831073954,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2016-08-01,953.3890799464072,35.4676,-97.5136,1477926.0
"Raleigh, NC",2016-08-01,1168.6957883932175,35.8324,-78.6429,1509231.0
"Memphis, TN",2016-08-01,905.293641361778,35.1087,-89.9663,1335674.0
"Richmond, VA",2016-08-01,1027.1074981724096,37.5295,-77.4756,1349732.0
"Louisville, KY",2016-08-01,890.3908631112196,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2016-08-01,1054.457553736518,40.7776,-111.9311,1267864.0
"Hartford, CT",2016-08-01,1176.398902390932,41.7661,-72.6834,1151543.0
"Buffalo, NY",2016-08-01,837.743220733326,42.9018,-78.8487,1155604.0
"Birmingham, AL",2016-08-01,934.9364250655748,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2016-08-01,988.4023811648384,42.9619,-85.6562,1162950.0
"New York, NY",2016-09-01,2387.273579812773,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2016-09-01,2017.977722213295,34.1141,-118.4068,12799100.0
"Chicago, IL",2016-09-01,1496.6124104222772,41.8375,-87.6866,9262825.0
"Dallas, TX",2016-09-01,1203.478611762259,32.7935,-96.7667,8100037.0
"Houston, TX",2016-09-01,1260.7401134480083,29.786,-95.3885,7510253.0
"Washington, DC",2016-09-01,1767.5133185401571,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2016-09-01,1301.483239421202,40.0077,-75.1339,6246160.0
"Miami, FL",2016-09-01,1566.9887297072146,25.784,-80.2101,6183199.0
"Atlanta, GA",2016-09-01,1137.3892690976638,33.7628,-84.422,6307261.0
"Boston, MA",2016-09-01,2220.163597278366,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2016-09-01,1037.093539177584,33.5722,-112.0892,5070110.0
"San Francisco, CA",2016-09-01,2567.0365245688185,37.7558,-122.4449,4566961.0
"Riverside, CA",2016-09-01,1445.7920377908893,33.9381,-117.3949,4688053.0
"Detroit, MI",2016-09-01,924.5793658978116,42.3834,-83.1024,4342304.0
"Seattle, WA",2016-09-01,1569.9485131115146,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2016-09-01,1222.1469709466758,44.9635,-93.2678,3712020.0
"San Diego, CA",2016-09-01,1850.7843892488763,32.8313,-117.1222,3269973.0
"Tampa, FL",2016-09-01,1164.8773085984096,27.9945,-82.4447,3342963.0
"Denver, CO",2016-09-01,1402.2038723561902,39.762,-104.8758,3005131.0
"Baltimore, MD",2016-09-01,1339.1308344096806,39.3051,-76.6144,2834316.0
"St. Louis, MO",2016-09-01,910.45183111462,38.6359,-90.2451,2796999.0
"Orlando, FL",2016-09-01,1235.4916469030836,28.4773,-81.337,2817933.0
"Charlotte, NC",2016-09-01,1121.429348115431,35.2083,-80.8303,2805115.0
"San Antonio, TX",2016-09-01,1094.4172931263593,29.4632,-98.5238,2703999.0
"Portland, OR",2016-09-01,1325.4339053603865,45.5371,-122.65,2508050.0
"Sacramento, CA",2016-09-01,1431.5090741495196,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2016-09-01,1014.680609086549,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2016-09-01,938.0153082963428,39.1413,-84.506,2271479.0
"Austin, TX",2016-09-01,1276.6327576273338,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2016-09-01,1067.1562888395997,36.2333,-115.2654,2336573.0
"Kansas City, MO",2016-09-01,946.0859726579704,39.1238,-94.5541,2221343.0
"Columbus, OH",2016-09-01,939.8098008842562,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2016-09-01,963.4556907104128,39.7771,-86.1458,2138468.0
"Cleveland, OH",2016-09-01,876.5321943481688,41.4764,-81.6805,2063132.0
"San Jose, CA",2016-09-01,2712.787308588819,37.3012,-121.848,1945767.0
"Nashville, TN",2016-09-01,1280.6533584834117,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2016-09-01,1110.725774618787,36.7335,-76.0435,1787169.0
"Providence, RI",2016-09-01,1138.6044573970971,41.823,-71.4187,1677803.0
"Jacksonville, FL",2016-09-01,1076.841967969066,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2016-09-01,991.8581771998072,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2016-09-01,951.071251494753,35.4676,-97.5136,1477926.0
"Raleigh, NC",2016-09-01,1168.0210744898416,35.8324,-78.6429,1509231.0
"Memphis, TN",2016-09-01,906.6635803435796,35.1087,-89.9663,1335674.0
"Richmond, VA",2016-09-01,1030.1204544809975,37.5295,-77.4756,1349732.0
"Louisville, KY",2016-09-01,892.1417965708501,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2016-09-01,1065.6409594193422,40.7776,-111.9311,1267864.0
"Hartford, CT",2016-09-01,1176.6034028758183,41.7661,-72.6834,1151543.0
"Buffalo, NY",2016-09-01,831.8318263905775,42.9018,-78.8487,1155604.0
"Birmingham, AL",2016-09-01,934.300605830722,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2016-09-01,986.6621280448684,42.9619,-85.6562,1162950.0
"New York, NY",2016-10-01,2387.9082840499814,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2016-10-01,2023.1920713268648,34.1141,-118.4068,12799100.0
"Chicago, IL",2016-10-01,1489.678163063656,41.8375,-87.6866,9262825.0
"Dallas, TX",2016-10-01,1204.049660542923,32.7935,-96.7667,8100037.0
"Houston, TX",2016-10-01,1255.568621608691,29.786,-95.3885,7510253.0
"Washington, DC",2016-10-01,1763.9963721881938,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2016-10-01,1298.4527327265007,40.0077,-75.1339,6246160.0
"Miami, FL",2016-10-01,1572.4778220651635,25.784,-80.2101,6183199.0
"Atlanta, GA",2016-10-01,1137.851344980766,33.7628,-84.422,6307261.0
"Boston, MA",2016-10-01,2207.3348017620588,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2016-10-01,1038.4569791537722,33.5722,-112.0892,5070110.0
"San Francisco, CA",2016-10-01,2559.781181419725,37.7558,-122.4449,4566961.0
"Riverside, CA",2016-10-01,1455.1903473134644,33.9381,-117.3949,4688053.0
"Detroit, MI",2016-10-01,924.4594206469612,42.3834,-83.1024,4342304.0
"Seattle, WA",2016-10-01,1568.324405920753,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2016-10-01,1221.495100163629,44.9635,-93.2678,3712020.0
"San Diego, CA",2016-10-01,1853.895001165392,32.8313,-117.1222,3269973.0
"Tampa, FL",2016-10-01,1168.4791738129288,27.9945,-82.4447,3342963.0
"Denver, CO",2016-10-01,1395.5216759261134,39.762,-104.8758,3005131.0
"Baltimore, MD",2016-10-01,1335.044292368347,39.3051,-76.6144,2834316.0
"St. Louis, MO",2016-10-01,909.5239269425632,38.6359,-90.2451,2796999.0
"Orlando, FL",2016-10-01,1237.884960406853,28.4773,-81.337,2817933.0
"Charlotte, NC",2016-10-01,1123.3520379458848,35.2083,-80.8303,2805115.0
"San Antonio, TX",2016-10-01,1094.8896293595028,29.4632,-98.5238,2703999.0
"Portland, OR",2016-10-01,1325.0027771217435,45.5371,-122.65,2508050.0
"Sacramento, CA",2016-10-01,1428.9841811519775,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2016-10-01,1011.2162485405128,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2016-10-01,940.9287044147684,39.1413,-84.506,2271479.0
"Austin, TX",2016-10-01,1271.9805999632842,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2016-10-01,1067.289708060236,36.2333,-115.2654,2336573.0
"Kansas City, MO",2016-10-01,950.2487796058032,39.1238,-94.5541,2221343.0
"Columbus, OH",2016-10-01,933.1239877791224,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2016-10-01,960.0043472328944,39.7771,-86.1458,2138468.0
"Cleveland, OH",2016-10-01,876.6383536402765,41.4764,-81.6805,2063132.0
"San Jose, CA",2016-10-01,2693.030451607792,37.3012,-121.848,1945767.0
"Nashville, TN",2016-10-01,1278.2377287503773,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2016-10-01,1109.0571498505456,36.7335,-76.0435,1787169.0
"Providence, RI",2016-10-01,1147.5684770060063,41.823,-71.4187,1677803.0
"Jacksonville, FL",2016-10-01,1075.5984560768447,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2016-10-01,988.2594335314247,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2016-10-01,944.9530380010772,35.4676,-97.5136,1477926.0
"Raleigh, NC",2016-10-01,1168.4968201896984,35.8324,-78.6429,1509231.0
"Memphis, TN",2016-10-01,905.9657729231836,35.1087,-89.9663,1335674.0
"Richmond, VA",2016-10-01,1029.1369502960963,37.5295,-77.4756,1349732.0
"Louisville, KY",2016-10-01,892.5512567781001,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2016-10-01,1070.048724362241,40.7776,-111.9311,1267864.0
"Hartford, CT",2016-10-01,1174.7926639150055,41.7661,-72.6834,1151543.0
"Buffalo, NY",2016-10-01,831.5337869312106,42.9018,-78.8487,1155604.0
"Birmingham, AL",2016-10-01,932.0229517721828,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2016-10-01,983.525246470913,42.9619,-85.6562,1162950.0
"New York, NY",2016-11-01,2380.4248859662935,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2016-11-01,2024.1203878513015,34.1141,-118.4068,12799100.0
"Chicago, IL",2016-11-01,1479.8427201937477,41.8375,-87.6866,9262825.0
"Dallas, TX",2016-11-01,1204.4683961617284,32.7935,-96.7667,8100037.0
"Houston, TX",2016-11-01,1251.8499641348888,29.786,-95.3885,7510253.0
"Washington, DC",2016-11-01,1758.5677289033458,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2016-11-01,1296.9999439057412,40.0077,-75.1339,6246160.0
"Miami, FL",2016-11-01,1575.3400735096095,25.784,-80.2101,6183199.0
"Atlanta, GA",2016-11-01,1138.1968321169454,33.7628,-84.422,6307261.0
"Boston, MA",2016-11-01,2191.3835044079397,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2016-11-01,1038.0426436606565,33.5722,-112.0892,5070110.0
"San Francisco, CA",2016-11-01,2541.5483524503825,37.7558,-122.4449,4566961.0
"Riverside, CA",2016-11-01,1458.179870691222,33.9381,-117.3949,4688053.0
"Detroit, MI",2016-11-01,925.0903158997788,42.3834,-83.1024,4342304.0
"Seattle, WA",2016-11-01,1564.2181935758776,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2016-11-01,1222.5433756701616,44.9635,-93.2678,3712020.0
"San Diego, CA",2016-11-01,1855.571864231203,32.8313,-117.1222,3269973.0
"Tampa, FL",2016-11-01,1173.6651396869656,27.9945,-82.4447,3342963.0
"Denver, CO",2016-11-01,1387.227416464016,39.762,-104.8758,3005131.0
"Baltimore, MD",2016-11-01,1334.505146035475,39.3051,-76.6144,2834316.0
"St. Louis, MO",2016-11-01,910.0297015990228,38.6359,-90.2451,2796999.0
"Orlando, FL",2016-11-01,1238.6062371852795,28.4773,-81.337,2817933.0
"Charlotte, NC",2016-11-01,1125.2183892530395,35.2083,-80.8303,2805115.0
"San Antonio, TX",2016-11-01,1094.1983094569136,29.4632,-98.5238,2703999.0
