name,date,zori,lat,lng,pop_2023,state,region,zori_index
"Chicago, IL",2018-02-01,1464.0567159849436,41.8375,-87.6866,9262825.0,IL,Midwest,95.20543660543959
"Dallas, TX",2018-02-01,1260.414358001526,32.7935,-96.7667,8100037.0,TX,Southwest,93.76446659586182
"Houston, TX",2018-02-01,1318.545056539686,29.786,-95.3885,7510253.0,TX,Southwest,96.41308555089881
"Washington, DC",2018-02-01,1815.3939339849023,38.9047,-77.0163,6304975.0,DC,Northest,94.51972406571765
"Philadelphia, PA",2018-02-01,1336.7472635917009,40.0077,-75.1339,6246160.0,PA,Northest,93.19016030192606
"Miami, FL",2018-02-01,1655.59817128153,25.784,-80.2101,6183199.0,FL,Southeast,93.66949935473048
"Atlanta, GA",2018-02-01,1232.4411689845074,33.7628,-84.422,6307261.0,GA,Southeast,89.73818332046883
"Boston, MA",2018-02-01,2205.0572580798994,42.3188,-71.0852,4919179.0,MA,Northest,94.57809941782736
"Phoenix, AZ",2018-02-01,1118.420986607157,33.5722,-112.0892,5070110.0,AZ,Southwest,85.79657150538324
"San Francisco, CA",2018-02-01,2655.618080198272,37.7558,-122.4449,4566961.0,CA,West,94.23269015474
"Riverside, CA",2018-02-01,1578.4768849448344,33.9381,-117.3949,4688053.0,CA,West,90.35306200394196
"Detroit, MI",2018-02-01,979.8795811043424,42.3834,-83.1024,4342304.0,MI,Midwest,92.27889530412169
"Seattle, WA",2018-02-01,1648.005073543702,47.6211,-122.3244,4044837.0,WA,West,92.0901107000597
"Minneapolis, MN",2018-02-01,1312.4812917379936,44.9635,-93.2678,3712020.0,MN,Midwest,92.63311513764717
"San Diego, CA",2018-02-01,1980.6218785257056,32.8313,-117.1222,3269973.0,CA,West,92.15776402257433
"Tampa, FL",2018-02-01,1230.1753030712944,27.9945,-82.4447,3342963.0,FL,Southeast,91.38534205546837
"Denver, CO",2018-02-01,1468.9340779147365,39.762,-104.8758,3005131.0,CO,West,93.01535853831682
"Baltimore, MD",2018-02-01,1385.4013055240498,39.3051,-76.6144,2834316.0,MD,Northest,95.44389646430676
"St. Louis, MO",2018-02-01,931.9977612092116,38.6359,-90.2451,2796999.0,MO,Midwest,93.96926959687787
"Orlando, FL",2018-02-01,1327.4480208749535,28.4773,-81.337,2817933.0,FL,Southeast,91.42433954629901
"Charlotte, NC",2018-02-01,1194.2466130218345,35.2083,-80.8303,2805115.0,NC,Southeast,91.724907751183
"San Antonio, TX",2018-02-01,1127.5712512351663,29.4632,-98.5238,2703999.0,TX,Southwest,94.20602535313283
"Portland, OR",2018-02-01,1372.302753419896,45.5371,-122.65,2508050.0,OR,West,93.17962687838347
"Sacramento, CA",2018-02-01,1564.3391666739783,38.5677,-121.4685,2420608.0,CA,West,90.77416212668268
"Pittsburgh, PA",2018-02-01,1049.7862409699324,40.4397,-79.9763,2422725.0,PA,Northest,92.71783947826931
"Cincinnati, OH",2018-02-01,982.9286754746552,39.1413,-84.506,2271479.0,OH,Midwest,90.45024136498925
"Austin, TX",2018-02-01,1305.0048101178434,30.3005,-97.7522,2473275.0,TX,Southwest,91.59907003239653
"Las Vegas, NV",2018-02-01,1154.5286229523454,36.2333,-115.2654,2336573.0,NV,West,89.01268233516255
"Kansas City, MO",2018-02-01,969.48633644032,39.1238,-94.5541,2221343.0,MO,Midwest,93.39810760509383
"Columbus, OH",2018-02-01,998.1107150879476,39.9862,-82.9855,2180271.0,OH,Midwest,91.45672622913484
"Indianapolis, IN",2018-02-01,996.376878350499,39.7771,-86.1458,2138468.0,IN,Midwest,93.30802778495922
"Cleveland, OH",2018-02-01,888.0480451586956,41.4764,-81.6805,2063132.0,OH,Midwest,92.25748148669341
"San Jose, CA",2018-02-01,2796.996387232321,37.3012,-121.848,1945767.0,CA,West,94.47327451933896
"Nashville, TN",2018-02-01,1330.715031375066,36.1715,-86.7842,2102573.0,TN,Southeast,93.26721250031392
"Virginia Beach, VA",2018-02-01,1156.1214621288088,36.7335,-76.0435,1787169.0,VA,Southeast,93.3285637086667
"Providence, RI",2018-02-01,1276.2847908030692,41.823,-71.4187,1677803.0,RI,Northest,91.78237287266617
"Jacksonville, FL",2018-02-01,1126.5242103891858,30.3322,-81.6749,1713240.0,FL,Southeast,92.06210135400852
"Milwaukee, WI",2018-02-01,964.7895710430436,43.0642,-87.9675,1560424.0,WI,Midwest,94.56077999321833
"Oklahoma City, OK",2018-02-01,972.3600407825304,35.4676,-97.5136,1477926.0,OK,Southwest,94.35680878551148
"Raleigh, NC",2018-02-01,1223.0899589265823,35.8324,-78.6429,1509231.0,NC,Southeast,92.53883083401647
"Memphis, TN",2018-02-01,955.2758957128946,35.1087,-89.9663,1335674.0,TN,Southeast,93.09597932610421
"Richmond, VA",2018-02-01,1088.43376487887,37.5295,-77.4756,1349732.0,VA,Southeast,92.22296719374236
"Louisville, KY",2018-02-01,946.324642728878,38.1663,-85.6485,1365557.0,KY,Southeast,94.44893172514124
"Salt Lake City, UT",2018-02-01,1115.598109922944,40.7776,-111.9311,1267864.0,UT,West,90.91584825975727
"Hartford, CT",2018-02-01,1227.358138429486,41.7661,-72.6834,1151543.0,CT,Northest,95.165009221042
"Buffalo, NY",2018-02-01,878.647899373684,42.9018,-78.8487,1155604.0,NY,Northest,92.36304112576622
"Birmingham, AL",2018-02-01,948.1216195920092,33.5279,-86.7971,1184290.0,AL,Southeast,92.9641795008176
"Grand Rapids, MI",2018-02-01,1073.5945856768,42.9619,-85.6562,1162950.0,MI,Midwest,90.43319950779608
"New York, NY",2018-03-01,2417.306997496962,40.6943,-73.9249,19498249.0,NY,Northest,94.56750616611521
"Los Angeles, CA",2018-03-01,2175.229965269455,34.1141,-118.4068,12799100.0,CA,West,93.15432526151078
"Chicago, IL",2018-03-01,1475.1410403776908,41.8375,-87.6866,9262825.0,IL,Midwest,95.92623377932358
"Dallas, TX",2018-03-01,1266.4191338831404,32.7935,-96.7667,8100037.0,TX,Southwest,94.21117255727279
"Houston, TX",2018-03-01,1324.099963867242,29.786,-95.3885,7510253.0,TX,Southwest,96.81926488678324
"Washington, DC",2018-03-01,1822.3027471630344,38.9047,-77.0163,6304975.0,DC,Northest,94.87943613866989
"Philadelphia, PA",2018-03-01,1344.6482852116128,40.0077,-75.1339,6246160.0,PA,Northest,93.74097307810501
"Miami, FL",2018-03-01,1658.5754973486814,25.784,-80.2101,6183199.0,FL,Southeast,93.83794882934544
"Atlanta, GA",2018-03-01,1240.4389742315973,33.7628,-84.422,6307261.0,GA,Southeast,90.32053039835503
"Boston, MA",2018-03-01,2228.1005145867925,42.3188,-71.0852,4919179.0,MA,Northest,95.56645806331541
"Phoenix, AZ",2018-03-01,1124.524310429112,33.5722,-112.0892,5070110.0,AZ,Southwest,86.26477110551718
"San Francisco, CA",2018-03-01,2672.517131637188,37.7558,-122.4449,4566961.0,CA,West,94.83234079352218
"Riverside, CA",2018-03-01,1587.6043478582956,33.9381,-117.3949,4688053.0,CA,West,90.87552402440257
"Detroit, MI",2018-03-01,983.608216289151,42.3834,-83.1024,4342304.0,MI,Midwest,92.63003471194406
"Seattle, WA",2018-03-01,1660.1154225295754,47.6211,-122.3244,4044837.0,WA,West,92.76683396786332
"Minneapolis, MN",2018-03-01,1324.2900431231717,44.9635,-93.2678,3712020.0,MN,Midwest,93.46656048546353
"San Diego, CA",2018-03-01,1993.2944308235856,32.8313,-117.1222,3269973.0,CA,West,92.74741422127913
"Tampa, FL",2018-03-01,1236.7421628371376,27.9945,-82.4447,3342963.0,FL,Southeast,91.87317067992021
"Denver, CO",2018-03-01,1479.658744134828,39.762,-104.8758,3005131.0,CO,West,93.69446231068059
"Baltimore, MD",2018-03-01,1397.4484503757585,39.3051,-76.6144,2834316.0,MD,Northest,96.27385558252922
"St. Louis, MO",2018-03-01,936.1924606457468,38.6359,-90.2451,2796999.0,MO,Midwest,94.39220284697303
"Orlando, FL",2018-03-01,1336.320069850329,28.4773,-81.337,2817933.0,FL,Southeast,92.03537757207535
"Charlotte, NC",2018-03-01,1201.2607180793843,35.2083,-80.8303,2805115.0,NC,Southeast,92.26363076897991
"San Antonio, TX",2018-03-01,1133.4259235992213,29.4632,-98.5238,2703999.0,TX,Southwest,94.69516997486585
"Portland, OR",2018-03-01,1374.3659140463164,45.5371,-122.65,2508050.0,OR,West,93.31971589072492
"Sacramento, CA",2018-03-01,1568.4653690928574,38.5677,-121.4685,2420608.0,CA,West,91.01359394256899
"Pittsburgh, PA",2018-03-01,1057.2572469335898,40.4397,-79.9763,2422725.0,PA,Northest,93.37768383957432
"Cincinnati, OH",2018-03-01,988.8482301974666,39.1413,-84.506,2271479.0,OH,Midwest,90.99496568406865
"Austin, TX",2018-03-01,1312.4911044068606,30.3005,-97.7522,2473275.0,TX,Southwest,92.12453751691936
"Las Vegas, NV",2018-03-01,1162.6936789516103,36.2333,-115.2654,2336573.0,NV,West,89.64219772478783
"Kansas City, MO",2018-03-01,972.2166065130814,39.1238,-94.5541,2221343.0,MO,Midwest,93.66113561122647
"Columbus, OH",2018-03-01,1006.127964873014,39.9862,-82.9855,2180271.0,OH,Midwest,92.191345553043
"Indianapolis, IN",2018-03-01,1003.562040773848,39.7771,-86.1458,2138468.0,IN,Midwest,93.98089901431491
"Cleveland, OH",2018-03-01,893.933602005011,41.4764,-81.6805,2063132.0,OH,Midwest,92.86891985959225
"San Jose, CA",2018-03-01,2819.399363151941,37.3012,-121.848,1945767.0,CA,West,95.22997284893484
"Nashville, TN",2018-03-01,1339.2624845036803,36.1715,-86.7842,2102573.0,TN,Southeast,93.86628676376398
"Virginia Beach, VA",2018-03-01,1162.0205797306917,36.7335,-76.0435,1787169.0,VA,Southeast,93.80477333798927
"Providence, RI",2018-03-01,1286.621689127647,41.823,-71.4187,1677803.0,RI,Northest,92.52573756933099
"Jacksonville, FL",2018-03-01,1131.2506270547046,30.3322,-81.6749,1713240.0,FL,Southeast,92.44835479276236
"Milwaukee, WI",2018-03-01,969.8841480387543,43.0642,-87.9675,1560424.0,WI,Midwest,95.06010874728965
"Oklahoma City, OK",2018-03-01,974.6212203703624,35.4676,-97.5136,1477926.0,OK,Southwest,94.57623130500029
"Raleigh, NC",2018-03-01,1232.125761746381,35.8324,-78.6429,1509231.0,NC,Southeast,93.22247852688504
"Memphis, TN",2018-03-01,958.4406353425296,35.1087,-89.9663,1335674.0,TN,Southeast,93.4043975919217
"Richmond, VA",2018-03-01,1097.1649992622167,37.5295,-77.4756,1349732.0,VA,Southeast,92.96276447684656
"Louisville, KY",2018-03-01,950.0303477750392,38.1663,-85.6485,1365557.0,KY,Southeast,94.81878353613192
"Salt Lake City, UT",2018-03-01,1133.2421434229468,40.7776,-111.9311,1267864.0,UT,West,92.35375162128871
"Hartford, CT",2018-03-01,1228.77001494514,41.7661,-72.6834,1151543.0,CT,Northest,95.27448113264158
"Buffalo, NY",2018-03-01,886.2151661574482,42.9018,-78.8487,1155604.0,NY,Northest,93.15850854070759
"Birmingham, AL",2018-03-01,950.6685480204654,33.5279,-86.7971,1184290.0,AL,Southeast,93.21390812919823
"Grand Rapids, MI",2018-03-01,1085.867919184649,42.9619,-85.6562,1162950.0,MI,Midwest,91.46703186178593
"New York, NY",2018-04-01,2429.913569349996,40.6943,-73.9249,19498249.0,NY,Northest,95.0606880675782
"Los Angeles, CA",2018-04-01,2187.0283790506605,34.1141,-118.4068,12799100.0,CA,West,93.65959288493106
"Chicago, IL",2018-04-01,1488.185085864271,41.8375,-87.6866,9262825.0,IL,Midwest,96.77446870908558
"Dallas, TX",2018-04-01,1273.670830600905,32.7935,-96.7667,8100037.0,TX,Southwest,94.75063917818171
"Houston, TX",2018-04-01,1325.9127613471392,29.786,-95.3885,7510253.0,TX,Southwest,96.95181811099725
"Washington, DC",2018-04-01,1834.7684582446243,38.9047,-77.0163,6304975.0,DC,Northest,95.52847189320087
"Philadelphia, PA",2018-04-01,1355.5597826275,40.0077,-75.1339,6246160.0,PA,Northest,94.50165852779011
"Miami, FL",2018-04-01,1662.4132382293587,25.784,-80.2101,6183199.0,FL,Southeast,94.05507836789039
"Atlanta, GA",2018-04-01,1252.0745332076408,33.7628,-84.422,6307261.0,GA,Southeast,91.1677545504731
"Boston, MA",2018-04-01,2247.08908048714,42.3188,-71.0852,4919179.0,MA,Northest,96.38090515621714
"Phoenix, AZ",2018-04-01,1136.7654765129496,33.5722,-112.0892,5070110.0,AZ,Southwest,87.2038182923974
"San Francisco, CA",2018-04-01,2682.9282595792783,37.7558,-122.4449,4566961.0,CA,West,95.20177215145867
"Riverside, CA",2018-04-01,1599.9574098412909,33.9381,-117.3949,4688053.0,CA,West,91.58262147127276
"Detroit, MI",2018-04-01,990.3278816182318,42.3834,-83.1024,4342304.0,MI,Midwest,93.26285052455864
"Seattle, WA",2018-04-01,1675.0951961401988,47.6211,-122.3244,4044837.0,WA,West,93.60389996493444
"Minneapolis, MN",2018-04-01,1337.5004798894531,44.9635,-93.2678,3712020.0,MN,Midwest,94.39893484972521
"San Diego, CA",2018-04-01,2007.8764626220943,32.8313,-117.1222,3269973.0,CA,West,93.42591194970821
"Tampa, FL",2018-04-01,1243.4850485032769,27.9945,-82.4447,3342963.0,FL,Southeast,92.37407564159732
"Denver, CO",2018-04-01,1489.486536009663,39.762,-104.8758,3005131.0,CO,West,94.31677450196382
"Baltimore, MD",2018-04-01,1404.1047899917633,39.3051,-76.6144,2834316.0,MD,Northest,96.73242811787189
"St. Louis, MO",2018-04-01,941.269292922435,38.6359,-90.2451,2796999.0,MO,Midwest,94.9040777041479
"Orlando, FL",2018-04-01,1345.6149256779415,28.4773,-81.337,2817933.0,FL,Southeast,92.67553525949835
"Charlotte, NC",2018-04-01,1207.581019494269,35.2083,-80.8303,2805115.0,NC,Southeast,92.749065735191
"San Antonio, TX",2018-04-01,1140.042775096644,29.4632,-98.5238,2703999.0,TX,Southwest,95.24799293770857
"Portland, OR",2018-04-01,1384.9708325332924,45.5371,-122.65,2508050.0,OR,West,94.03979194189475
"Sacramento, CA",2018-04-01,1583.213586288481,38.5677,-121.4685,2420608.0,CA,West,91.86939112985127
"Pittsburgh, PA",2018-04-01,1066.8012652905493,40.4397,-79.9763,2422725.0,PA,Northest,94.22061807462453
"Cincinnati, OH",2018-04-01,997.3922044844096,39.1413,-84.506,2271479.0,OH,Midwest,91.78119214764911
"Austin, TX",2018-04-01,1320.350407881571,30.3005,-97.7522,2473275.0,TX,Southwest,92.67618673982211
"Las Vegas, NV",2018-04-01,1173.1070595131307,36.2333,-115.2654,2336573.0,NV,West,90.44505606673822
"Kansas City, MO",2018-04-01,976.8411835898168,39.1238,-94.5541,2221343.0,MO,Midwest,94.1066568436627
"Columbus, OH",2018-04-01,1020.376393800878,39.9862,-82.9855,2180271.0,OH,Midwest,93.49692683170518
"Indianapolis, IN",2018-04-01,1008.7898066471108,39.7771,-86.1458,2138468.0,IN,Midwest,94.47046529586413
"Cleveland, OH",2018-04-01,906.22693778093,41.4764,-81.6805,2063132.0,OH,Midwest,94.14604918152423
"San Jose, CA",2018-04-01,2844.5022113118443,37.3012,-121.848,1945767.0,CA,West,96.07786392103398
"Nashville, TN",2018-04-01,1346.7535683488418,36.1715,-86.7842,2102573.0,TN,Southeast,94.39132217132408
"Virginia Beach, VA",2018-04-01,1169.6869892469306,36.7335,-76.0435,1787169.0,VA,Southeast,94.42364861397937
"Providence, RI",2018-04-01,1299.6593027735578,41.823,-71.4187,1677803.0,RI,Northest,93.46332072133721
"Jacksonville, FL",2018-04-01,1139.0515095213575,30.3322,-81.6749,1713240.0,FL,Southeast,93.08586051671621
"Milwaukee, WI",2018-04-01,975.1848706923143,43.0642,-87.9675,1560424.0,WI,Midwest,95.57964221209116
"Oklahoma City, OK",2018-04-01,982.8167646692572,35.4676,-97.5136,1477926.0,OK,Southwest,95.37151841457924
"Raleigh, NC",2018-04-01,1243.5032206060805,35.8324,-78.6429,1509231.0,NC,Southeast,94.08329561810108
"Memphis, TN",2018-04-01,963.0820470322956,35.1087,-89.9663,1335674.0,TN,Southeast,93.8567242638848
"Richmond, VA",2018-04-01,1105.3526978458308,37.5295,-77.4756,1349732.0,VA,Southeast,93.65650798447554
"Louisville, KY",2018-04-01,953.283795723502,38.1663,-85.6485,1365557.0,KY,Southeast,95.14349734921572
"Salt Lake City, UT",2018-04-01,1144.9960452940174,40.7776,-111.9311,1267864.0,UT,West,93.31163775381734
"Hartford, CT",2018-04-01,1236.7303612851929,41.7661,-72.6834,1151543.0,CT,Northest,95.89169823426374
"Buffalo, NY",2018-04-01,891.1236092899353,42.9018,-78.8487,1155604.0,NY,Northest,93.6744817026904
"Birmingham, AL",2018-04-01,957.9508850880468,33.5279,-86.7971,1184290.0,AL,Southeast,93.92794784345705
"Grand Rapids, MI",2018-04-01,1103.8479966033426,42.9619,-85.6562,1162950.0,MI,Midwest,92.98156625872059
"New York, NY",2018-05-01,2449.5097318247485,40.6943,-73.9249,19498249.0,NY,Northest,95.82730985685951
"Los Angeles, CA",2018-05-01,2196.052269056366,34.1141,-118.4068,12799100.0,CA,West,94.0460413975652
"Chicago, IL",2018-05-01,1499.124552989234,41.8375,-87.6866,9262825.0,IL,Midwest,97.48584602971232
"Dallas, TX",2018-05-01,1281.206757854605,32.7935,-96.7667,8100037.0,TX,Southwest,95.31125021435616
"Houston, TX",2018-05-01,1332.797116739006,29.786,-95.3885,7510253.0,TX,Southwest,97.455207769217
"Washington, DC",2018-05-01,1846.553547713111,38.9047,-77.0163,6304975.0,DC,Northest,96.14207061896394
"Philadelphia, PA",2018-05-01,1365.5205930993611,40.0077,-75.1339,6246160.0,PA,Northest,95.19606767295322
"Miami, FL",2018-05-01,1666.2137921198353,25.784,-80.2101,6183199.0,FL,Southeast,94.27010396188223
"Atlanta, GA",2018-05-01,1264.2571884744116,33.7628,-84.422,6307261.0,GA,Southeast,92.05481462211965
"Boston, MA",2018-05-01,2261.9799268504444,42.3188,-71.0852,4919179.0,MA,Northest,97.01959512338404
"Phoenix, AZ",2018-05-01,1150.7270082376435,33.5722,-112.0892,5070110.0,AZ,Southwest,88.27483856945442
"San Francisco, CA",2018-05-01,2696.310838856869,37.7558,-122.4449,4566961.0,CA,West,95.67664331457497
"Riverside, CA",2018-05-01,1609.456333882794,33.9381,-117.3949,4688053.0,CA,West,92.12634617264695
"Detroit, MI",2018-05-01,997.631326661011,42.3834,-83.1024,4342304.0,MI,Midwest,93.95064303851478
"Seattle, WA",2018-05-01,1690.043367776044,47.6211,-122.3244,4044837.0,WA,West,94.43920005157096
"Minneapolis, MN",2018-05-01,1342.957255814006,44.9635,-93.2678,3712020.0,MN,Midwest,94.78406655078747
"San Diego, CA",2018-05-01,2018.8677593618163,32.8313,-117.1222,3269973.0,CA,West,93.93733381282293
"Tampa, FL",2018-05-01,1252.827207294665,27.9945,-82.4447,3342963.0,FL,Southeast,93.06807134656394
"Denver, CO",2018-05-01,1502.5563758755045,39.762,-104.8758,3005131.0,CO,West,95.1443785853856
"Baltimore, MD",2018-05-01,1413.5012005122023,39.3051,-76.6144,2834316.0,MD,Northest,97.37977125900578
"St. Louis, MO",2018-05-01,948.4426261287864,38.6359,-90.2451,2796999.0,MO,Midwest,95.62733360671713
"Orlando, FL",2018-05-01,1352.527621302658,28.4773,-81.337,2817933.0,FL,Southeast,93.1516282002658
"Charlotte, NC",2018-05-01,1219.357282467282,35.2083,-80.8303,2805115.0,NC,Southeast,93.65354946834566
"San Antonio, TX",2018-05-01,1145.2570775739073,29.4632,-98.5238,2703999.0,TX,Southwest,95.68363610512162
"Portland, OR",2018-05-01,1397.918882225447,45.5371,-122.65,2508050.0,OR,West,94.91896706277171
"Sacramento, CA",2018-05-01,1598.7967790021123,38.5677,-121.4685,2420608.0,CA,West,92.77363957671848
"Pittsburgh, PA",2018-05-01,1073.8347230270983,40.4397,-79.9763,2422725.0,PA,Northest,94.84181787696907
"Cincinnati, OH",2018-05-01,1006.8452958271298,39.1413,-84.506,2271479.0,OH,Midwest,92.6510766213943
"Austin, TX",2018-05-01,1332.5856356159277,30.3005,-97.7522,2473275.0,TX,Southwest,93.53498471007667
"Las Vegas, NV",2018-05-01,1186.7924154963146,36.2333,-115.2654,2336573.0,NV,West,91.50017953492878
"Kansas City, MO",2018-05-01,983.4750387130372,39.1238,-94.5541,2221343.0,MO,Midwest,94.74574735102365
"Columbus, OH",2018-05-01,1029.250172574706,39.9862,-82.9855,2180271.0,OH,Midwest,94.31002977075579
"Indianapolis, IN",2018-05-01,1016.6294593917098,39.7771,-86.1458,2138468.0,IN,Midwest,95.20462779201566
"Cleveland, OH",2018-05-01,909.3607371248876,41.4764,-81.6805,2063132.0,OH,Midwest,94.47161313781504
"San Jose, CA",2018-05-01,2868.283302261947,37.3012,-121.848,1945767.0,CA,West,96.88111041214637
"Nashville, TN",2018-05-01,1353.22079384449,36.1715,-86.7842,2102573.0,TN,Southeast,94.84459735073403
"Virginia Beach, VA",2018-05-01,1177.073516834025,36.7335,-76.0435,1787169.0,VA,Southeast,95.01993026178184
"Providence, RI",2018-05-01,1302.8582792006862,41.823,-71.4187,1677803.0,RI,Northest,93.69337098077878
"Jacksonville, FL",2018-05-01,1146.898225111032,30.3322,-81.6749,1713240.0,FL,Southeast,93.7271118269416
"Milwaukee, WI",2018-05-01,981.1619526309304,43.0642,-87.9675,1560424.0,WI,Midwest,96.16546688014584
"Oklahoma City, OK",2018-05-01,987.983883158042,35.4676,-97.5136,1477926.0,OK,Southwest,95.87293022786805
"Raleigh, NC",2018-05-01,1252.776201058574,35.8324,-78.6429,1509231.0,NC,Southeast,94.78488814051337
"Memphis, TN",2018-05-01,968.6813296233624,35.1087,-89.9663,1335674.0,TN,Southeast,94.4023998102671
"Richmond, VA",2018-05-01,1116.5536268267338,37.5295,-77.4756,1349732.0,VA,Southeast,94.60556243250639
"Louisville, KY",2018-05-01,959.8281011922788,38.1663,-85.6485,1365557.0,KY,Southeast,95.79665867726334
"Salt Lake City, UT",2018-05-01,1156.622631113726,40.7776,-111.9311,1267864.0,UT,West,94.25914824416468
"Hartford, CT",2018-05-01,1244.438992413987,41.7661,-72.6834,1151543.0,CT,Northest,96.48939822865333
"Buffalo, NY",2018-05-01,897.7115290107535,42.9018,-78.8487,1155604.0,NY,Northest,94.36700062926032
"Birmingham, AL",2018-05-01,967.477544441056,33.5279,-86.7971,1184290.0,AL,Southeast,94.86204538098329
"Grand Rapids, MI",2018-05-01,1120.304868404349,42.9619,-85.6562,1162950.0,MI,Midwest,94.36779490658253
"New York, NY",2018-06-01,2467.555540702741,40.6943,-73.9249,19498249.0,NY,Northest,96.53328023799403
"Los Angeles, CA",2018-06-01,2203.906668952673,34.1141,-118.4068,12799100.0,CA,West,94.38240644142572
"Chicago, IL",2018-06-01,1508.811934308471,41.8375,-87.6866,9262825.0,IL,Midwest,98.11580206761136
"Dallas, TX",2018-06-01,1286.0864570691133,32.7935,-96.7667,8100037.0,TX,Southwest,95.67425972078712
"Houston, TX",2018-06-01,1335.5434561473646,29.786,-95.3885,7510253.0,TX,Southwest,97.65602233752972
"Washington, DC",2018-06-01,1858.073111298532,38.9047,-77.0163,6304975.0,DC,Northest,96.74184455842041
"Philadelphia, PA",2018-06-01,1374.257382951488,40.0077,-75.1339,6246160.0,PA,Northest,95.80514529668915
"Miami, FL",2018-06-01,1670.7322118062104,25.784,-80.2101,6183199.0,FL,Southeast,94.52574456190155
"Atlanta, GA",2018-06-01,1275.354508646246,33.7628,-84.422,6307261.0,GA,Southeast,92.8628477980696
"Boston, MA",2018-06-01,2276.415879866879,42.3188,-71.0852,4919179.0,MA,Northest,97.63877405607458
"Phoenix, AZ",2018-06-01,1162.6708062525438,33.5722,-112.0892,5070110.0,AZ,Southwest,89.19107398769339
"San Francisco, CA",2018-06-01,2711.3712158371086,37.7558,-122.4449,4566961.0,CA,West,96.21104991775887
"Riverside, CA",2018-06-01,1616.4573718198887,33.9381,-117.3949,4688053.0,CA,West,92.52709021955414
"Detroit, MI",2018-06-01,1007.119487409405,42.3834,-83.1024,4342304.0,MI,Midwest,94.84417833531417
"Seattle, WA",2018-06-01,1708.007790148479,47.6211,-122.3244,4044837.0,WA,West,95.44304747382606
"Minneapolis, MN",2018-06-01,1347.6631645675918,44.9635,-93.2678,3712020.0,MN,Midwest,95.11620308495546
"San Diego, CA",2018-06-01,2035.3717258895256,32.8313,-117.1222,3269973.0,CA,West,94.7052586091648
"Tampa, FL",2018-06-01,1261.535265593038,27.9945,-82.4447,3342963.0,FL,Southeast,93.71496198422264
"Denver, CO",2018-06-01,1511.6848922770023,39.762,-104.8758,3005131.0,CO,West,95.72241148609518
"Baltimore, MD",2018-06-01,1417.397662707602,39.3051,-76.6144,2834316.0,MD,Northest,97.648208666183
"St. Louis, MO",2018-06-01,954.3513970966964,38.6359,-90.2451,2796999.0,MO,Midwest,96.22308921384362
"Orlando, FL",2018-06-01,1361.8428085410803,28.4773,-81.337,2817933.0,FL,Southeast,93.7931861578132
"Charlotte, NC",2018-06-01,1226.1535634328234,35.2083,-80.8303,2805115.0,NC,Southeast,94.17554236145341
"San Antonio, TX",2018-06-01,1149.591999120051,29.4632,-98.5238,2703999.0,TX,Southwest,96.04580898655374
"Portland, OR",2018-06-01,1412.066866286228,45.5371,-122.65,2508050.0,OR,West,95.8796179632961
"Sacramento, CA",2018-06-01,1619.7586875835636,38.5677,-121.4685,2420608.0,CA,West,93.98999964018412
"Pittsburgh, PA",2018-06-01,1078.3988342038408,40.4397,-79.9763,2422725.0,PA,Northest,95.24492330065533
"Cincinnati, OH",2018-06-01,1013.418822854338,39.1413,-84.506,2271479.0,OH,Midwest,93.25598023349326
"Austin, TX",2018-06-01,1338.493280623188,30.3005,-97.7522,2473275.0,TX,Southwest,93.94964585504036
"Las Vegas, NV",2018-06-01,1198.9635204308045,36.2333,-115.2654,2336573.0,NV,West,92.43855618117533
"Kansas City, MO",2018-06-01,989.3063456228964,39.1238,-94.5541,2221343.0,MO,Midwest,95.30752218969243
"Columbus, OH",2018-06-01,1037.9540757867574,39.9862,-82.9855,2180271.0,OH,Midwest,95.10756703907307
"Indianapolis, IN",2018-06-01,1022.6656073991442,39.7771,-86.1458,2138468.0,IN,Midwest,95.76989689673859
"Cleveland, OH",2018-06-01,912.2464738841188,41.4764,-81.6805,2063132.0,OH,Midwest,94.77140638334002
"San Jose, CA",2018-06-01,2879.3264937404483,37.3012,-121.848,1945767.0,CA,West,97.25411284607173
"Nashville, TN",2018-06-01,1361.9990569131585,36.1715,-86.7842,2102573.0,TN,Southeast,95.4598486312153
"Virginia Beach, VA",2018-06-01,1180.4235536835963,36.7335,-76.0435,1787169.0,VA,Southeast,95.29036389508356
"Providence, RI",2018-06-01,1314.774170262019,41.823,-71.4187,1677803.0,RI,Northest,94.5502869014121
"Jacksonville, FL",2018-06-01,1156.184785293835,30.3322,-81.6749,1713240.0,FL,Southeast,94.4860304874504
"Milwaukee, WI",2018-06-01,987.6759557028188,43.0642,-87.9675,1560424.0,WI,Midwest,96.80391616467745
"Oklahoma City, OK",2018-06-01,993.1553353404672,35.4676,-97.5136,1477926.0,OK,Southwest,96.37476257828818
"Raleigh, NC",2018-06-01,1261.8655515051046,35.8324,-78.6429,1509231.0,NC,Southeast,95.47258724001442
"Memphis, TN",2018-06-01,973.3895659080828,35.1087,-89.9663,1335674.0,TN,Southeast,94.86123884283543
"Richmond, VA",2018-06-01,1122.1876303154334,37.5295,-77.4756,1349732.0,VA,Southeast,95.08293141505132
"Louisville, KY",2018-06-01,965.7686032300596,38.1663,-85.6485,1365557.0,KY,Southeast,96.38955676534596
"Salt Lake City, UT",2018-06-01,1161.2755760836296,40.7776,-111.9311,1267864.0,UT,West,94.63834074644849
