id,renters,year,burdened_renters,extreme_burdened_renters,burdened_renters_pct,extreme_burdened_renters_pct
6103,8105.0,2023,5288.0,1504.0,0.6524367674275139,0.18556446637877852
6107,59406.0,2023,28488.0,14935.0,0.47954752045247956,0.2514055819277514
6111,103962.0,2023,56189.0,30048.0,0.5404763278890363,0.2890286835574537
6113,34551.0,2023,20132.0,10979.0,0.5826748863998148,0.31776214870770747
6115,9632.0,2023,4258.0,2144.0,0.4420681063122924,0.22259136212624583
8001,61042.0,2023,31403.0,14164.0,0.5144490678549196,0.23203695815995545
8005,91488.0,2023,51127.0,24817.0,0.5588383175935642,0.2712596187478139
8013,53256.0,2023,30529.0,18759.0,0.573249962445546,0.3522420009013069
8014,13719.0,2023,6122.0,2597.0,0.4462424374954443,0.18929951162621184
8031,181395.0,2023,83351.0,41442.0,0.4594999862179222,0.2284627470437443
8035,36272.0,2023,16850.0,8120.0,0.4645456550507278,0.2238641376268196
8041,100411.0,2023,49624.0,26020.0,0.4942088018245013,0.259134955333579
8059,73228.0,2023,36648.0,17703.0,0.5004643032719724,0.24175178893319496
8069,57410.0,2023,29186.0,14059.0,0.508378331301167,0.24488765023515066
8077,20820.0,2023,10004.0,4574.0,0.48049951969260324,0.2196926032660903
8101,19744.0,2023,8253.0,4645.0,0.41800040518638576,0.23526134521880065
8123,32500.0,2023,17284.0,9043.0,0.5318153846153846,0.27824615384615387
9110,135731.0,2023,65340.0,35405.0,0.48139334418813684,0.2608468220229719
9120,40848.0,2023,22116.0,11493.0,0.5414218566392479,0.2813601645123384
9130,20230.0,2023,9335.0,4031.0,0.46144340088976765,0.19925852694018784
9140,58032.0,2023,29147.0,15768.0,0.5022573752412463,0.271712158808933
9150,10025.0,2023,3721.0,1334.0,0.37117206982543643,0.13306733167082294
9160,9743.0,2023,3217.0,1726.0,0.33018577440213487,0.1771528276711485
9170,96014.0,2023,47170.0,26340.0,0.49128252129897726,0.274334992813548
9180,40217.0,2023,18846.0,9310.0,0.4686078026705125,0.23149414426734963
9190,84008.0,2023,41620.0,22403.0,0.49542900676126084,0.2666769831444624
10001,20028.0,2023,9621.0,4152.0,0.4803774715398442,0.20730976632714201
10003,67569.0,2023,31064.0,17018.0,0.4597374535659844,0.25186106054551644
10005,21320.0,2023,8566.0,4084.0,0.4017823639774859,0.19155722326454033
11001,203739.0,2023,81357.0,44006.0,0.39931971787433923,0.21599202901751752
12001,53954.0,2023,34436.0,18277.0,0.6382473959298662,0.3387515290803277
12005,25120.0,2023,12447.0,5082.0,0.4955015923566879,0.20230891719745223
12009,60211.0,2023,31156.0,19360.0,0.5174469781269203,0.32153593197256314
12011,273695.0,2023,165346.0,91227.0,0.6041250296863296,0.3333162827234696
12015,14715.0,2023,8627.0,4288.0,0.5862725110431533,0.29140332993544005
12017,13277.0,2023,7077.0,3774.0,0.5330270392407923,0.28425096030729835
12019,22137.0,2023,10550.0,5745.0,0.4765776753851019,0.2595202601978588
12021,37818.0,2023,22037.0,11976.0,0.5827119361150774,0.3166745993971125
12023,6588.0,2023,3193.0,1228.0,0.48466909532483304,0.18639951426836673
12031,177265.0,2023,92272.0,47560.0,0.5205314077793135,0.26829887456632723
12033,43372.0,2023,20171.0,9923.0,0.4650696301761505,0.22878815825878446
12035,9643.0,2023,5274.0,3133.0,0.5469252307373225,0.3248988903868091
12053,13598.0,2023,7845.0,3354.0,0.5769230769230769,0.24665391969407266
12055,9426.0,2023,4423.0,3238.0,0.4692340335242945,0.3435179291321876
12057,233009.0,2023,127223.0,64700.0,0.5460003690844559,0.27767167791802033
12061,14692.0,2023,6380.0,3437.0,0.43424993193574735,0.23393683637353663
12069,40523.0,2023,23455.0,13536.0,0.578807097204057,0.3340325247390371
12071,80878.0,2023,48985.0,26533.0,0.6056653230792057,0.328062019337768
12073,60315.0,2023,32486.0,17546.0,0.5386056536516621,0.290906076432065
12081,48678.0,2023,26498.0,11984.0,0.5443526849911664,0.2461892436008053
12083,38322.0,2023,20618.0,11329.0,0.5380199363290016,0.29562653306194875
12085,14916.0,2023,7926.0,5277.0,0.5313757039420757,0.35378117457763475
12086,453324.0,2023,266436.0,144504.0,0.5877385710882282,0.3187653863461895
12087,9769.0,2023,5961.0,3927.0,0.610195516429522,0.40198587368205546
12089,7747.0,2023,2984.0,2173.0,0.38518136052665547,0.28049567574544987
12091,26738.0,2023,13338.0,5860.0,0.49884060139127834,0.2191637370035156
12095,244511.0,2023,134700.0,71859.0,0.5508954607359178,0.2938886185079608
12097,48646.0,2023,28189.0,17279.0,0.5794721045923611,0.35519878304485464
12099,170772.0,2023,99896.0,52415.0,0.5849670906237556,0.3069297074461856
12101,54444.0,2023,27645.0,12496.0,0.5077694511791933,0.22952024098155904
12103,135386.0,2023,77707.0,41386.0,0.5739662889811354,0.3056889190906002
12105,87860.0,2023,46296.0,21146.0,0.5269292055542909,0.2406783519235147
12107,7488.0,2023,3192.0,1341.0,0.42628205128205127,0.17908653846153846
12109,22505.0,2023,13886.0,8040.0,0.6170184403465896,0.357253943568096
12111,31020.0,2023,19639.0,9956.0,0.6331076724693746,0.32095422308188265
12113,12868.0,2023,4898.0,2656.0,0.38063413117811623,0.2064034815045073
12115,51031.0,2023,28608.0,14809.0,0.5606004193529424,0.2901961552781643
12117,69902.0,2023,40852.0,18564.0,0.5844181854596435,0.26557180052072904
12119,8860.0,2023,4065.0,2331.0,0.458803611738149,0.2630925507900677
12127,64503.0,2023,33713.0,17966.0,0.522657860874688,0.27852968079004076
12131,6829.0,2023,3197.0,1540.0,0.4681505344852834,0.22550885927661443
13013,6422.0,2023,2955.0,1291.0,0.4601370289629399,0.2010277172220492
13015,10432.0,2023,4836.0,2386.0,0.46357361963190186,0.22871932515337423
13021,32507.0,2023,16280.0,8811.0,0.5008152090319008,0.27104931245577873
13031,14145.0,2023,5613.0,3014.0,0.3968186638388123,0.21307882644043832
13045,12652.0,2023,5615.0,2904.0,0.4438033512488144,0.22952892823269047
13047,5908.0,2023,2499.0,877.0,0.42298578199052134,0.1484427894380501
13051,53519.0,2023,24403.0,13198.0,0.4559689082381958,0.24660400979091537
13057,21221.0,2023,11405.0,6019.0,0.5374393289665897,0.2836341359973611
13059,31870.0,2023,15997.0,9214.0,0.5019454032005021,0.2891120175713838
13063,50822.0,2023,30515.0,16936.0,0.6004289480933453,0.3332415095824643
13067,97709.0,2023,48251.0,22968.0,0.4938234963002385,0.23506534710210933
13073,10709.0,2023,4670.0,2103.0,0.43608180035484173,0.19637687926043515
13077,11760.0,2023,6675.0,2828.0,0.5676020408163265,0.24047619047619048
13089,114301.0,2023,61938.0,31633.0,0.5418850228781901,0.2767517344555166
13095,19576.0,2023,6790.0,4502.0,0.34685328974254187,0.229975480179812
13097,16886.0,2023,6664.0,3120.0,0.3946464526826957,0.18476844723439537
13103,4882.0,2023,1418.0,884.0,0.2904547316673494,0.1810733306022122
13113,8837.0,2023,4879.0,2258.0,0.5521104447210592,0.25551657802421635
13115,13870.0,2023,5750.0,2733.0,0.414563806777217,0.19704397981254507
13117,14568.0,2023,5958.0,3837.0,0.40897858319604613,0.2633855024711697
13121,201975.0,2023,97195.0,56748.0,0.481222923629162,0.28096546602302264
13127,12827.0,2023,5413.0,3718.0,0.42200046776331174,0.2898573321899119
13135,107872.0,2023,62532.0,33550.0,0.5796870364876892,0.31101676060516165
13139,24998.0,2023,11613.0,6158.0,0.46455716457316587,0.24633970717657414
13151,22882.0,2023,12981.0,7961.0,0.5673018092824054,0.3479153920111878
13153,22151.0,2023,9986.0,5431.0,0.45081486163152906,0.2451808044783531
13157,7459.0,2023,2623.0,1208.0,0.3516557179246548,0.16195200429011933
13179,11100.0,2023,5642.0,1809.0,0.5082882882882883,0.16297297297297297
13185,21024.0,2023,9600.0,4873.0,0.45662100456621,0.23178272450532725
13215,40600.0,2023,20803.0,11430.0,0.5123891625615764,0.2815270935960591
13217,11096.0,2023,6145.0,3637.0,0.5538031723143475,0.3277757750540735
13223,12945.0,2023,5474.0,2805.0,0.42286597141753574,0.21668597914252608
13245,36581.0,2023,20212.0,11016.0,0.5525272682540117,0.30113993603236655
13247,8486.0,2023,4352.0,3046.0,0.5128446853641292,0.35894414329483854
13255,9816.0,2023,4791.0,2190.0,0.488080684596577,0.22310513447432762
13285,12317.0,2023,5786.0,3182.0,0.46975724608265,0.25834212876512136
13295,5607.0,2023,1989.0,1053.0,0.3547351524879615,0.18780096308186195
13297,7625.0,2023,4165.0,2383.0,0.5462295081967213,0.3125245901639344
13313,13957.0,2023,5182.0,2824.0,0.3712832270545246,0.20233574550404815
15001,18831.0,2023,8410.0,4429.0,0.4466040040358982,0.23519728107907176
15003,138386.0,2023,69998.0,36563.0,0.5058170624196089,0.2642102524821875
15007,7295.0,2023,3885.0,1152.0,0.5325565455791638,0.15791638108293352
15009,20965.0,2023,10046.0,5213.0,0.4791795850226568,0.248652516098259
16001,63031.0,2023,29692.0,12924.0,0.4710697910551951,0.20504196347828846
16005,10294.0,2023,5541.0,3144.0,0.538274723139693,0.3054206333786672
16019,13578.0,2023,6087.0,2654.0,0.4482987185152453,0.19546324937398732
16027,21163.0,2023,9756.0,3850.0,0.4609932429239711,0.1819212777016491
16055,19787.0,2023,9306.0,4102.0,0.47030878859857483,0.20730782837216355
16083,11261.0,2023,4750.0,1352.0,0.4218097859870349,0.1200603854009413
17019,40733.0,2023,19403.0,10452.0,0.4763459602779073,0.2565978444995458
17031,893285.0,2023,376583.0,193707.0,0.4215709432040166,0.21684792647363382
17037,14558.0,2023,7217.0,4349.0,0.49574117323808214,0.29873609012226954
17043,94175.0,2023,39431.0,21124.0,0.4186992301566233,0.2243058136448102
17089,42049.0,2023,19261.0,10289.0,0.45806083378915075,0.24469071797188993
17091,12004.0,2023,5369.0,2251.0,0.4472675774741753,0.18752082639120293
17093,6621.0,2023,2776.0,853.0,0.41927201329104363,0.12883250264310528
17097,60456.0,2023,27248.0,12789.0,0.450707952891359,0.21154227868201667
17099,11153.0,2023,2880.0,1763.0,0.258226486147225,0.15807406079081862
17111,20020.0,2023,8989.0,3476.0,0.449000999000999,0.17362637362637362
17113,24538.0,2023,10165.0,6031.0,0.4142554405412014,0.245782052327003
17115,13423.0,2023,5753.0,2984.0,0.428592713998361,0.2223049988825151
17119,28283.0,2023,12218.0,6200.0,0.4319909486263833,0.21921295477848884
17143,22932.0,2023,10701.0,7413.0,0.46664050235478804,0.3232600732600733
17161,17182.0,2023,7876.0,4037.0,0.45838668373879643,0.234955185659411
17163,34911.0,2023,14905.0,6877.0,0.42694279739910057,0.19698662312738105
17167,25534.0,2023,10723.0,5257.0,0.41994987076055457,0.20588235294117646
17179,12816.0,2023,3981.0,2150.0,0.31062734082397003,0.16775905118601747
17183,10559.0,2023,4988.0,2579.0,0.4723932190548347,0.24424661426271427
17197,42242.0,2023,17928.0,10040.0,0.4244117229297855,0.23767814023957198
17199,10392.0,2023,4510.0,2117.0,0.4339876828329484,0.20371439568899152
17201,41136.0,2023,17718.0,10383.0,0.4307176196032672,0.25240665110851807
18003,51658.0,2023,24049.0,11506.0,0.4655426071470053,0.22273413604862752
18005,10202.0,2023,3943.0,2278.0,0.3864928445402862,0.22328955106841797
18011,6964.0,2023,1813.0,1139.0,0.2603388856978748,0.1635554279149914
18019,15298.0,2023,4499.0,2456.0,0.29409073081448556,0.16054386194273762
18035,15184.0,2023,7548.0,4220.0,0.4971022128556375,0.2779241306638567
18039,20914.0,2023,9805.0,5252.0,0.4688247107200918,0.25112364923018077
18043,8843.0,2023,3286.0,1897.0,0.3715933506728486,0.21451995928983378
18053,8167.0,2023,3022.0,1616.0,0.37002571323619443,0.19786947471531774
18057,34011.0,2023,14073.0,7689.0,0.4137778953867866,0.22607391726206227
18059,7833.0,2023,3432.0,1945.0,0.4381463040980467,0.24830843865696411
18063,14379.0,2023,6921.0,3913.0,0.4813269351137075,0.27213297169483275
18067,11625.0,2023,5119.0,2206.0,0.4403440860215054,0.18976344086021504
18081,17230.0,2023,6512.0,2123.0,0.3779454439930354,0.12321532211259431
18085,7559.0,2023,2298.0,902.0,0.3040084667284032,0.11932795343299378
18089,53128.0,2023,25843.0,14178.0,0.48642900165637704,0.26686492998042466
18091,11753.0,2023,5623.0,2313.0,0.47843103888368926,0.19680081681272865
18095,15223.0,2023,5723.0,3361.0,0.37594429481705316,0.22078433948630363
18097,174089.0,2023,82302.0,42046.0,0.47275818690439947,0.2415201419963352
18105,29483.0,2023,16073.0,9272.0,0.545161618559848,0.3144863141471356
18109,5527.0,2023,1845.0,1066.0,0.33381581328026055,0.19287135878415054
18127,16084.0,2023,7355.0,3706.0,0.4572867445908978,0.2304153195722457
18141,33066.0,2023,14734.0,8427.0,0.4455936611625234,0.25485392850662314
18157,34421.0,2023,18758.0,11405.0,0.5449580198134859,0.33133842712297723
18163,27895.0,2023,11854.0,6058.0,0.42495070801218854,0.2171715361175838
18167,15541.0,2023,7258.0,4329.0,0.46702271411106105,0.2785535036355447
18173,4605.0,2023,2293.0,1394.0,0.4979370249728556,0.30271444082519
18177,8490.0,2023,4161.0,2277.0,0.4901060070671378,0.26819787985865723
19013,18665.0,2023,8133.0,3957.0,0.43573533351192073,0.21200107152424325
19049,14839.0,2023,5011.0,2140.0,0.337691219084844,0.14421456971494037
19061,11095.0,2023,4061.0,2318.0,0.36602073005858493,0.2089229382604777
19103,26530.0,2023,13748.0,8655.0,0.5182058047493404,0.3262344515642669
19113,26414.0,2023,10636.0,5094.0,0.40266525327477853,0.1928522753085485
19153,67949.0,2023,28604.0,14486.0,0.4209627809092113,0.21318930374251277
19155,11281.0,2023,3583.0,1871.0,0.3176136867298998,0.16585409094938391
19163,22846.0,2023,8571.0,4021.0,0.37516414251947827,0.17600455221920686
19169,17155.0,2023,7806.0,4086.0,0.45502768872048965,0.2381812882541533
19193,13079.0,2023,5423.0,2372.0,0.4146341463414634,0.1813594311491704
20015,5394.0,2023,2409.0,858.0,0.44660734149054504,0.15906562847608455
20045,26071.0,2023,11576.0,5877.0,0.4440182578343754,0.22542288366384106
20091,83397.0,2023,33478.0,16037.0,0.4014293080086814,0.19229708502703935
20103,8243.0,2023,3449.0,1121.0,0.41841562537910953,0.1359941768773505
20161,15038.0,2023,7026.0,3630.0,0.4672163851576007,0.2413884825109722
20173,80113.0,2023,32170.0,14246.0,0.4015577996080536,0.17782382384881354
20177,24864.0,2023,8827.0,4982.0,0.35501126126126126,0.20037001287001288
20209,24195.0,2023,10620.0,5921.0,0.4389336639801612,0.2447199834676586
21015,12999.0,2023,6312.0,3385.0,0.4855758135241172,0.2604046465112701
21029,4814.0,2023,2589.0,1732.0,0.5378063980058164,0.35978396343996677
21037,12396.0,2023,4577.0,1830.0,0.3692320103259116,0.14762826718296224
21047,11870.0,2023,4707.0,2328.0,0.39654591406908174,0.19612468407750633
21059,15638.0,2023,5593.0,2211.0,0.3576544315129812,0.14138636654303618
21067,62652.0,2023,29626.0,15785.0,0.4728659899125327,0.2519472642533359
21093,16679.0,2023,6732.0,3672.0,0.40362132022303493,0.22015708375801907
21111,120316.0,2023,55178.0,27524.0,0.45860899630971774,0.22876425413078894
21117,19936.0,2023,6664.0,2942.0,0.3342696629213483,0.14757223113964688
21145,10223.0,2023,3941.0,1702.0,0.3855032769245818,0.16648733248557174
21151,14584.0,2023,5145.0,2427.0,0.3527838727372463,0.16641524958859025
21185,2361.0,2023,985.0,666.0,0.4171961033460398,0.2820838627700127
21199,7206.0,2023,2878.0,1626.0,0.3993893977241188,0.22564529558701082
21227,24080.0,2023,11824.0,6720.0,0.49102990033222593,0.27906976744186046
22005,8409.0,2023,2993.0,1719.0,0.35592817219645617,0.20442383160899036
22015,15547.0,2023,6381.0,3402.0,0.41043288094166075,0.21882035119315624
22017,38696.0,2023,18212.0,10444.0,0.4706429605127145,0.2698986975397974
22019,21866.0,2023,12659.0,6216.0,0.5789353333943108,0.2842769596634044
22033,74835.0,2023,41654.0,22547.0,0.5566112113315962,0.30128950357453066
22045,8275.0,2023,3384.0,2117.0,0.40894259818731116,0.2558308157099698
22051,65241.0,2023,35983.0,19014.0,0.5515396759706319,0.2914424978157907
22055,34715.0,2023,15727.0,8412.0,0.4530318306207691,0.2423160017283595
22057,8278.0,2023,3895.0,2492.0,0.47052428122734963,0.30103889828460983
22063,9871.0,2023,4111.0,2473.0,0.41647249518792423,0.25053186100699015
22071,68383.0,2023,35711.0,21006.0,0.5222204349034116,0.30718160946434053
22073,23811.0,2023,12557.0,7664.0,0.5273613035991769,0.32186804418126075
22079,19973.0,2023,8835.0,4654.0,0.4423471686777149,0.23301456966905323
22097,8767.0,2023,3464.0,1692.0,0.3951180563476674,0.19299646401277518
22103,22584.0,2023,12210.0,7334.0,0.5406482465462275,0.3247431810131066
22105,16571.0,2023,7191.0,4593.0,0.4339508780399493,0.2771709613179651
22109,10593.0,2023,2883.0,1779.0,0.2721608609459077,0.16794109317473804
23001,16423.0,2023,8258.0,3425.0,0.5028313949948243,0.2085489861779212
23003,7772.0,2023,3055.0,1518.0,0.3930777148739063,0.1953165208440556
23005,38926.0,2023,17821.0,8225.0,0.4578173971124698,0.21129836099265273
23011,15232.0,2023,6435.0,2823.0,0.42246586134453784,0.18533350840336135
23019,18959.0,2023,7483.0,3424.0,0.3946938129648188,0.18060024262883065
23031,22646.0,2023,10393.0,5219.0,0.4589331449262563,0.23046012540846064
24001,7338.0,2023,2722.0,1296.0,0.37094576178795313,0.17661488143908421
24003,57313.0,2023,25660.0,13512.0,0.44771692286217785,0.23575803046429256
24005,108785.0,2023,54020.0,29575.0,0.49657581468033274,0.27186652571586156
24009,4579.0,2023,2270.0,1219.0,0.4957414282594453,0.266215330858266
24013,8951.0,2023,4535.0,1736.0,0.5066473019774327,0.19394481063568317
24015,9506.0,2023,3651.0,1712.0,0.38407321691563223,0.1800967809804334
24017,10222.0,2023,4356.0,2909.0,0.42613969868910195,0.2845822735276854
24021,25002.0,2023,11269.0,5641.0,0.45072394208463323,0.2256219502439805
24025,21758.0,2023,10917.0,5445.0,0.501746484051843,0.25025278058645095
24027,36363.0,2023,17020.0,8787.0,0.46805819101834284,0.2416467288177543
24031,139666.0,2023,68316.0,33967.0,0.4891383729755273,0.24320163819397705
24033,126329.0,2023,61215.0,34122.0,0.4845680722557766,0.2701042515970205
24037,11648.0,2023,5720.0,1696.0,0.49107142857142855,0.14560439560439561
24043,18232.0,2023,8867.0,4697.0,0.4863426941641071,0.2576239578762615
24045,16424.0,2023,7578.0,3623.0,0.46139795421334634,0.2205918168533853
24510,135222.0,2023,67869.0,36419.0,0.5019079735545992,0.2693274762982355
25001,23553.0,2023,12490.0,6340.0,0.5302933808856621,0.26918014690273
25003,18343.0,2023,9761.0,3551.0,0.5321376001744534,0.19358883497792073
25005,89623.0,2023,43849.0,25195.0,0.48926056927351236,0.2811220334066032
25009,113577.0,2023,61946.0,33778.0,0.545409722038793,0.29740176268082447
25011,10300.0,2023,5523.0,3528.0,0.5362135922330097,0.3425242718446602
25013,69619.0,2023,32872.0,17532.0,0.47216995360461944,0.251827805627774
25015,21354.0,2023,9377.0,5691.0,0.43912147607005714,0.26650744591177294
25017,244168.0,2023,110263.0,56920.0,0.451586612496314,0.2331181809246093
25021,91335.0,2023,41997.0,23612.0,0.4598127771391033,0.2585208299118629
25023,44717.0,2023,24121.0,13747.0,0.5394145403314176,0.30742223315517586
25025,210662.0,2023,98865.0,52457.0,0.4693062821011858,0.24901026288557024
25027,116041.0,2023,55607.0,27431.0,0.4792013167759671,0.23639058608595237
26005,7147.0,2023,2661.0,1518.0,0.3723240520498111,0.21239680985028683
26017,9920.0,2023,4075.0,2277.0,0.4107862903225806,0.22953629032258063
26021,17128.0,2023,7264.0,4129.0,0.4241008874357777,0.24106725829051845
26025,15064.0,2023,6624.0,3530.0,0.4397238449283059,0.23433351035581518
26037,5876.0,2023,1469.0,733.0,0.25,0.12474472430224642
26045,11241.0,2023,4763.0,2672.0,0.42371675117872076,0.23770127212881417
26049,45867.0,2023,21424.0,11191.0,0.4670896287090937,0.24398805241240978
26055,9790.0,2023,3438.0,1449.0,0.3511746680286006,0.1480081716036772
26065,46190.0,2023,21529.0,12793.0,0.46609655769647107,0.2769647109764018
26067,4829.0,2023,2380.0,1619.0,0.4928556636984883,0.33526610064195483
26075,14365.0,2023,6875.0,4307.0,0.47859380438565957,0.2998259658893143
26077,41346.0,2023,17524.0,8340.0,0.42383785614086006,0.20171237846466405
26081,76050.0,2023,33147.0,14661.0,0.4358579881656805,0.1927810650887574
26087,4385.0,2023,1797.0,992.0,0.409806157354618,0.22622576966932725
26091,7902.0,2023,3578.0,1443.0,0.4527967603138446,0.18261199696279423
26093,8745.0,2023,3757.0,1799.0,0.4296169239565466,0.2057175528873642
26099,86255.0,2023,37969.0,17674.0,0.44019477131760476,0.20490406353254884
26103,9609.0,2023,3691.0,1648.0,0.3841190550525549,0.17150587990425642
26111,8086.0,2023,3682.0,2237.0,0.4553549344546129,0.27665100173138757
26115,12054.0,2023,6481.0,4033.0,0.5376638460262154,0.33457773353243736
26117,3879.0,2023,1315.0,377.0,0.33900489816963136,0.09718999742201598
26121,13164.0,2023,6105.0,3543.0,0.4637648131267092,0.2691431175934366
26125,145251.0,2023,66574.0,33527.0,0.4583376362296989,0.23082113031924048
